hotel_name,user_name,country,room_info,no_of_nights_stayed,stay_date,traveller_type,review_title,rating,happy_review,unhappy_review,review_date,scraped_at,happy_review_cleaned_v1,unhappy_review_cleaned_v1
V Hotel Lavender,Jay,Denmark,Twin Room,3.0,2023-04-01,Family,"Great location for transport and eateries, small rooms",6.0,"Right next to Lavender station, eateries around, supermarket nearby","Rooms are a bit too small for 2 persons, bathrooms need some maintenance",28/04/2023,08/02/2024,right next lavender station artery around supermarket nearby,room bit small person bathroom need maintenance
V Hotel Lavender,Siriwarch,Thailand,Twin Room,3.0,2023-04-01,Group,Good,7.0,location is good bcoz it’s very near subway and easy to go anywhere,"the room is not soundproof, I heard sound from other room",27/04/2023,08/02/2024,location good boy near subway easy go anywhere,room soundproof I hear sound room
V Hotel Lavender,Athiwich,Thailand,Superior Double Room with City View,3.0,2023-04-01,Couple,Very happy with location. Closed to train station which very convenience. Friendly staff,7.0,Good cleaning services,Quite small room and bathroom,27/04/2023,08/02/2024,good clean service,quite small room bathroom
V Hotel Lavender,Dean,Albania,Superior Double Room with City View,3.0,2023-04-01,Couple,Pleasant,6.0,The hotel overall and staff was pretty ok.,The problem was with the rooms that were very small and they were  divided by each other with a really thin wall that you could listen to everything. We barely slept for 2 nights from the neighbours noise and baby crying.,26/04/2023,08/02/2024,hotel overall staff pretty ok,problem room small divide really thin wall could listen everything barely sleep night neighbour noise baby cry
V Hotel Lavender,Chee,Brunei Darussalam,Superior Double Room,5.0,2023-04-01,Solo traveller,Good,7.0,Nice location. Near to MRT,Sometimes hotel card didn't response when choosing elevator level,26/04/2023,08/02/2024,nice location near meet,sometimes hotel card response choose elevator level
V Hotel Lavender,Chi,Hong Kong,Superior Double Room with City View,2.0,2023-04-01,Group,Very good,8.0,The bed & house keeping. It enhanced my quality of sleep.,Nil,25/04/2023,08/02/2024,bed house keep enhance quality sleep,nail
V Hotel Lavender,Pattarakrit,Thailand,Twin Room,3.0,2023-04-01,Family,"comfortable, near food court and clean",8.0,V hotel stand near MRT that easy to travel to another place in SG,nan,24/04/2023,08/02/2024,v hotel stand near meet easy travel another place sg,nan
V Hotel Lavender,Maria,Philippines,Twin Room,3.0,2023-03-01,Family,"it was okay, but if we are to go back, we will look for a cheaper hotel. not 100% worth it’s price",6.0,location,sink in our room was dripping. no free room slippers.,24/04/2023,08/02/2024,location,sink room drip free room slipper
V Hotel Lavender,Apirat,Thailand,Superior Double Room with City View,6.0,2023-02-01,Group,Perfect location,8.0,Perfect location easy access to MRT and food court. Staff are friendly.,a lot of dust on the wardrobe.,23/04/2023,08/02/2024,perfect location easy access meet food court staff friendly,lot dust wardrobe
V Hotel Lavender,Klariz,Malaysia,Twin Room,2.0,2023-04-01,Couple,Good,7.0,location very accessible,"beddings bot fix properly, mugs dirty, air conditioner not working. no bidet, receptionist rude",22/04/2023,08/02/2024,location accessible,bed fix properly rug dirty air condition work bide reception rude
V Hotel Lavender,Klariz,Malaysia,Superior Double Room,2.0,2023-04-01,Group,so so,7.0,the location is very accessible,"no bidet, receptionist was rude. blankets and comforters not set up properly",22/04/2023,08/02/2024,location accessible,bide reception rude blanket comfort set properly
V Hotel Lavender,David,Australia,Triple Room,1.0,2023-04-01,Couple,Very good,8.0,"Great location, straight out of hotel and pretty much on the MRT station.",shower a little bit small. They charge you for early check in.,21/04/2023,08/02/2024,great location straight hotel pretty much meet station,shower little bit small charge early check
V Hotel Lavender,Khin,Myanmar,Superior Double Room,1.0,2023-04-01,Family,Pleasant,6.0,Near to MRT station,Room is small.,21/04/2023,08/02/2024,near meet station,room small
V Hotel Lavender,Gladys,Indonesia,Superior Double Room,4.0,2023-04-01,Family,Affordable prices with easy access,7.0,"Good price for hotel in Singapore. Mrt Lavender just under the hotel. Near Food court, some restaurant and Supermarket to buy groceries. Mustafa centre and City square mall are 10mins walk.",The sink is often clogged. Far from orchard area.,21/04/2023,08/02/2024,good price hotel singapore meet lavender hotel near food court restaurant supermarket buy grocery mustard centre city square mall mind walk,sink often flog far orchard area
V Hotel Lavender,Yaniza,Thailand,Superior Double Room,1.0,2023-04-01,Group,"perfect location, but cleanliness should be improve",6.0,"good location, easy to access from MRT","check in process were slow, the hallway not clean enough",20/04/2023,08/02/2024,good location easy access meet,check process slow halfway clean enough
V Hotel Lavender,Abdul,Brunei Darussalam,Triple Room,5.0,2023-04-01,Family,Good,7.0,Hotel near to MRT station (Lavender). Restaurants (halal and non-halal) and convenience shop nearby.,nan,20/04/2023,08/02/2024,hotel near meet station lavender restaurant hall nonhalal convenience shop nearby,nan
V Hotel Lavender,Jojo,India,Twin Room,3.0,2023-04-01,Family,"Great location, value for money",8.0,The location is the highlight. It sits right on the metro station making the moving around super easy.,The staff could smile more,20/04/2023,08/02/2024,location highlight sit right retro station make move around super easy,staff could smile
V Hotel Lavender,De,Sri Lanka,Triple Room,3.0,2023-04-01,Family,Good,7.0,Very close to everything 👌,nan,19/04/2023,08/02/2024,close everything,nan
V Hotel Lavender,Hh,Myanmar,Twin Room with City View,12.0,2023-04-01,Family,"Good location, staffs are professional and friendly, my room has good view, all convenient. i l like this hotel",7.0,easy accessible to MET and buses,no face towel provided,18/04/2023,08/02/2024,easy accessible meet bush,face towel provide
V Hotel Lavender,Monies,Malaysia,Twin Room,2.0,2023-04-01,Family,Good,7.0,very convinient to the lavender mrt. great location and also surronunded by food.,very noisy in the morning during the staff doing cleaning on the other room.,18/04/2023,08/02/2024,convenient lavender meet great location also surround food,noisy morning staff clean room
V Hotel Lavender,Shuting,Taiwan,Twin Room with City View,2.0,2023-04-01,Group,"location is very good, just next to the exit of subway.",7.0,"location is very good, just next to the exit of subway.  room is clean",nan,17/04/2023,08/02/2024,location good next exit subway room clean,nan
V Hotel Lavender,Sarah,Australia,Triple Room,1.0,2023-04-01,Family,good value and location with nice staff. suited our needs and budget.,8.0,great location with shops and takeaways in same block as well as MRT station. Staff were lovely and helpful. comfy bed and good hot showers (although small),the breakfast buffet was not very nice and the rooms were tiny.  some of the lobby furnishings need updating.,17/04/2023,08/02/2024,great location shop takeaway block well meet station staff lovely helpful come bed good hot shower although small,breakfast buffet nice room tiny lobby furnish need date
V Hotel Lavender,Lee,Singapore,Twin Room,1.0,2023-04-01,Couple,"Relex, eat and sleep",7.0,"Good, many foods stalls around the hotel",Foods,16/04/2023,08/02/2024,good many food stall around hotel,food
V Hotel Lavender,Lem,Philippines,Triple Room,4.0,2023-04-01,Family,it was ok,7.0,The location and access to the subway,the room and bathroom space.,13/04/2023,08/02/2024,location access subway,room bathroom space
V Hotel Lavender,Prakash,Qatar,Triple Room,3.0,2023-04-01,Family,Good,7.0,Staff Hendry was very helpful,Nothing,13/04/2023,08/02/2024,staff henry helpful,nothing
V Hotel Lavender,Then,Indonesia,Superior Double Room with City View,2.0,2023-04-01,Family,quite wonderful experience.. thanks,7.0,the location is so close to MRT and foodstalls,the fridge smells like rotten fish and the toilet also smell quite weird.. other than that everything is ok,13/04/2023,08/02/2024,location close meet fodstal,fridge smell like rotten fish toilet also smell quite weird everything ok
V Hotel Lavender,Josette,Malta,Superior Double Room,3.0,2023-04-01,Couple,Clean and close to a train station was what we were looking for and so V Hotel Lavender was perfect for us,8.0,Very close to the train station,Location,13/04/2023,08/02/2024,close train station,location
V Hotel Lavender,Erin,New Zealand,Superior Double Room with City View,3.0,2023-04-01,Couple,Very good,8.0,"Nice, budget friendly option in a great location. Pool was a plus, good to cool off at the end of the day!","The room we stayed in did look a little bit tired in places. We also couldn't get the aircon to work properly - it seemed to ignore the temperature setting and just blast out 18C air. The room was too cold at times as a result, we ended up turning it off entirely overnight",12/04/2023,08/02/2024,nice budget friendly option great location pool plus good cool end day,room stay look little bit tired place also could get iron work properly seem ignore temperature set blast c air room cold time result end turn entirely overnight
V Hotel Lavender,Kyaw,Myanmar,Triple Room,3.0,2023-04-01,Family,"Good location but must offer a better , bigger room for customers.",7.0,"Food court just steps away from hotel, and bakery , convenience store ,restaurants nearby make it a great location.",they are the first hotel I been to that have 13th floor and our room on that floor too. Also their room was the smallest we stayed at of all the hotels we been to.,10/04/2023,08/02/2024,food court step away hotel baker convenience store restaurant nearby make great location,first hotel I th floor room floor also room small stay hotel
V Hotel Lavender,Akarin,Thailand,Twin Room,4.0,2023-04-01,Group,Fair enough,7.0,Clenliness and location,"Price gone up a lot , compare to last time.",10/04/2023,08/02/2024,cleanliness location,price go lot compare last time
V Hotel Lavender,Eileen,Philippines,Twin Room,6.0,2023-04-01,Family,very convenient and comfortable stay for the whole family,8.0,very convenient and close to the MRT,small rooms,09/04/2023,08/02/2024,convenient close meet,small room
V Hotel Lavender,Nichanan,Thailand,Superior Double Room,4.0,2023-04-01,Family,Good,7.0,"Overall acceptable, good location,","Small bathroom,  Voice from nearby the room in sometime, No have the light enough around the pool,",06/04/2023,08/02/2024,overall acceptable good location,small bathroom voice nearby room sometime light enough around pool
V Hotel Lavender,Mei,Malaysia,Triple Room,1.0,2023-03-01,Family,Overall is good,7.0,Location is very convenient. Near to MRT & easy to look for food.,nan,06/04/2023,08/02/2024,location convenient near meet easy look food,nan
V Hotel Lavender,Chelsea,Australia,Superior Double Room,2.0,2023-03-01,Solo traveller,awesome,8.0,"very clean and tidy, perfect location, staff were friendly",nothing,06/04/2023,08/02/2024,clean tidy perfect location staff friendly,nothing
V Hotel Lavender,Charitha,Sri Lanka,Triple Room,4.0,2023-04-01,Family,"Our stay was calm, convenient and happy",8.0,"Room is good and clean. Location is very convenient. Easy access to MRT, food courts and malls. Room service is quick and accurate. We travelled with two kids. Staff is friendly in supporting kids related matters.",There was a problem in the bathroom when we arrived. But the room service fixed it immediately. So it was not a big issue.,05/04/2023,08/02/2024,room good clean location convenient easy access meet food court wall room service quick accurate travel two kiss staff friendly support kiss relate matter,problem bathroom arrive room service fix immediately big issue
V Hotel Lavender,Sinegül,Turkey,Twin Room,5.0,2023-03-01,Family,Very good,8.0,Good staff and location,nan,03/04/2023,08/02/2024,good staff location,nan
V Hotel Lavender,Ryosuke,Japan,Superior Double Room,2.0,2023-03-01,Solo traveller,Good,7.0,near MRT station,nan,02/04/2023,08/02/2024,near meet station,nan
V Hotel Lavender,Cecilia,United States,Twin Room,4.0,2023-03-01,Group,It was a pleasant stay.,8.0,The location was very good. Food all around and very close to the MRT.,"Some staff were very nice but others are not. Evelyn at the Front Desk and Chee Keong were very helpful.  One Front Desk lady was not very friendly and was not happy when asked for help, if I remember right, Asther is her name.",02/04/2023,08/02/2024,location good food around close meet,staff nice even front desk long helpful one front desk lady friendly happy ask help I remember right esther name
V Hotel Lavender,Andriany,Indonesia,Triple Room,3.0,2023-02-01,Family,"good hotel, nice location for short time vacation",8.0,location,bathroom is too small,31/03/2023,08/02/2024,location,bathroom small
V Hotel Lavender,Boonyakorn,Thailand,Superior Double Room with City View,2.0,2023-03-01,Family,Good values but have to consider the quality of the guests,8.0,Very comfortable double bed and helpful staffs.,Most of the guests are Indian and they have no manners at all. Created too many noises all night.,30/03/2023,08/02/2024,comfortable double bed helpful staff,guest indian manner create many noise night
V Hotel Lavender,Brenda,Singapore,Superior Double Room,2.0,2023-03-01,Family,Location is super convenient,8.0,Location is super convenient ! located besides lavender mrt . walk out from mrt station can see the hotel already ! lots food can easily found below the hotel .,check in time is quite late. 3pm . should be early a bit like 1pm.,29/03/2023,08/02/2024,location super convenient locate besides lavender meet walk meet station see hotel already lot food easily find hotel,check time quite late pm early bit like pm
V Hotel Lavender,Chegne,Malaysia,Superior Double Room,4.0,2023-03-01,Couple,overall satisfactory.,6.0,convenient to mrt,parking should be free for all guests even though i bought it from 3rd party.  The fact is I am your guests.,29/03/2023,08/02/2024,convenient meet,parking free guest even though I buy rd party fact I guest
V Hotel Lavender,Lim,Malaysia,Superior Double Room,1.0,2023-03-01,Couple,"Good, except for the friendliness of the reception",7.0,Everything turns out well,The check-in staff doesn’t seems to be friendly. Asked me do everything in a robot mode.,28/03/2023,08/02/2024,everything turn well,check staff seem friendly ask I everything root mode
V Hotel Lavender,Thienlee,Brunei Darussalam,Twin Room,1.0,2023-03-01,Family,overall good experience.. good stay. good location.,8.0,location,there’s a small cockroach found but just 1 and managed to kill it fast,27/03/2023,08/02/2024,location,small cockroach find manage kill fast
V Hotel Lavender,Ramon,Philippines,Superior Double Room,2.0,2023-03-01,Solo traveller,good,8.0,i stayed there before with friends and the quality is the same good. breakfast buffet is the bomb and a lot of options,only the tv having few channels so better bring other device to watch things if you want to stay in hotel more time,27/03/2023,08/02/2024,I stay friend quality good breakfast buffet bomb lot option,channel well bring device watch thing want stay hotel time
V Hotel Lavender,Apirat,Thailand,Superior Double Room with City View,4.0,2023-02-01,Group,perfect location but should more attention about cleaning,7.0,perfect location,need more attention about cleaning,26/03/2023,08/02/2024,perfect location,need attention clean
V Hotel Lavender,Hana,Australia,Twin Room,1.0,2023-03-01,Group,Very good,8.0,"Great Location, Nice friendly staff. Clean room.",nan,26/03/2023,08/02/2024,great location nice friendly staff clean room,nan
V Hotel Lavender,Gregory,Australia,Superior Double Room with City View,2.0,2023-03-01,Couple,Pleasant,6.0,Very well located for transport with EZ Link train directly underneath hotel. Either walking or transport close to tourist attractions. Staff were very friendly and helpful. Good value.,Room size very small.,26/03/2023,08/02/2024,well locate transport e link train directly underneath hotel either walk transport close tourist attraction staff friendly helpful good value,room size small
V Hotel Lavender,Anna,Philippines,Superior Double Room,4.0,2023-03-01,Family,Just my opinion,8.0,The location is just perfect👍  Very helpful staff,One of the front desk staff that we encountered is unbelievably telling Us that we have to pay if we want to change room w/c is first time i heard from all the hotel I've been.i hope she will not say it again to your other upcoming hotel's client/visitors,25/03/2023,08/02/2024,location perfect helpful staff,one front desk staff encounter unbelievably tell pay want change room first time I hear hotel I bent hope say come hotel clientvisitor
V Hotel Lavender,Anna,Singapore,Twin Room,2.0,2023-03-01,Solo traveller,"it was still an relaxing stay, the location is the best.",8.0,location.,pls install bidet for the toilets.  my room wasn’t clean during my 2nd day even if I lit up the make up my room button. Hope the receptionist smile more and accommodating.,25/03/2023,08/02/2024,location,pus install bide toilet room want clean nd day even I light make room button hope reception smile accommodation
V Hotel Lavender,Paula,Australia,Twin Room,1.0,2023-03-01,Family,Awesome location and service,8.0,"Staff was friendly and helpful, amazing location right above MRT",Room and shower were quite small,20/03/2023,08/02/2024,staff friendly helpful amazing location right meet,room shower quite small
V Hotel Lavender,Zuliana,Malaysia,Premier Double Room,2.0,2023-03-01,Family,Good,7.0,The location is very convenient.,The size of the room is small for the price.,20/03/2023,08/02/2024,location convenient,size room small price
V Hotel Lavender,Marc,France,Superior Double Room with City View,7.0,2023-03-01,Solo traveller,Very good,8.0,"The Room are clean, big enough and well organise for business stay and with enough space to have a working station.",the breakfast,18/03/2023,08/02/2024,room clean big enough well organise business stay enough space work station,breakfast
V Hotel Lavender,Rahim,Brunei Darussalam,Superior Double Room with City View,4.0,2023-03-01,Family,Very good,8.0,Keep the price lower than others hotel,Price hiking so fast,18/03/2023,08/02/2024,keep price lower hotel,price hide fast
V Hotel Lavender,Chin,Singapore,Triple Room,4.0,2023-03-01,Family,good for money,7.0,location,cleanliness and room insulation not so good.,15/03/2023,08/02/2024,location,cleanliness room induration good
V Hotel Lavender,Baron,United States,Twin Room with City View,4.0,2023-03-01,Group,Very good,8.0,"The location was the best aspect of my stay.  The room service was also good, as well.",The wifi was unfortunately very bad.,14/03/2023,08/02/2024,location good aspect stay room service also good well,wife unfortunately bad
V Hotel Lavender,Neil,Philippines,Superior Double Room with City View,4.0,2023-03-01,Family,V LAVENDER MARCH 2023,7.0,The hotel location is excellent since it is beside the mrt station. There are a couple of hawker centers within the area,Too crowded in the lobby. Elevator is not enough. It would be good if staff will have their own service elevator. Toilet has no bidet. Rooms are small for a 4 star hotel,12/03/2023,08/02/2024,hotel location excellent since beside meet station couple hawker center within area,crowd lobby elevator enough would good staff service elevator toilet bide room small star hotel
V Hotel Lavender,Tedy,Indonesia,Superior Double Room with City View,3.0,2023-03-01,Couple,is a great hotel to stay for your business in Singapore. easy to access and food store availability is a plus. is a good,8.0,very strategic location. easy to access. clean room. comfy bed,there's no bidet shower for toilet is a noted for our convenience.  a bit smell in the bathroom.,11/03/2023,08/02/2024,strategic location easy access clean room come bed,bide shower toilet note convenience bit smell bathroom
V Hotel Lavender,Farah,Malaysia,Superior Double Room with City View,1.0,2023-03-01,Couple,Very good,8.0,"The hotel is located next to MRT Lavender Station. Plenty of eateries nearby, very convenient. Clean and comfortable. Staff at the reception area, Nurul was very polite and friendly that helped us with the check-in process.","The shower door is slightly loose, causing the water to spill out.",09/03/2023,08/02/2024,hotel locate next meet lavender station plenty artery nearby convenient clean comfortable staff reception area nurse polite friendly help check process,shower door slightly loose cause water spill
V Hotel Lavender,Rowena,Philippines,Superior Double Room,5.0,2023-02-01,Family,This was my second visit at V Hotel. I am always pleased with the convenient location.,8.0,Very convenient location,The hallways are not tidy.,09/03/2023,08/02/2024,convenient location,always tidy
V Hotel Lavender,Truong,Japan,Twin Room with City View,6.0,2023-03-01,Group,Nice trip,8.0,The hotel is near Lavender station (near Bugis and City hall area). It is very easy to go out for sightseeing and go to airport.  Although the room is a little bit small but it is comfortable.,"The room is clean but it seem the staff did not changed my bed sheets during my staying periods, e.g., 6 nights. For a long trip, it may not appropriate.",08/03/2023,08/02/2024,hotel near lavender station near boris city hall area easy go sightseeing go airport although room little bit small comfortable,room clean seem staff change bed sheet stay period eg night long trip may appropriate
V Hotel Lavender,Chung,Malaysia,Twin Room with City View,3.0,2023-03-01,Family,Very good,8.0,"Location is the best, near to MRT",nan,08/03/2023,08/02/2024,location good near meet,nan
V Hotel Lavender,Sebnem,Belgium,Superior Double Room with City View,3.0,2023-03-01,Couple,Perfect location for short stay,6.0,The staff was very nice and the location of the hotel.was PERFECT!,Rooms are not clean at all and they have a dirty smell.,08/03/2023,08/02/2024,staff nice location hotel perfect,room clean dirty smell
V Hotel Lavender,Nidtayaporn,Thailand,Twin Room,4.0,2023-03-01,Family,Pleasant,6.0,Easy to go everywhere by MRT,Smell and Air condition too cold,07/03/2023,08/02/2024,easy go everywhere meet,smell air condition cold
V Hotel Lavender,Sofian,Taiwan,Superior Double Room with City View,4.0,2023-03-01,Couple,It is a great value for money for a hotel that is very near to everything else,8.0,"The location is excellent, MRT is just below the hotel.  A lot of eateries around and a supermarket is just a block away which is very convenient.  The hotel is quite at the centre of everywhere so to go any tourist attractions is very easy by any means.  The hotel does not provide any laundry services or provide any iron and ironing board to your room but there is a coin  laundry and dryer (SGD$5 for laundry and SGD$5 for dryer) and 2 iron and ironing board available on level 3.",If you prefer bigger room then this hotel is not for you it is quite small but thanks to the big windows it give a senses of a bigger space overlooking the city view.  There is no bidet / hose in the washroom but that is just a bonus if there is one.,06/03/2023,08/02/2024,location excellent meet hotel lot artery around supermarket block away convenient hotel quite centre everywhere go tourist attraction easy mean hotel provide sundry service provide iron drone board room coin sundry dwyer sad sundry sad dwyer iron drone board available level,prefer big room hotel quite small thank big window give sense big space overlook city view bide mushroom bonus one
V Hotel Lavender,Norman,Malaysia,Triple Room,2.0,2023-03-01,Family,worth to stay,6.0,location,toilet too narrow,06/03/2023,08/02/2024,location,toilet narrow
V Hotel Lavender,Ayame,Japan,Superior Double Room,1.0,2023-03-01,Solo traveller,good location,7.0,direct connection to MRT station,bit small room than I expected,05/03/2023,08/02/2024,direct connection meet station,bit small room I expect
V Hotel Lavender,Elspeth,United Kingdom,Superior Double Room with City View,1.0,2023-03-01,Couple,pleasant,7.0,swimming pool and location near Metro station,nan,05/03/2023,08/02/2024,swim pool location near retro station,nan
V Hotel Lavender,Sook,Malaysia,Triple Room,2.0,2023-03-01,Family,Very good,8.0,"Great location, room is comfortable.",Room not sound proof and housekeeping tools at the walkway.,04/03/2023,08/02/2024,great location room comfortable,room sound proof housekeep tool halfway
V Hotel Lavender,Pongpant,Thailand,Superior Double Room with City View,2.0,2023-02-01,Solo traveller,Good,7.0,the best location,smell a smoking in room,04/03/2023,08/02/2024,good location,smell smoke room
V Hotel Lavender,Hooi,Malaysia,Twin Room,1.0,2023-03-01,Couple,Overall stay is satisfactory and most likely to stay in this hotel again during next visit.,8.0,"location is convenient with those shops, eateries and especially the MRT lines linking to other places as well.",the shower space is too small and without standard tissue paper provided.,04/03/2023,08/02/2024,location convenient shop artery especially meet line link place well,shower space small without standard tissue paper provide
V Hotel Lavender,Naini,Australia,Triple Room,2.0,2023-02-01,Family,Very good,8.0,Like the location,The bathroom is small,03/03/2023,08/02/2024,like location,bathroom small
V Hotel Lavender,Rizal,Malaysia,Triple Room,3.0,2023-03-01,Family,Very good,8.0,MRT Lavender station is just nearby and easy to get halal food around.,The room is a bit dusty but the toilet is clean,03/03/2023,08/02/2024,meet lavender station nearby easy get hall food around,room bit dusty toilet clean
V Hotel Lavender,Cathryn,Canada,Superior Double Room with City View,2.0,2023-02-01,Couple,Very good,8.0,Location. Lavender MRT station just right below the hotel.,"The shower area is too small, can't turn my body freely, will hit on shower screen or wall when body wash.",02/03/2023,08/02/2024,location lavender meet station right hotel,shower area small turn body freely hit shower screen wall body wash
V Hotel Lavender,Elmer,Philippines,Superior Double Room,3.0,2023-02-01,Family,Good,7.0,"Convenient Location, mrt station just below the hotel. Surrounded by food stalls/fast food. Forex just  outside the hotel",No bidet in the toilet. Shower room is small.,02/03/2023,08/02/2024,convenient location meet station hotel surround food stalsfast food fore outside hotel,bide toilet shower room small
V Hotel Lavender,Chang-yin,United Kingdom,Superior Double Room with City View,2.0,2023-02-01,Solo traveller,Very good,8.0,location,location and convenience,27/02/2023,08/02/2024,location,location convenience
V Hotel Lavender,Lovemywife,Thailand,Superior Double Room,2.0,2023-02-01,Couple,Good,7.0,location at the best,nan,27/02/2023,08/02/2024,location good,nan
V Hotel Lavender,Aunnop,Thailand,Twin Room,3.0,2023-02-01,Family,Very good,8.0,"The hotel is just next to the MRT which is very good especially for family who come with baby stroller. Also the food and restaurants around are not bad, including there is Kopitiam that has table space for several number of member in trip or a bit more. Also the hotel(lobby) has a freezer for gelpack (it's quite important for baby food storage).","If any one comes with baby and need to take a bath for baby, the shower area is a bit small. Also the space of corridor in the room quite tight for parking the stroller and walking. There is no space for eating together in the room.",27/02/2023,08/02/2024,hotel next meet good especially family come baby stroll also food restaurant around bad include kopitiam table space several number member trip bit also hoteloby freeze gelpack quite important baby food storage,one come baby need take bath baby shower area bit small also space corridor room quite tight parking stroll walk space eat together room
V Hotel Lavender,Michelle,Philippines,Triple Room,5.0,2023-02-01,Family,Very good,8.0,"Room was OK. Location is perfect, it's right on the MRT station. Breakfast buffet was surprisingly worth it.","The internet was super slow in our room. We called up the reception for it, and they said that they will check with IT, but I don't think there was anything done to improve it. It was so bad that my emails won't even load. We were better off with our mobile data.",22/02/2023,08/02/2024,room ok location perfect right meet station breakfast buffet surprisingly worth,internet super slow room call reception say check I think anything improve bad email even load well mobile datum
V Hotel Lavender,Kat,United Kingdom,Superior Double Room,2.0,2023-02-01,Family,Good,7.0,It was on the mrt line and you didn't have to walk far which was good,When we got to the room they gave us a room that  wasn't clean. The floor was dirty and within the sheets there was hairs and bits in the best. When we told them with pictures it was like they did us a favour because they upgraded us with a bigger room which we didn't ask for and felt like it didn't matter as it was dirty anyway. However they did give us another room but just felt bad by saying anything. Once moved it was an okay stay,20/02/2023,08/02/2024,meet line walk far good,get room give room clean floor dirty within sheet hair bit good tell picture like favour upgrade big room ask feel like matter dirty anyway however give another room feel bad say anything move okay stay
V Hotel Lavender,Rubaidah,Singapore,Premier Double Room,2.0,2023-02-01,Family,Ao far so good,8.0,Room a bit small compared to Hotel in Malaysia,Only 2 pillow provided. Should put 4 co the pillow very thin,20/02/2023,08/02/2024,room bit small compare hotel malasha,pillow provide put co pillow thin
V Hotel Lavender,Henny,Malaysia,Triple Room,1.0,2023-02-01,Group,Good and convenient location to stay while in Singapore,7.0,"very convenient location, lots of local food and restaurants and just next (above) Lavender MRT station.","bathroom very small, no hot water during my stay and have some kind of smell at the hall. There are some noise /door bell in the middle of the night.",20/02/2023,08/02/2024,convenient location lot local food restaurant next lavender meet station,bathroom small hot water stay kind smell hall noise door bell middle night
V Hotel Lavender,Suriya,Bangladesh,Twin Room with City View,3.0,2023-02-01,Family,It's a good stay with Family,8.0,Room size is okay compared to other Singapore hotels  I didn't take any breakfast facility  Location is excellent  View from room is excellent,Swimming pool water is very cold,19/02/2023,08/02/2024,room size okay compare singapore hotel I take breakfast facility location excellent view room excellent,swim pool water cold
V Hotel Lavender,Usha,India,Triple Room,3.0,2023-01-01,Family,nice stay especially if you’re are new to Singapore,8.0,good location and good connectivity,some allergen was there I suppose which kept me sneezing the moment i enter the room. eventhough it looked clean,19/02/2023,08/02/2024,good location good conductivity,allege I suppose keep I sneer moment I enter room eventhough look clean
V Hotel Lavender,Siriwaraporn,Thailand,Twin Room,2.0,2023-02-01,Family,Pleasant,6.0,location,"First night the staff assigned me a room on 15th floor with smoking smell all the night, secound night I complain & ask for other room with non smoking room ( Travelling with kid). They help me to move to other room on 12th floor",18/02/2023,08/02/2024,location,first night staff assign I room th floor smoke smell night second night I complain ask room non smoke room travel kid help I move room th floor
V Hotel Lavender,Jesseline,Indonesia,Twin Room with City View,2.0,2023-02-01,Couple,Location is perfect! Very close to the station n food is accessible As there's hawker centre behind,8.0,Location is perfect! Very close to the station and food is accessible,"Room size is small, but then again all room in sg is around the same small size",18/02/2023,08/02/2024,location perfect close station food accessible,room size small room sg around small size
V Hotel Lavender,Thidarat,Thailand,Superior Double Room,4.0,2023-02-01,Family,The location is the best. MRT and Bus are accessible easily. The bad thing is only the airconditioner which is too cold.,8.0,Location is great! Also lots of food to eat.,nan,17/02/2023,08/02/2024,location great also lot food eat,nan
V Hotel Lavender,Sarah,Malaysia,Superior Double Room,2.0,2023-02-01,Solo traveller,Good location,8.0,Decent room size for Singapore standard. Super easy to get food.,Old property. There was foul odor coming from the sink in the bathroom. Aircond sound a tad too noisy.,16/02/2023,08/02/2024,decent room size singapore standard super easy get food,old property foul odor come sink bathroom aircond sound noisy
V Hotel Lavender,Oracha,Thailand,Twin Room with City View,3.0,2023-02-01,Family,valuable accommodation!!,7.0,"Great Location, MRT station is below the hotel and alot of tastety food around.",nan,16/02/2023,08/02/2024,great location meet station hotel clot taste food around,nan
V Hotel Lavender,Janett,United States,Superior Double Room with City View,1.0,2023-02-01,Couple,This is a three star offering in a four star package. Nice enough but dedinitely not a four star hotel,6.0,Great location,Room was tiny. Very loud AC and hallways smelled of old cigarettes even though room was non-smoking. Did not offer ice (even through room service). Told us we had to go to the 7-11 to buy some. Fridge was not cold. Shower did not get very hot.,16/02/2023,08/02/2024,great location,room tiny loud ac always smell old cigarette even though room nonsmoke offer ice even room service tell go buy fridge cold shower get hot
V Hotel Lavender,Saowanee,Thailand,Triple Room,3.0,2023-02-01,Family,Very good,8.0,location,"too cold, we needed to stay in the room by turning off the A/C 🤣🤣",15/02/2023,08/02/2024,location,cold need stay room turn ac
V Hotel Lavender,Shabbirul,Australia,Triple Room,1.0,2023-02-01,Family,Very good,8.0,Great location at MRT station,nan,12/02/2023,08/02/2024,great location meet station,nan
V Hotel Lavender,Nujaree,Thailand,Twin Room,1.0,2023-02-01,Family,Pleasant,6.0,bed comfy,smell,11/02/2023,08/02/2024,bed come,smell
