Botanic Garden-1707390701
,username,rating,content,ip_address,time
USS,Emma ..,5.0,好玩，验票也方便,广东,2023-10-05 09:15:52
USS,135****9408,3.7,这个环球很小，项目还是可以的，木乃伊和变形金刚强烈推荐，感觉所有项目时间都很短。表演方面，我们就刷了水世界，还是不错滴，第一排随时会被工作人员拉去互动，互动就是把你全身浇湿。不过工作人员会提前询问你的接受能力，能力强的会直接浇一桶水，不强的就意思意思，还算人性化的。餐厅的东西确实不如日本那么精致，而且正宗的印度咖喱还是有些接受不了。,上海,2023-10-05 09:03:03
USS,_yx1****013,3.3,挺好玩，就是太贵，要买快速票，有钱人买VIP。,新加坡,2023-10-05 08:16:42
USS,_WeCh****837222,5.0,同上一篇评价,浙江,2023-10-05 04:55:52
USS,_WeCh****837222,5.0,项目较刺激，更适合成年人，带低龄孩子可玩项目不多。木乃伊项目希望内部增加随身物品储物柜，方便存放手机，否则没有口袋的衣服无法放手机,浙江,2023-10-05 04:55:06
USS,GeorgeZhuang,4.3,很小，人很多,上海,2023-10-05 00:25:03
USS,小潭山老妖,5.0,非常好 非常快,中国澳门,2023-10-04 23:28:06
USS,王姥姥88888,5.0,孩子很喜欢，排队时间也不长，看攻略建议买快票，我们没有买，国庆节3号去的环球影城，进园发现过山车竟然都不用排队，做了好几次，多亏没有买快票，其他最多排队50分钟，4点多吃完饭就都玩回酒店了。,新加坡,2023-10-04 16:22:24
USS,王姥姥88888,5.0,孩子很喜欢,新加坡,2023-10-04 16:14:28
USS,bal****hui,5.0,整体不错，真的是人太多了，小小的环球影城，可以刷几遍，最好购买快速通道，否则在坡坡的气候下室外排队有点受不了😁值得去一次,江西,2023-10-04 13:26:01
USS,151****4690,5.0,全球最小，适合遛娃，因为就那几个项目，到点关门！玩起来不会太紧张,江苏,2023-10-04 12:50:53
USS,勇者无敌66666,5.0,有点小，还是值得去,四川,2023-10-04 12:26:45
USS,M58****137,5.0,园区干净整洁,天津,2023-10-04 10:27:09
USS,joecee,5.0,很好玩，要买优速通,河南,2023-10-04 10:26:18
USS,joecee,5.0,比北京环球影城小，金字塔过山车非常刺激,河南,2023-10-04 10:25:54
USS,无敌美老虎,5.0,说停电就停电真受不了了，这么大老远来一趟，停电就什么也玩不了，还好我们来得早，没耽误玩，不然真的要烦死，携程平台不错，主动联系,山东,2023-10-04 08:37:29
USS,炊烟雾似涵,5.0,出票很快，很好的体验,新加坡,2023-10-04 07:33:30
USS,匿名用户,5.0,喜欢拍照的小伙伴可以购买提前入园哦，性价比超高。拍完照直接玩了变形金刚，省了快通的费用。新加坡环球是真的小，一天基本刷完全部项目。,上海,2023-10-04 06:50:19
USS,Emma ..,5.0,太好玩啦环球影城,广东,2023-10-04 04:35:37
USS,匿名用户,5.0,真的是全球最小的环球，真的很小，但机动游戏也是真的多。必须买多次，让一个项目玩到透，真的很爽。,北京,2023-10-03 15:23:45
USS,300****819,5.0,园区比较精致，一天玩刚好,广东,2023-10-03 13:41:24
USS,hexiaodesign,3.0,印度人太多，说了不让拍照还非要拍，她两个女儿劝半天都劝不住，很无语。,北京,2023-10-03 09:15:53
USS,几只杨,5.0,非常棒非常棒非常棒非常棒非常棒非常棒的,云南,2023-10-03 07:52:33
USS,288****772,4.3,这是个神奇的地方，年少不懂事，一刷是在 2013 年，2023二年刷新加坡环球影城，一如既往的棒(๑•̀ㅂ•́)و✧加油(๑•̀ㅂ•́)و✧,新加坡,2023-10-03 06:51:46
USS,匿名用户,5.0,整体还不错,马来西亚,2023-10-03 04:08:11
USS,゛安歌,4.0,红蓝过山车超好玩，节假日啥的一定要买快速通！！！,马来西亚,2023-10-02 16:45:03
USS,匿名用户,5.0,快速入园方便快捷,上海,2023-10-02 16:09:17
USS,SSocean,5.0,使用非常方便，电子二维码直接入场。推荐大家提前做好计划，确定好游玩的时间和计划，在携程提前买票，比现场买可以便宜好多钱，省下钱来吃吃喝喝多好。,上海,2023-10-02 11:27:01
USS,M27****2938,5.0,好好玩！！大人小孩都爱,上海,2023-10-02 09:04:14
USS,八两金123,4.0,淡季排队人不多，不需要买快通,广东,2023-10-02 06:41:03
USS,八两金123,4.0,玩一天个人感觉刚刚好，淡季不需要买快通，旺季还是需要买的，带两个小孩去玩得非常开心，过山车比国内的更好玩更刺激，唯一吐槽是园区的餐食不好吃。,广东,2023-10-02 06:40:03
USS,130****5858,5.0,亲子首选，海水清澈，海鸟飞翔，可以玩一天，门票价格低些更好了。十月初去的，尽情游泳，戏水，快乐宣源泉，可能到暑假再来看看，乐趣会更多吧。,辽宁,2023-10-02 04:58:52
USS,_WeCh****51356,5.0,不大玩起来不累,新加坡,2023-10-01 16:05:15
USS,匿名用户,5.0,很好玩，不大玩起来不累,新加坡,2023-10-01 16:04:08
USS,匿名用户,5.0,方便快捷。,新加坡,2023-10-01 14:09:57
USS,Abby畅畅,5.0,万圣节很有意思,新加坡,2023-10-01 06:35:00
USS,Abby畅畅,5.0,玩的很好非常热闹,新加坡,2023-10-01 06:34:30
USS,M38****985,5.0,虽然很小，但是很精致，项目隔的很近，但是就可以不用走那么远，很多项目可二刷，体验感很不错，,四川,2023-10-01 05:57:26
USS,_WeCh****52167,5.0,环球影城，孩子们的爱,泰国,2023-10-01 05:12:41
USS,FeiG,5.0,推荐神奇的室内过山车,重庆,2023-10-01 04:02:56
USS,匿名用户,1.0,提早去园真的是明目张胆的骗人，9:30到的说没有这说法。10点所有人所有人排队的所有人都入园了,新加坡,2023-10-01 02:02:31
USS,匿名用户,5.0,购票方便，入园直接刷二维码就好了,浙江,2023-10-01 01:22:27
USS,匿名用户,5.0,人少，快通没用上,新加坡,2023-10-01 00:36:15
USS,M15****361,3.7,設施老舊，有許多設施當日故障，有些項目沒玩到，雖然退費了，但是難得去新加坡也不想遇到這樣的事情,上海,2023-09-30 13:51:37
USS,匿名用户,5.0,虽然地方很小 但是很值得游玩 推荐木乃伊,澳大利亚,2023-09-30 13:39:18
USS,黄桃酱,5.0,虽然有点小，不过可玩性还不错，适合家庭游。,新加坡,2023-09-30 07:51:48
USS,黄桃酱,5.0,提前入园还是不错的，9:15左右就进园了，虽然开放区域有限，不过确实节省很多时间。全部区域开放后直接去变形金刚排队，人少至少可以玩2次。有速通票可以再玩一次，很棒的视觉效果。,新加坡,2023-09-30 07:50:37
USS,_WeCh****896473,4.7,客流量小，体验好。,北京,2023-09-30 04:11:35
USS,kel****wy,4.0,暑期去的新加坡，环球影城比较mini 一天就能刷完，不需要买快速通，基本没有什么需要排队的，就是天气比较热 还是需要一些体力的，,江西,2023-09-29 13:36:09
USS,严筠,5.0,好用！不用换票，直接用二维码入园。基本不用排队 和家人一起玩得很开心！  旺季记得早点到，不用买提前入园，基本十点就能进了,中国香港,2023-09-29 06:02:39
USS,M29****8322,5.0,新加坡环球影城，绝对不虚此行，环球影城现在10:00开门，我们大约10:15入园，因为买了单次速通票，所以入园之后优先去排队速通票不支持的几个项目。通过环球APP，也可以看到各个项目排队的情况。 第一个寻宝奇兵不排队，真的很无聊，如果排队时间长的话，大家可以先略过。 第二个，天幕飞行，也不支持速通票，悬空乘坐，有一个弯道很刺激。 第三个，恐龙骑士，自己可以控制上升和下降，不刺激，适合小孩玩。 第四个，激流勇进，一定要自己带一个雨衣。在里面买也很贵，如果不带雨衣的话，身上和鞋真的会湿。 第五个，穿靴子的猫，是一个天空缆车，中间有一个地方比较刺激，小孩子可以玩。 第六个是魔法转轮，一个小摩天轮，没什么意思，小孩儿可以玩。 然后园区里人就开始多了，排队时间久了，我们就开始回到入口这几个地方用速通卡。 用速通票快速通关变形金刚4D大战，然后又速通旋转飞盘，回头去看下午1点的未来水世界表演，推迟到1:45，又推迟到2:15。我用英语跟服务员一顿吵架，感觉服务太差了，好在最后成功看到，非常精彩还可以使用速通卡快速入场。 后面几个项目就不逐一介绍，很多项目进行了二刷，一直玩到5点关园，我们才出门。,新加坡,2023-09-29 05:39:50
USS,雨林鱼,4.7,地理位置很好，楼下就是公交站，入住的时候小冰箱里竟然有听上个客人喝了一半的茉莉绿茶！第二天冰箱里的饮料也没补，后面几天都补了。早餐品种不多但也够吃了。订的是超级豪华房，不知道跟豪华房的差别在哪里，总体来说性价比不错！,浙江,2023-09-29 01:17:34
USS,斯斯29,5.0,一个人去的，避开节假日高峰，没有买优速通也基本上玩了大热项目，开心。破烂英文也能在那边畅所欲玩，完全没问题。,新加坡,2023-09-27 13:26:20
USS,小熊咪,5.0,不错不错不错,上海,2023-09-27 03:56:50
USS,小熊咪,5.0,除了小没有任何毛病,上海,2023-09-27 03:56:25
USS,M34****1546,4.0,千万别在携程定了，电话联系了三遍，孩子一个病了，联系到最后来了个需要凭证，****，论搞心态携程任第二没有第一了估计,北京,2023-09-26 05:50:30
USS,117****708,5.0,小朋友比较喜欢,江苏,2023-09-26 05:04:43
USS,IceyKKK,4.0,小归小，但带娃玩不会累，个人觉得无需买快速通道票，不过也可能我们是错峰游，人并不多，买了提前入园票，大半天就刷完所有项目了，大人来玩就会略显无聊，毕竟像小黄人都还没造好，，其他几个环球影城哈利波特，马里奥都有了，新加坡环球影城连小黄人还没有,上海,2023-09-26 01:14:31
USS,M29****799,4.0,不错，就是人有点多,新加坡,2023-09-25 14:04:20
USS,ttvip,5.0,乐园不大 但是玩得挺开心,马来西亚,2023-09-25 12:08:10
USS,匿名用户,5.0,非常适合带孩子去，不过排队太花时间。我们中间出去玩了水族馆，在5点多回来玩的变形金刚和木乃伊，完全不用排队😁排队的过道还真长啊，走到头要2分钟，怪不得高峰要100分钟。合理安排行程很重要。,河南,2023-09-25 02:19:35
USS,118****822,5.0,还不错，人一般,广东,2023-09-24 05:11:27
USS,_WeCh****603139,5.0,淡季来说还算可以，没买快捷票，也能人气项目玩个遍。旺季就不好说了,广东,2023-09-23 16:26:00
USS,米米静,5.0,在携程定很放心也很靠谱哟～买好以后打印出来在入口扫一下条码就顺利入园了！,上海,2023-09-23 08:13:18
USS,woxiangma10,5.0,很不错，预订顺利,上海,2023-09-23 06:10:49
USS,woxiangma10,5.0,还挺好玩的，就是有点热,上海,2023-09-23 06:07:53
USS,匿名用户,5.0,体验超好！还会再去！,江苏,2023-09-22 23:10:08
USS,M49****1003,5.0,园区比北京小，在北京没玩的都玩了，弥补了遗憾，排队基本都没超过15分钟,新加坡,2023-09-22 12:21:27
USS,M49****1003,5.0,比北京的小，非周末，没买优速通排队都没超过15分钟，在北京没玩的都弥补了！,新加坡,2023-09-22 12:08:27
USS,IceyKKK,5.0,乐园很小，买提前入园票就够了，大半天就能刷完所有项目，带娃玩足够了,广东,2023-09-21 13:42:19
USS,_WeCh****25688,5.0,提前入园一定要10点40前使用，否则就只能11点跟大家一起进了,中国香港,2023-09-21 13:05:06
USS,匿名用户,5.0,购买挺方便，但是出票是一张张的，现场需要一张张的刷新扫码，加上环球影城门口信号不太好，所以入园用了挺久，不太方便，希望能改进,中国香港,2023-09-21 13:04:13
USS,豆喵喵喵,5.0,非常开心玩的,上海,2023-09-21 05:13:31
USS,豆喵喵喵,5.0,玩得非常开心,上海,2023-09-21 05:13:02
USS,M26****2653,4.0,马马虎虎，不大,广东,2023-09-21 03:03:44
USS,哈喽暖心,5.0,体验感很好,江苏,2023-09-21 00:54:10
USS,哈喽暖心,5.0,很小的环球影城，体验感很好。,江苏,2023-09-21 00:52:02
USS,匿名用户,3.3,只针对提前入园，十点十五进去以后，发现只开放很小的区域，也没有动画角色出来提前拍照，也不能提前玩项目，淡季真的千万别买，进去啊好无聊，堪比坐牢捏( ´▽｀),广东,2023-09-20 16:22:25
USS,匿名用户,3.0,提前入园只开放很小的区域，也没有动画角色出来提前拍照，也不能提前玩项目，淡季真的千万别买，进去啊好无聊，堪比坐牢捏( ´▽｀),广东,2023-09-20 16:21:46
USS,几只杨,5.0,非常快乐非常多元化的环球影城，可以尽情拍拍拍，排队长一些，但是非常沉浸式的，很好的一次体验，家人朋友情侣攻略地，快乐的一天，都是乘坐专程车去环球和离开环球,云南,2023-09-20 09:00:17
USS,匿名用户,4.0,下雨了 排了好久的队最后没坐上有点遗憾,新加坡,2023-09-19 17:05:23
USS,bobo cham,4.0,说实在体验感一开始就很不好，一开始没有留意提早入园票写的是10:15-10.40入园，看小*书说11点前入园就可以，结果我们10:40进去的时候，工作人员就不给我进去了，说10:40就不可以进，那我也是10:40来的啊！然后好吧等到11点进去的时候，碼刷了半天都刷不了，说我刷的是提前入园碼，现在不可以提前入园了，要刷其他碼，结果别人都进去了我还没刷上！然后！园区是真的很小。我去的时候不怎么排队，一路下来全部项目刷完是用了4个小时不到，中间我还去吃了个饭。服务大体上是很好，那个检票人员真的很死板,中国香港,2023-09-19 13:16:08
USS,_WB1****4774,5.0,我们没买优速通，儿子身高不到120cm，除了木乃伊和太空堡垒双轨过山车，其他项目都能玩，通常入园以后，大部分人都是逆时针走，优先排大过山车，我们顺时针走，先去了☑️小龙飞行☑️鞋猫剑客历险记☑️侏罗纪漂流，这三个项目去了就玩，一点儿也没排队，接下来☑️天幕飞行，排队10分钟。三个小过山车对我来说还是挺刺激的，漂流需要存包，怕淋湿的最好自带雨衣，最后一下会被泼到水。         接下来安排了☑️Donkey show和☑️史瑞克4D电影，在这期间老妈一个人去了☑️木乃伊复仇记，她排的是单人队伍，基本上进去就玩，居然没等太久！据她反馈，这个项目体验到黑暗中的失重，加倍刺激…… ☑️夺宝奇兵，排队很长，抱了很大的期望，结果也太幼稚了，坐着吉普车绕了一圈，有点后悔排了二十多分钟…… ☑️斯皮尔伯格电影特效，没有排队，随着一声action，一场飓风侵袭城市的剧目上演，全程还是很精彩的。 ☑️芝麻街，排队最久的一个项目，室内坐车看芝麻街卡通人物，造景挺可爱的，让人眼眼花缭乱。 ☑️变形金刚3D，下午差不多4点过快5点进去排，也就排了十分钟左右吧，之前在方特玩过类似的项目，但是这个效果更绝。,四川,2023-09-19 01:47:19
USS,严筠,5.0,25-5方便易用 我在商店用这个券 买了无牙仔玩偶 省几块也好,新加坡,2023-09-18 14:12:48
USS,M16****328,5.0,特别👌🏻,北京,2023-09-17 12:55:07
USS,M16****328,5.0,非常幸运，没买优速通，也都玩了一遍,北京,2023-09-17 12:54:31
USS,M54****6294,2.3,全都维修，要么就坏，没啥乐趣。,北京,2023-09-17 05:55:36
USS,klxbe888,5.0,新加坡环球影城很好玩,上海,2023-09-16 12:18:39
USS,清风朗月01,5.0,很好玩的地方,四川,2023-09-16 10:30:07
USS,_WeCh****283513,5.0,很值得去，玩完环球去**楼下坐免费黄巴去圣淘沙看天使之翼，再坐免费捷运出来，时间安排刚刚好,中国香港,2023-09-16 03:00:47
USS,che****ffee,5.0,乐园虽小但是也很好玩,上海,2023-09-15 13:42:28
USS,_WeCh****975956,5.0,好玩，项目多,新加坡,2023-09-15 01:41:39
USS,晴川沥沥汉阳,5.0,【景色】比较热 【趣味】好玩 【性价比】很不错,四川,2023-09-14 23:47:02
USS,M59****968,3.0,价格贵，人多，天气热，也没有什么可以玩的。去第二次了，这次带家人去还是一样，大人小孩都不怎么喜欢玩，可能没有那个情节。园内吃的喝的都贵。除了有时候路演可以看一看，大部份时间都躲着太阳。,云南,2023-09-14 18:11:17
USS,丁丁猫,3.3,乐园太小了,重庆,2023-09-14 07:12:54
USS,M36****99,5.0,确实很好玩。 相当不错的体验。,广东,2023-09-14 00:56:04
USS,203****500,4.7,好好好好好好,辽宁,2023-09-13 22:25:00
USS,118****941,5.0,很值得去玩,福建,2023-09-13 06:19:35
USS,匿名用户,4.3,不得不说比其他地方的环球小很多诶 但是是一点进去就不用排队 玩了好几趟侏罗纪哈哈哈哈哈 总而言之 还行 除了小 都挺好的,新加坡,2023-09-13 00:54:53
USS,_WeCh****85329,5.0,Zhuddyh,新加坡,2023-09-12 14:01:42
USS,匿名用户,5.0,…fijvdfj,新加坡,2023-09-12 14:01:26
USS,雨追的人,5.0,小而精，好多人，但是很好玩，希望能再去一趟，还是喜欢玩里面很多项目，转盘、小朋友很喜欢这个，在里面玩的非常开心快乐哈哈哈哈。,北京,2023-09-12 07:27:16
USS,Selian-123456,5.0,【趣味】很好 【性价比】很好 【景色】很好,北京,2023-09-11 10:58:25
USS,匿名用户,5.0,值得一去的地方,广东,2023-09-11 08:56:36
USS,M53****264,5.0,园区很小，推荐买优先票，过山车，变形金刚几个排队人多的可以省去很多时间，能有更多时间去转其他地方,陕西,2023-09-10 08:50:25
USS,匿名用户,5.0,好玩，想玩的项目都玩了，人不算多，推荐，有机会还会再去玩一次,上海,2023-09-09 14:52:39
USS,匿名用户,5.0,很开心，非常满意！国内环球影城人山人海，坡县基本不需要排队，4小时全通关！,江苏,2023-09-09 12:26:18
USS,334小小马妈妈,5.0,惊险刺激的娱乐项目居多，个人觉得比迪士尼好玩,辽宁,2023-09-09 02:42:01
USS,_WeCh****247061,5.0,不错.就是有点远,湖北,2023-09-08 23:17:10
USS,leeseabird,5.0,人比其他的环球影城人少玩的也很劲幸,江苏,2023-09-08 14:42:27
USS,匿名用户,4.7,新加坡环球影城虽然不大，但各个游玩主题间距离较近，无需走很多路，因此不累。且非节假日时间，人不多，变形金刚等热门项目只要排半小时左右，推荐初次尝试环球影城的游客选择新加坡环球影城。,上海,2023-09-08 12:18:18
USS,甜涯咫尺,4.3,还可以吧，设施有点老旧。整体不如大阪的环球影城。,上海,2023-09-08 10:53:56
USS,匿名用户,5.0,买了提前入园进去的，当天人不是特别多，想玩的都玩了，喜欢的项目也二刷了。最喜欢木乃伊过山车，变形金刚时间还蛮长的值得一看，侏罗纪漂流普普通通，有概率被淋湿记得买雨衣或者穿速干的衣服，未来水世界的表演值得看。双轨过山车只坐了红色的，看着吓人但实际速度不是特别快，有失重感但是能接受，安全带裹得紧紧的很有安全感。灰色的有360度翻转没敢坐，速度和红色应该差不多，两车一起出发的时候很带感。中途可以出园到附近的马来西亚美食街用餐，明年要开小黄人，期待一下。,上海,2023-09-08 10:16:52
USS,M48****0158,4.3,相对北京的人少一点，古埃及园区和侏罗纪园区还挺漂亮的。显示的排队时间其实不太准，木乃伊复仇记现实60分钟其实一直在10分钟左右就能坐上，害得我一直以为时间太长没去排,山东,2023-09-08 01:55:24
USS,匿名用户,5.0,提前入园真的很香，可以先熟悉一下园区拍拍照，再提前到游乐项目前排队，抵得上一张单次fp了。不过也不用太早到，因为游乐项目正式开始还是11点，我那天大概是10:55开始放人先去玩了变形金刚，然后立马再去刷木乃伊，基本上上午就能把热门的几个大项刷完。当天人不多的话还能二刷喜欢的项目。,上海,2023-09-07 12:56:03
USS,Deni_wen,5.0,这个地方不错，小孩子非常喜欢，也好玩，只是排队时间长。,广东,2023-09-07 10:31:38
USS,匿名用户,5.0,可以下载一个 新加坡 环球影城APP 可以看地图，也方便知道每个项目的排队时间  进门后一定先从左边的项目开始玩 先把左边的玩了，再去右边 右边属于比较热门的项目，排队时间会比较长,上海,2023-09-06 08:59:05
USS,138****5906,3.0,太小了，和咱们北京的比起来完全不是一个档次……圣淘沙也不是以前的体验，自然景观少了很多，慢慢的人造街景。不太喜欢。,北京,2023-09-06 07:16:42
USS,133****3415,2.3,影城缺少专业医护，小朋友园内受伤处理简单，人性化的关爱不够，感觉比迪斯尼差很多。,上海,2023-09-05 13:20:51
USS,清水阳,5.0,环球影城值得去！工作日去的，今天环球影城人特别少。过山车项目刷了几次！不怎么需要排队！携程价格优惠，电子票直接扫码进入特别方便！赞赞！,新加坡,2023-09-05 10:06:19
USS,老冬寒,5.0,体验一次特别旅游,中国香港,2023-09-05 06:29:38
USS,M43****044,4.3,总体比较小，但是人流量也小，花了半天时间全部打卡完成，有喜欢的还可以二刷，不怎么排队也太香了，强烈推荐木乃伊 项目的体验！,广东,2023-09-05 06:26:41
USS,孙先生ronaldsun1207,5.0,平时自己很少来这里，外地朋友来了可以带他们过来体验一下，很多外地人都是慕名而来，非常好的购物选择值得推荐一下，希望能有更多,北京,2023-09-05 00:19:16
USS,Mikhail Misha,5.0,全世界有好几个环球影城，最著名的是美国加利福利亚州洛杉矶的环球影城，好莱坞的光环笼罩着它，但是新加坡圣淘沙岛上的环球影城，一点也不比好莱坞的那个环球影城差啊，点赞！,贵州,2023-09-04 15:29:20
USS,匿名用户,5.0,很小 小黄人乐园在装修 玩了半天就出来了,北京,2023-09-04 14:57:10
USS,手心的小太阳,5.0,新加坡环球影城，可以用一句“麻雀虽小，五脏俱全”来形容！整体感受下来，变形金刚区域，侏罗纪区域和北京环球影城几乎相同！值得打卡的就是埃及区域的木乃伊过山车🎢，这个项目，个人认为是整个园区里，最值得体验的！,新加坡,2023-09-04 14:06:18
USS,lin****ro,4.7,作为亲子游必去项目，新加坡的环球虽然小，还是值得去嗨玩一下的。很早团了不限次数的快速通，虽然携程比KLOOK加贵了不少，但是，有了快速通还是可以畅玩自己喜欢的。因为出国行时间就是金钱，所以，还是选择花了高价买了无限次。孩子们超值，刷了二十次神龙飞车。玩人类战队机械战队不用排队的感觉真的爽。但是，没想到木乃伊复仇竟然没有多少人玩，从下午开始排队也就5分钟，我感觉我的无限次没什么用武之地。所以只刷了三次。其他项目也蛮好玩，就不赘述了。然后，再吐槽一下新加坡环球关门时间实在是太早了，可能由于天气太热的原因，演职和工作人员也都不容易。我很遗憾没有排到跟汽车人合影拍照📷。还有侏罗纪的漂流真的太爽了。最后那一下值得连刷三次。到后面连快速通都要排队半小时，可见大家都爱。记得一定要穿拖鞋或速干凉鞋，旅游鞋一定会湿透(*^^*)。我就不得不买了一双🩴，花了120大洋。还得全程背着湿鞋子😂。商店里的好时巧克力真的太太划算，像MM豆一样可以自己往下漏，漏了一袋子，人民币就一百多。环球的周边设计得比较一般，没有什么购买欲望。乐园里的水世界演出还是非常棒的！给演职人员👍！,上海,2023-09-04 13:11:42
USS,匿名用户,5.0,虽然当天下雨，但也不影响游玩，第一次在雨中玩过山车更刺激，力推木乃伊个人认为是所有项目里面最好玩的了！但…热狗为什么没有番茄酱和芥末酱只有甜辣酱？？？！！！,福建,2023-09-04 09:28:28
USS,周4王木木,3.7,游戏有点太少了（也有维修的因素:)……国内很多游乐场吊打，感觉除非特别喜欢某些卡通人物的人，其他人不用来。,北京,2023-09-04 02:10:25
USS,m16****229,5.0,体验感极好,广东,2023-09-03 23:56:58
USS,jiongj,5.0,圣淘沙上的环球影城，规模不大，但项目繁多，是儿童喜欢的地方,云南,2023-09-03 11:41:25
USS,186****3466,4.7,棒！非常推荐！,浙江,2023-09-03 11:33:44
USS,torinoyu,4.0,新加坡环球影城 虽然没有哈利波特 但其他项目可玩性依然很棒 特别是变形金刚的太空堡垒机械战队和3D对决之终极战斗 惊险刺激 特效出众 好不过瘾 整体人流量也不是特别大 如果安排得当 全部体验也不是不可能 餐饮同样丰富 再怎么玩也不会饿到,天津,2023-09-03 09:32:26
USS,sheney,5.0,现场购票82新加坡元，手机预订方便，相当于汇率4.78，还不错,上海,2023-09-03 07:55:46
USS,miffy菲菲,5.0,新加坡的环球确实不大，适合我们这种不太愿意跑的人，一天的时间足够玩下来。所以没买快通，慢慢排队，除了埃及的那个说恐怖没敢玩，还有过山车，其他基本体验了。,江苏,2023-09-02 14:47:04
USS,M47****0314,5.0,必须打卡的景点很适合亲子游,辽宁,2023-09-02 14:44:52
USS,M47****0314,5.0,一定要带孩子去，很好,辽宁,2023-09-02 14:40:43
USS,_WeCh****480916,5.0,人很多，有几个点不开的，一个小时一个项目,广东,2023-09-02 13:27:58
USS,玩童无界行者无疆,5.0,虽然新加坡的环球影城在世界上算较迷你的，但也十分赞，再圣淘沙岛上，附近的名胜世界酒店徒步几百米就到了，对于家有变形金刚迷孩子而言，绝对是亲子行的宝地。,广东,2023-09-02 12:58:43
USS,hazelfan,5.0,虽然小，但是也值得点赞。没有哈利波特，也玩得很开心。就是关园时间早了点。过山车很刺激。激流勇进很好玩，木乃伊值得一去。很不错,上海,2023-09-02 10:25:02
USS,匿名用户,5.0,好玩，虽然很小，但是也玩的很开心，值得一去，值得一去。值得一去。值得一去，值得一去。值得一去，值得一去。值得一去。值得一去。,上海,2023-09-02 05:37:55
USS,queenylj,5.0,直接刷票入园，很方便,新加坡,2023-09-01 17:42:43
USS,喵了个咪,5.0,非常方便快捷，园区工作人员很热情，服务很好。,广东,2023-09-01 04:52:17
USS,匿名用户,5.0,很好玩 取票很方便 排队长度也还行,辽宁,2023-09-01 03:22:31
USS,玩童无界行者无疆,5.0,新加坡环球影城在圣淘沙岛上，适合全龄旅行家庭欢聚，选住不远的名胜世界酒店挺方便哒！,广东,2023-09-01 03:19:01
USS,nzbob,5.0,快速票很管用，园区内玩得很爽，可惜了大黄蜂没开。,福建,2023-08-31 23:44:53
USS,nzbob,5.0,打印出来秒入园，快速票很管用，好评。,福建,2023-08-31 23:44:04
USS,_WeCh****86434,5.0,很好，很适合带家人和朋友小朋友一起去玩,陕西,2023-08-31 16:45:19
USS,匿名用户,5.0,八月末人少,新加坡,2023-08-31 16:33:13
USS,135****4719,4.7,新加坡环球影城适合家长带小朋友们前去游玩。,广东,2023-08-31 15:11:54
USS,186****1440,3.3,第二次来 很小 很旧了 好多区域在装修 商店里的东西都不是很有意思 不会再去了,浙江,2023-08-31 15:02:29
USS,Chloe X F,5.0,比北京的小 但是景致很好。带点吃的比较方便。傍晚🌆景色好。,北京,2023-08-31 09:44:34
USS,Lucassssss,4.0,中规中矩，营业时间比较短，几个项目故障等了好久,浙江,2023-08-31 04:16:06
USS,匿名用户,5.0,值得购买，很方便,山东,2023-08-30 08:40:11
USS,M15****195,5.0,新加坡环影很小，刺激项目不多，很适合我家5岁宝宝，给热情的工作人员👍很喜欢小黄人，可惜小黄人乐园24年才开,广东,2023-08-30 08:23:22
USS,行者端,5.0,优质的地方 优质的享乐,宁夏,2023-08-29 12:36:15
USS,匿名用户,5.0,环球影城整体来说还是最适合大人玩，我们买了快速票，把想玩的基本都体验了一次。话说回来，只要小朋友能玩得开心，此行还是算圆满了,江西,2023-08-29 06:02:27
USS,四处游玩的江生,5.0,很多的设施都在维修关闭，但是还是一个不错的体验。,广东,2023-08-29 05:05:25
USS,四处游玩的江生,5.0,牛*好吧，下次再来我还会再来的小黄人去2024年就开了,广东,2023-08-29 05:04:20
USS,M57****431,5.0,非常好 下次还买,浙江,2023-08-29 03:43:33
USS,匿名用户,5.0,比北京好多了,湖北,2023-08-28 17:02:06
USS,诺伊诺,5.0,感觉非常棒,上海,2023-08-28 10:14:56
USS,135****0096,1.0,当地紧急联系电话关机，取消没人搭理，无语了！出境游选携程需谨慎了！,河南,2023-08-28 09:23:36
USS,匿名用户,5.0,提前进园真是特别方便 看着外面黑呀呀一群人在等，提前进去就有提早30分钟游玩时间,上海,2023-08-28 06:28:47
USS,匿名用户,5.0,环球影城地方真心不大，但暑假的原因，还是排队挺多的，中午12点入园到晚上关门，侏罗纪，过山车三个项目没有玩到。其他除了小还是小,上海,2023-08-28 05:45:34
USS,诺伊诺,5.0,很好玩，孩子们都很喜欢，排队不是很久，园内餐饮选择也比较多。,江苏,2023-08-28 05:21:38
USS,M49****2744,1.0,定了票三个人的票，大人和小孩得分开买，门票需要再预约时间，小孩的预约时间成功了，大人的预约老是出问题，搞了不止二十次还是不行，跟客服沟通也是一下换一个人，最后问题也没有解决，门票还退不了，差评 差评,广东,2023-08-28 00:30:52
USS,匿名用户,3.0,门票订20号，快捷票点错预定成21号，提交就发现错误，立马联系携程客服，详细描述我不需要退票，能不能协商给我改成和门票一天，千万不要相信携程客服，一再拖延2天，答应你会和经理反馈协调，根本无用，最后还是无法更改，一点不人性化，不从实际问题出发改善协调解决，环球影城售票处购买的都可以退改，这次购票经历特别不愉快，而且很多人反馈都遇到这个问题,辽宁,2023-08-27 21:24:34
