username,rating,content,ip_address,time,Attraction
135****1312,5.0,一览整个城市繁华,上海,17/12/2023,Singapore Flyer
M30****3733,5.0,方便，验票快！,北京,26/10/2023,Singapore Flyer
MARK1972,3.0,一般吧，没有什么亮点，也没有什么大的问题，就那样吧！,新加坡,11/02/2024,Singapore Flyer
匿名用户,5.0,很棒的摩天轮,新加坡,09/12/2023,Singapore Flyer
Global Travel,5.0,感觉真不错,重庆,03/12/2023,Singapore Flyer
298****762,5.0,夜景很美！,广东,27/10/2023,Singapore Flyer
希洪吉罗德,5.0,新加坡摩天轮，可以在高空俯瞰花园城市的魅力和风景。,天津,05/09/2023,Singapore Flyer
依依不舍小香香,5.0,新加坡的摩天轮是最安全最好最大的，连我这个恐高的人都没有感觉到害怕，小孩子们就更加喜欢了，还希望多坐几次，尤其是夜间乘坐观感更美好,柬埔寨,12/08/2023,Singapore Flyer
M61****87,5.0,刚做完下来，白天基本不排队而且分家乘坐，直接包舱很爽。不能带瓶装水进去，放背包里没事，拿在手里工作人员看见了就让喝完扔掉再进,中国香港,10/08/2023,Singapore Flyer
匿名用户,4.0,Time capsule 还比较增长见识 关于SG的文化历史 也拍了不少照片。这是我们到来的第一天 所以坐上摩天轮还是比较新奇的 人也不多 相当于三个人包厢。不太满意的是一路过来指示不明显 走了很多冤枉路 最后是从一个停车场电梯找上来的。偶遇了其他也是迷路的游客。,新加坡,12/08/2023,Singapore Flyer
e_w****ui,5.0,新加坡摩天观景轮位于高楼之上。,上海,06/09/2023,Singapore Flyer
134****1097,5.0,最喜欢的就是摩天轮，很美,新加坡,04/10/2023,Singapore Flyer
M52****374,5.0,碰到新加坡国庆庆祝活动,新加坡,29/07/2023,Singapore Flyer
M31****3328,5.0,非常值得打卡的地方，最好带个好点的相机，拍夜景，俯瞰非常美,新加坡,02/09/2023,Singapore Flyer
ya****bs,4.0,坡国的摩天于市中心，视野非常好，可以将滨海湾附近的大大小小景观尽收眼底，夜景很漂亮，值得去看看,重庆,26/07/2023,Singapore Flyer
pota****o83,4.7,摩天轮每个车厢都巨宽敞，我们去的时候人少，4个人就包厢了，特别爽。上摩天轮之前的时光胶囊展览空调很冷，还很黑，娃不感兴趣，就草草走过去了，要是仔细看看应该也还行吧。,北京,03/10/2023,Singapore Flyer
平安1314999,4.0,很稳，很慢，到顶的时候景色还是不错的。刚好那天是类似国庆的日子，还看到了烟花。不错,新加坡,10/08/2023,Singapore Flyer
匿名用户,3.7,趁着太阳快落山时乘坐的摩天轮，人也比较少没那么晒，20分钟总体感觉很愉悦景色不错,上海,18/09/2023,Singapore Flyer
Deedee,5.0,sigapore flyer  和鸭子船一起买的套票 先去鸭子船 游河结束后工作人员小姐姐会给打印好的摩天轮的票 我们开始以为不用打印票的 下了鸭子船就走人 被小姐姐喊回头拿票😂😂 谢谢！ 摩天轮下午2点才开始   超大的carriage 一般安排10人左右一个车厢 空间非常大 我们车厢安排了一家5口+一对情侣+我们一家三口  大家在里面走来走去 也不会显得拥挤 白天新加坡的景色也是很让人心旷神怡,中国澳门,11/04/2023,Singapore Flyer
320****969,5.0,特别好，风景超级美！原相机直接出片，去的时候人不多，单独乘坐孩子玩的很开心。,山西,19/10/2023,Singapore Flyer
_WeCh****521674,4.3,值得一去的摩天轮，拥有世界之最，虽不是世界最高的，但也是前几了，能一览新加坡,广东,04/10/2023,Singapore Flyer
灵灵的老爷子,4.3,玩的挺开心，老婆很喜欢，看看也不错,北京,01/08/2023,Singapore Flyer
M54****177,5.0,很棒，视野正好可以看到最美的风景,江苏,28/08/2023,Singapore Flyer
米米米豆,5.0,晚上去的，世界第二大摩天轮，能看到三个国家，大晚上也分辨不清楚都是哪里,陕西,02/10/2023,Singapore Flyer
匿名用户,5.0,乘坐效果很好，能看到新加坡的夜景，我很喜欢，速度不快，对恐高者很友好,新加坡,19/08/2023,Singapore Flyer
JIYACHUN,5.0,非常很好，又大又稳，可以随意走动、拍照。景观全面！赠送的参观可以略过,江苏,17/08/2023,Singapore Flyer
210****008,4.3,摩天轮还是不错的，看到整个新加坡，做一次还是不错的，第二次就没意思了,新加坡,30/07/2023,Singapore Flyer
M25****790,4.0,价格不便宜，但在新加坡也不算贵，可以晚上来，凉快，而且夜景比较好看,新加坡,25/08/2023,Singapore Flyer
喜欢猫的虎,5.0,新加坡摩天轮的高度约为165米，相等于42层楼，是亚洲目前最高的摩天轮。 28个安装了空调的座舱可以分别容纳28名乘客，也可以包厢独自与情侣享用摩天轮的丰盛餐点。 旋转一周约用30分钟时间，不仅能够360°鸟瞰新加坡的城市景观，还可以远眺直到约45公里外的景色。 大楼中庭还有一座郁郁葱葱的热带雨林，雨林内的瀑布、小溪、岩石堆等绘成一幅幅供摄影的如画景观。,上海,30/06/2023,Singapore Flyer
135****1841,4.7,看夜景挺美的,广东,29/08/2023,Singapore Flyer
134****5508,5.0,孩子说很值,新加坡,12/08/2023,Singapore Flyer
vevan,5.0,简单方便的,广东,11/08/2023,Singapore Flyer
匿名用户,5.0,摩天轮上面的夜景真的非常美，大家一定要去看！！！,浙江,23/08/2023,Singapore Flyer
匿名用户,5.0,晚上坐上摩天轮俯瞰整个新加坡夜景美美哒！,广东,15/10/2023,Singapore Flyer
极光小鲸,5.0,座落于新加坡河畔，可以远眺滨海艺术中心、滨海湾金沙酒店、F1新加坡站赛道、科学艺术博物馆等等，此外，还能远眺直到约45公里外的景色，包括印度尼西亚的巴淡岛、民丹岛，以及马来西亚的柔佛州。摩天轮上升速度非常平缓，并不会有畏惧感，旋转一周大约耗时三十分钟。摩天轮下还有“新加坡路边摊”，这个拥有超过800个座位的食阁，以20世纪60年代为主题装潢布置，让人仿佛进入了时光隧道。白天去和晚上去看到的是不一样的风景体验。,上海,15/05/2023,Singapore Flyer
小花牛牛808,4.0,夜幕下不同角度的摩天轮🎡  如果玩儿过🎢云霄飞车和缆车🚡，俯瞰过灯火辉煌的海面和深不可测的崇山峻岭，恐怕灯红酒绿的市区景色就难以挑起你“上天”的兴致。  于是，在徒步逛公园的路上，不同角度拍下了不同颜色灯光下点缀的摩天轮。  有句话说的好：你在摩天轮上鸟瞰蚁人，我在陆地上仰视你😬。,北京,22/03/2023,Singapore Flyer
匿名用户,5.0,直接出示手机二维码就能进去了，挺方便的,上海,02/10/2023,Singapore Flyer
匿名用户,5.0,非常nice的体验之旅！,中国香港,13/10/2023,Singapore Flyer
红豆冰绿豆冰,5.0,值得，非常好，下次还来,广东,20/09/2023,Singapore Flyer
匿名用户,5.0,上面的夜景真的非常美！,浙江,23/08/2023,Singapore Flyer
M39****4828,5.0,值得去，美好的回忆。,四川,18/08/2023,Singapore Flyer
M59****710,5.0,赶上国庆烟花秀，超值,浙江,16/08/2023,Singapore Flyer
_WeCh****11117,5.0,全程大概30分钟，转一圈，感觉过的很快。我们去的那天还赶上下边的坦克展览，还刚刚好赶上了烟花，景色特别棒！里边的空间比较大，大家都在合影拍照。我们是晚上去的没那么热，估计白天去的话应该会晒的很热，尽管里边有空调,广东,01/02/2023,Singapore Flyer
匿名用户,5.0,非常适合大家一起玩,泰国,25/09/2023,Singapore Flyer
M57****431,5.0,非常的好 下次还买,浙江,29/08/2023,Singapore Flyer
121****908,5.0,天气好上去更好看,浙江,19/08/2023,Singapore Flyer
伯茲维尔班固,5.0,携程服务还是无敌,黑龙江,18/08/2023,Singapore Flyer
majury,5.0,夜景超级棒！！,北京,13/08/2023,Singapore Flyer
M56****5850,5.0,特别好，风景好,新加坡,11/08/2023,Singapore Flyer
M66****14,5.0,好好好好好好好,北京,05/08/2023,Singapore Flyer
M49****356,5.0,非常慢  观景不错,江苏,26/07/2023,Singapore Flyer
M66****14,4.3,夜色很美。。,北京,05/08/2023,Singapore Flyer
M47****0314,5.0,体验感非常好,河南,28/07/2023,Singapore Flyer
M28****588,5.0,真的很不错,中国香港,13/10/2023,Singapore Flyer
M28****588,5.0,不错的选择,中国香港,13/10/2023,Singapore Flyer
caisi,5.0,很好很及时,辽宁,13/09/2023,Singapore Flyer
M19****460,5.0,好好好好好,广东,25/08/2023,Singapore Flyer
匿名用户,5.0,很棒的体验,江苏,24/08/2023,Singapore Flyer
匿名用户,5.0,體驗很讚！,四川,22/08/2023,Singapore Flyer
匿名用户,5.0,好 非常好看,浙江,14/08/2023,Singapore Flyer
dI_Ib,5.0,很美的景点,山东,07/08/2023,Singapore Flyer
M15****525,5.0,在携程的价格比现场优惠，新加坡夜景很美,广东,25/06/2023,Singapore Flyer
320****863,4.7,亚洲第一摩天轮🎡不错！可以俯瞰新加坡远眺马来柔佛部分印尼🇮🇩岛屿，清楚看到马六甲海峡和鱼尾狮公园以及很多新加坡地标！,新加坡,17/07/2023,Singapore Flyer
138****5506,5.0,新加坡必打卡点之一，而且是一家人坐一个摩天轮🎡真的很舒适很惬意，能看到整个新加坡滨海湾的景色，很美！小孩和老人都很开心！,安徽,17/05/2023,Singapore Flyer
ruby0730,5.0,有带饮品的缆车箱，晚上还有可以吃饭的缆车箱，这个觉得都挺好。虽然没时间没试。但是应该很不错。,江苏,14/05/2023,Singapore Flyer
_WeCh****628806,4.7,flyer的服务是绝对没话说la，仔细周到及时，又感觉轻松亲切。  在flyer里面看外面的话，繁华尽收眼底，现代化都市的标配。  可以在flyer里走动，随处取景拍照，不太敢走到玻璃窗太贴近的地方，那么高，还是有点害怕滴,新加坡,17/07/2023,Singapore Flyer
M14****550,5.0,晚上去坐的，现场临时买的票，排队不长； 看看新加坡的夜景，真的太美了。 带孩子去坐的，俯瞰新加坡，能看到鱼尾狮，金沙等等,江苏,20/07/2023,Singapore Flyer
HS720,5.0,下午携程网上购票，五秒出电子票。看了时光穿梭 ，很好玩儿，不错的体验。天快黑时登上摩天轮，可以坐15人，宽敞还可以自由走动，美景尽收眼底。开心愉悦的体验。,天津,30/06/2023,Singapore Flyer
_M15****9727,5.0,这种形式对餐饮的要求不能太高，但也过得去，尤其甜品意外好吃。环境和服务都不错，许久未见的朋友一起聊聊天，看看夜景，总共大概一小时，也是个不错的选择。,马来西亚,11/06/2023,Singapore Flyer
゛无名小姐💙,5.0,很不错的体验！夜晚看到的灯火辉煌的新加坡🇸🇬,中国澳门,22/06/2023,Singapore Flyer
新加坡旅行者,5.0,【景色】新加坡摩天轮景色宜人，是到新加坡旅游的时候打卡胜地，在摩天轮上可以俯瞰整个新加坡滨海湾的景色。 【趣味】非常值得游览观光。 【性价比】性价比超高。,上海,30/04/2023,Singapore Flyer
糖糖ttttt,5.0,景色超棒，一家人玩得很开心！,新加坡,08/07/2023,Singapore Flyer
新加坡旅行者,5.0,【景色】新加坡摩天观景轮可以俯瞰整个滨海地区的美丽风景，是来新加坡旅游的时候打卡胜地。 【趣味】非常值得游览观光。 【性价比】性价比超高。,北京,29/01/2023,Singapore Flyer
M27****3996,5.0,还不错😊,新加坡,11/07/2023,Singapore Flyer
尹太太,5.0,晚上有夜景,新加坡,05/07/2023,Singapore Flyer
M42****7291,4.7,亚洲第一高的摩天轮，到了最高点还是很震撼的，繁忙的港口、近在眼前的金沙酒店、碰到暴雨天，还能看到这边晴空万里，远处市中心乌云密布,上海,08/05/2023,Singapore Flyer
waterring,4.0,摩天轮转一圈半个小时，能饱览新加坡繁华璀璨夜景，看车水马龙流光溢彩，夜间霓虹斑斓，更显时尚摩登都市气息。 小孩子会很喜欢。,马来西亚,27/04/2023,Singapore Flyer
SISISIY,5.0,全世界现在是排名第三高的摩天轮🎡，每个仓可以坐28人，有28个观景仓，绕一圈需要38分钟，所以非常值得上去看看风景的,新加坡,26/02/2023,Singapore Flyer
ya****bs,5.0,坡国滨海花园附近的摩天轮很值得去坐坐，内部环境很好，还有些类似包间的单独场景布置，配上美美的夜景灯光，感觉表太好了,重庆,25/04/2023,Singapore Flyer
jasonhuilee,4.0,可以看到滨海湾全貌，金沙、鱼尾狮都可以看到，推荐晚上去看夜景,上海,07/04/2023,Singapore Flyer
_WeCh****817432,5.0,缆车里面也有空调哦，内部空间很大 ，挺舒适滴,新加坡,18/07/2023,Singapore Flyer
茉茉无香,5.0,世界第三大摩天轮，景色很美，里面空间很大，空调很凉快。带孩子和老人的值得一去。携程购票很方便，扫二维码直接进入。满意的。,福建,20/07/2023,Singapore Flyer
d47****95,3.7,时光之旅和摩天轮是连在一起的，参观完时光之旅然后就是接着看摩天轮，时光之旅还是可以看看，摩天轮一圈半个小时，空调比较足，看着还是不错，没体验过可以试试，如果坐过更好的摩天轮，那就白云再尝试了。时光之旅就是介绍新加坡的一些历史，一般般。本次是带老人和小孩一起去看的,新加坡,05/04/2023,Singapore Flyer
loveyuki,5.0,在接待室，全程有小姐姐带领，优先登舱绝佳，不用排队，最关键是包舱，另一边通道进入特殊的舱，鸡尾酒好看味道一般，还有坚果小包，性价比很高，体验超值，夜景适合出片,上海,06/07/2023,Singapore Flyer
新加坡旅行者,5.0,【景色】新加坡摩天轮是新加坡地标建筑之一，是来新加坡旅游必打卡景点。在摩天轮上观景，可以俯瞰新加坡海湾秀丽风光。 【趣味】非常值得游览胜地。 【性价比】性价比超高。,,20/04/2022,Singapore Flyer
希洪吉罗德,5.0,坐上观景摩天轮，花园城市尽收眼底，漂亮的地方，还会再来的。,天津,04/06/2023,Singapore Flyer
希洪吉罗德,5.0,这个摩天轮🎡太漂亮了，可以俯瞰整个金海湾，那是太美了。,天津,03/03/2023,Singapore Flyer
由我决定,5.0,很值得体验的游乐项目，从高空俯瞰滨海湾，真的是美不胜收,北京,17/02/2023,Singapore Flyer
Helen,5.0,在摩天轮🎡上欣赏滨海湾美景是最佳选择，白天和晚上可以欣赏到不一样的风光，金沙酒店白天晚上都是那样迷人，晚上可以看到灯光秀。,北京,30/06/2023,Singapore Flyer
ya****bs,4.0,坡国的摩天轮值得一试，一圈下来半小时，全城主要地区景色也能尽收眼底，配合观景轮内的自动视频讲解，环境和效果都不错，夜景更赞,重庆,24/01/2023,Singapore Flyer
A百草园,5.0,预订时只有三个入场时段可选，但我提前到了，前台说可以安排入场。鸡尾酒会在进入摩天轮座舱时奉上，运气不错一人独享整个座舱。,新加坡,10/12/2022,Singapore Flyer
e_w****ui,5.0,摩天观景轮是新加坡旅游的必去景点之一。,上海,30/05/2023,Singapore Flyer
坏熊,5.0,景观很好，服务周到，满意的一次活动。,上海,29/06/2023,Singapore Flyer
M29****8551,5.0,新加坡摩天观景轮，是当地的景观风景,上海,16/06/2023,Singapore Flyer
廷巴克图,5.0,还不错，看完灯光秀走走过去半小时，,浙江,13/06/2023,Singapore Flyer
由我决定,5.0,很值得体验的好地方，非常喜欢新加坡,北京,18/05/2023,Singapore Flyer
谁都没有我幸运,5.0,新加坡之眼太棒了，非常喜欢 哈哈哈,上海,06/06/2023,Singapore Flyer
ya****bs,5.0,坡国市中心的摩天轮还不比较值得去坐一坐的，一圈下来半小时光景，视野非常好，几乎把当地的景色一览无遗，而且晚上的夜景又是另一番非常不一样的体验，挺不错的,,21/04/2022,Singapore Flyer
新加坡旅行者,5.0,【景色】新加坡摩天轮是东南亚最大的摩天轮，新加坡摩天轮位于鱼尾狮公园，可以俯瞰新加坡的美丽风景。 【趣味】非常值得游览观光。 【性价比】性价比超高。,河南,22/10/2022,Singapore Flyer
新加坡旅行者,5.0,【景色】新加坡摩天轮是新加坡地标建筑，在摩天轮上可以看到滨海湾的风景，非常值得游览观光。 【趣味】非常值得游览胜地。 【性价比】性价比超高。,,20/07/2022,Singapore Flyer
sisulegend,3.0,也就随便打打卡，感觉比较普通，而且对我而言速度太慢了，感觉半天不动，有点无聊。。。景色嘛，还可以吧，个人觉得不如函馆的那个百万夜景😄,新加坡,20/07/2023,Singapore Flyer
SISISIY,5.0,全世界最大的排名第二的摩天轮，有28个观景仓，每个观景仓可以坐28个人，也可以租一个观景仓开party. 又能远眺马来西亚和印尼🇮🇩,新加坡,11/11/2022,Singapore Flyer
_M15****9727,5.0,夜景好棒！,浙江,13/06/2023,Singapore Flyer
M22****9868,5.0,摩天轮挺好，带小朋友和老人一起去的，都很喜欢，摩天轮之前会看一个展览，讲新加坡历史的,江苏,17/07/2023,Singapore Flyer
SISISIY,5.0,目前是世界排名第二高的摩天轮，165米高，因为靠海边，所以刚好可以看到周边的马来西亚和印度尼西亚的岛屿,新加坡,10/08/2022,Singapore Flyer
_M13****1990,4.3,带娃打卡游，自己坐了几次了，已经无感。最高点的时候气氛不错，价格肯定是不算便宜的,江苏,12/04/2023,Singapore Flyer
🍓🍓小米🐽🐽,5.0,新加坡摩天轮是真的很值得坐一次的，我是晚上坐的，夜景很美！,新西兰,20/04/2023,Singapore Flyer
W’sTrip,5.0,新加坡摩天轮观景轮真的是不错不错不错啊,,20/06/2022,Singapore Flyer
帅帅的牛,5.0,晚上去的，人不多，单独占了个胶囊仓，体验完美，超级大型摩天轮，完美夜景。,江苏,09/05/2023,Singapore Flyer
清风圣明,5.0,很不错的体验，值得一试，风景非常的好，可以纵览新加坡上空，开心😃,新加坡,13/06/2023,Singapore Flyer
M22****7134,5.0,风景不错，夏季7点左右登上摩天轮，一半日景一半夜景，特别完美😊,新加坡,29/06/2023,Singapore Flyer
小C的大姐是小Q,5.0,太方便了，而且比当场买票便宜。直接扫码就进去了，很好很推荐,上海,31/05/2023,Singapore Flyer
南屯杜少,5.0,整体不错 可惜下着雨 看不到太阳 不过很凉爽 服务还行中英文都可以,云南,28/01/2023,Singapore Flyer
~*Smile*~,5.0,直接出示手机上的二维码就OK了。现订现用，非常方便！,马来西亚,22/06/2023,Singapore Flyer
ya****bs,4.0,新加坡的摩天轮观景台位于市中心滨海花园附近，所以位置决定了其极佳的视野，坐到高处可将坡国的各个地标景点尽收眼底，晚上的夜景配合滨海湾的灯光挺不错的,重庆,21/07/2022,Singapore Flyer
蓝莲花0829,5.0,在新加坡滨海湾，这里景色很美，周边有著名的帆船酒店，夜晚坐在摩天轮看景简直就是享受,,19/06/2022,Singapore Flyer
Openticket,4.0,看看夜景不错。网出票挺快，我们到了购票处看到在排队才临时去携程上搜了下，结果下单后秒出票，直接扫码进去，省时间，省事儿。,上海,12/11/2022,Singapore Flyer
186****6697,5.0,经历了白天到黑夜的过程，最美夕阳和夜景,广东,04/05/2023,Singapore Flyer
M42****3114,5.0,摩天轮夜景太美 刚好遇到旁边办活动放烟花,马来西亚,18/03/2023,Singapore Flyer
蓝莲花0829,5.0,滨海湾公园很醒目的景观，坐上去可以俯瞰整个滨海湾的景色，帆船酒店等，夜景很美。,湖北,23/12/2022,Singapore Flyer
花梨木,5.0,小盆友很开心,浙江,11/05/2023,Singapore Flyer
loveyuki,5.0,活动期间买一送一票，绝对超值,上海,06/07/2023,Singapore Flyer
爱吃鱼干饭的小仙女吖,5.0,这个景点很不错，非常好看，孩子很喜欢，还会再来的,马来西亚,15/09/2022,Singapore Flyer
o0唱游,5.0,位于新加坡滨海河岸的摩天观景轮高达160余米，是世界上最高的摩天轮。,海南,05/09/2022,Singapore Flyer
津霸王,5.0,新加坡旅游的必打卡景点，登上摩天观景轮，新加坡的美景和繁荣尽收眼底,江苏,09/08/2022,Singapore Flyer
匿名用户,5.0,很方便，可以直接刷码入园,中国香港,01/07/2023,Singapore Flyer
118****558,5.0,风景优美，视野开阔,上海,22/07/2023,Singapore Flyer
M23****991,5.0,看夜景必去第一站！,广东,06/06/2023,Singapore Flyer
M21****885,5.0,姑娘一个人上去的,陕西,10/07/2023,Singapore Flyer
小牛先生爱旅行,5.0,风景很美，值得,湖南,02/07/2023,Singapore Flyer
135****6437,5.0,超出预期，很棒,北京,27/06/2023,Singapore Flyer
希洪吉罗德,5.0,这个摩天轮超级大，景色也很美，金海湾公园，金莎尽收眼底,天津,03/12/2022,Singapore Flyer
_WeCh****168621,5.0,很轻松就完成,新加坡,09/07/2023,Singapore Flyer
_WeCh****275542,5.0,值得打卡一回,北京,04/05/2023,Singapore Flyer
由我决定,5.0,很不错的地方，适合带孩子一起去看看，希望疫情早日过去,北京,12/08/2022,Singapore Flyer
墨菲斯托83,5.0,还不错！！,江苏,11/07/2023,Singapore Flyer
M36****1287,5.0,景色非常好,上海,19/04/2023,Singapore Flyer
Summer00007,5.0,不错哦嘻嘻,广东,11/02/2023,Singapore Flyer
由我决定,5.0,滨海湾附近的经典景点，可以俯瞰整个滨海湾，非常喜欢,北京,16/11/2022,Singapore Flyer
希洪吉罗德,5.0,上次去新加坡的时候做过一次，花园城市尽收眼底，不错,,29/05/2022,Singapore Flyer
龙神皇陛下,5.0,可以一揽新加坡城景风光的摩天轮，比较适合拍照打卡。,,09/05/2022,Singapore Flyer
由我决定,5.0,新加坡眼，地理位置得天独厚，周边的景色秀丽宜人,,04/05/2022,Singapore Flyer
Luka1024,5.0,摩天轮永远是小孩最喜欢的游览项目之一,,26/05/2022,Singapore Flyer
E17****43,5.0,新加坡摩天观景轮还是值得一去的。,,21/05/2022,Singapore Flyer
wpplply,5.0,新加坡的标志性建筑，非常喜欢。,上海,06/12/2022,Singapore Flyer
M21****360,5.0,新加坡摩天轮，是著名景点之一。,江苏,09/09/2022,Singapore Flyer
琼山左宗棠,5.0,挺好的呀呀呀呀呀呀呀呀呀呀呀呀,,18/05/2022,Singapore Flyer
王木木,5.0,好漂亮的景色 孩子们非常喜欢的,,09/07/2022,Singapore Flyer
ya****bs,4.0,坡国的摩天观景轮位于金沙附近，视野很开阔，一圈半小时，可以尽情浏览当地美景，夜景更漂亮,重庆,23/10/2022,Singapore Flyer
蓝莲花0829,4.0,这是滨海湾公园的摩天大楼，登上可以看到整个滨海湾的全景，还有帆船酒店，好漂亮。,湖北,21/09/2022,Singapore Flyer
M10****058,1.0,携程就是垃圾！！！！我的订单扣了我的钱显示预定成功但是到了那里根本没有我的订单！！！！！骗钱的企业啊啊啊啊啊啊，打电话客服没人接听，对方也很无奈说没有订单无法准备我们的食物！！！回国后必须投诉到底，维权到底！！！！,中国香港,03/08/2023,Singapore Flyer
希洪吉罗德,5.0,物 去新加坡的时候做过一次，太美了，花园城市尽收眼底，漂亮,天津,30/08/2022,Singapore Flyer
M25****632,4.3,总体还可以,新加坡,08/07/2023,Singapore Flyer
300****109,4.0,新加坡的地标建筑之一，可以乘坐浏览城市风光。,,02/07/2022,Singapore Flyer
110****123,4.0,新加坡摩天轮里面宽敞，视野广阔。,广东,22/07/2022,Singapore Flyer
M25****790,4.0,没什么人，不需要排队，晚上去玩玩,,16/07/2022,Singapore Flyer
M25****790,4.0,性价比还可以，景色蛮好的。。。,新加坡,02/11/2022,Singapore Flyer
M14****332,5.0,夜景太美了，喜欢,新加坡,03/12/2022,Singapore Flyer
158****5631,5.0,不错不错不错,新加坡,23/01/2023,Singapore Flyer
pedestrian-lee,5.0,真的很好玩,,22/05/2022,Singapore Flyer
王子哈哈,3.7,晚上8点到，夜景很差，到处黑黑的，什么都看不到,广东,05/07/2023,Singapore Flyer
_WeCh****705549,3.7,一般般，可能晚上没啥特色,新加坡,14/06/2023,Singapore Flyer
Gloria Ryo,3.0,"那些年,很高兴一起去新加坡乘摩天轮。",,13/06/2022,Singapore Flyer
巴尔利内克司马光,5.0,携程这个票需要用确认单右上角的票号在万态的官网上预约夜间的时间，其他的不用，会生成一个二维码，入园都用它，7天内有效。河川的漂流也是在万态小程序上购买，5新，可以微信，四个动物园分3天去的，每个都用了4-5小时，很累。不过都很好玩，尤其是夜间的。,新加坡,17/02/2024,Singapore Zoo
遥遥爸爸,5.0,和国内的动物园差别就是这里的动物自由度比较高，猴子和孔雀之类的会随时出现在你面前，观光车是免费的，可以有5站可以上下站，建议带个3.5mm的耳机，观光车上可以听讲解，园内14:30和17:00各有两场不同的动物演出，园内有kfc可以解决温饱问题。,上海,03/02/2024,Singapore Zoo
·Gu·,5.0,动物园非常棒 离动物很近的感觉 在国内体验不到如此近的距离 尤其是狮子和老虎 真的很近 有点害怕 路边还窜出一只蜥蜴 体验感极佳 空气不错 走走停停 人也不多 很安静的地方 票价也不算贵 非常好,上海,17/01/2024,Singapore Zoo
lensy16,3.0,四个动物园联票优惠套餐。飞禽最近也搬到了一起，于是四个动物园就很近了，下地铁站坐动物园免费的shuttle就可以去四个动物园。 夜间动物园需要预约，我们约的第一天晚上，约晚了，只有7:15入园的了，后来发现应该早点去，7:15分其实6点多也可以入园，这样可以在天黑之前看一些动物，因为里面很大，真的天黑了啥也看不清楚。而且我们当天小火车坏了，等了很久后面放弃选择了步行，但发现里面太大了，靠走的根本走不完，还是要坐小火车，小火车虽然有讲解，但距离动物有点远，晚上也看不清，所以感觉夜间动物园有点坑。而且很多动物园其实白天也能看到，不一定是晚上出来活动的，也许只是睡得晚而已。 怕审美疲劳于是我们第一天早上去的是飞禽动物园，真的是bird paradise，最惊喜的是企鹅，里面有个很大的企鹅馆，里面的企鹅时刻准备跳水很萌。然后就是各种鹦鹉，而且因为不怕人会飞到你手上和你头上，鸟儿们在里面可真的是太快乐了。里面不大，建议可以看两个表演，都在同一个地方，不需要提前预约，看好时间提前进去可以坐好点的位子。因为我们想着到晚上去夜间动物园夜间动物园，所以在里面的星巴克吃了个晚饭。,上海,01/01/2024,Singapore Zoo
leslieboy,5.0,人流量不大，很安静，空气也很好，小火车很方便，动物也很多，讲解也很好，表演很精彩，引人入胜，声临其境，非常不错的一段旅行,浙江,18/02/2024,Singapore Zoo
匿名用户,5.0,孩子很期待去动物园，但是我们去的时间不够好，当天下雨了，以至于一个动物也没看到，建议早上去，会有很多表演，下午那里本身就很容易下午，再加上那里旁边正在搞建设，路上会比较脏,浙江,23/01/2024,Singapore Zoo
悠莜琦琦,5.0,在新加坡动物园，一直讲究的是还原动物原本的生活环境，半开放的居住方式，随手一拍都能感受到它们的生活多么惬意，打工人都慕了。,浙江,23/12/2023,Singapore Zoo
M46****3293,5.0,作为所有景区里开门时间最早的，动物园作为早上下飞机后的第一站，还算比较节省时间，不过要计划好行李问题，最好寄存在酒店，如果在景区寄存行李需要收费，一共花了26新币略贵。 园内有来自世界各地的各种各样的动物植物，虽然园区不大，但走走就很热了，可以坐一坐园区内的小火车，有四个站可上下，车上还有一些循环播放的英文介绍，讲解两边的园区。 根据时间和天气园区里的表演可能会有调整，最好提前查看规划一下路线和顺序做到一个不落全都参与一下，表演都很有意思，每个表演都会在最后强调保护环境的问题，很有教育意义。 游玩建议的话记得带雨伞防晒，吃喝可以略带一些轻便的。,北京,14/11/2023,Singapore Zoo
syrh,5.0,非常不错的旅行，在动物园里面有很多野生动物，可以直接近距离去接触动物园非常大没有玩儿完，但是感觉很开心。很遗憾没有去成夜间动物园，但是下次有机会一定来体验!,内蒙古,03/01/2024,Singapore Zoo
M26****123,5.0,植物太多了，像个植物园。动物生活环境太优越了，用植物和石子小路分隔成不同区域，与游人亲密接触。动物们就生活在大自然中，悠然自得！小火车很方便，有自带讲解，使游客既方便浏览，又获得了宝贵的知识。,新加坡,13/12/2023,Singapore Zoo
匿名用户,5.0,挺不错的，小火车其实就是电动车转运，因为集中等候排队，像个车站的操作。不过幸好门票都有这个，里面太大了。带着孩子溜达好累。动物不错,浙江,25/12/2023,Singapore Zoo
匿名用户,5.0,很有意思的一次体验，宝宝很喜欢，里面面积很大，建议轻松出游哦。防蚊要做好，提前做好攻略，里面儿童索道的工作人员很冷漠，付现金不找零，要带好零钱。,上海,02/02/2024,Singapore Zoo
