username,rating,content,time,image,UserURL,Attraction
HannahYu,5.0,圣淘沙岛一定要去哦，环球影城，海洋公园和水上世界都不错，环球影城和水上世界一定要去，很好玩，海洋公园和别的地方的差不多，时间赶可以跳过，距离很近，都挨着，在岛上住3天都能玩遍了。,02/10/2016,4,https://sg.trip.com/review/sentosa-82520-89132417?locale=en-SG,Sentosa
关裕年guanyunian,5.0,新加坡的圣淘沙岛是一个集娱乐和观光于一家的地方，在这里不仅仅可以看到美丽的大海也可以看到很多有趣的动物世界和人文景观。在这里游客有了一个舒适美丽的旅游环境。,06/08/2016,6,https://sg.trip.com/review/sentosa-82520-84316588?locale=en-SG,Sentosa
猪麻麻,5.0,去新加坡一定要去的地方 环球影城 海洋世界 好多好吃的 亚洲最大的糖果店 岛上的捷运是免费的 在岛上随便坐 每一站下来都有戏 晚上还有水幕电影 反正这个岛我只呆了2天 感觉呆少了,09/07/2016,10,https://sg.trip.com/review/sentosa-82520-83815322?locale=en-SG,Sentosa
_M1***18,5.0,坐地铁到harbour front站下来 步行过去即可 也可以坐那边的毛毛虫轻轨过去 比较适合亲子游 那边还能走到亚洲最南端小岛上去拍个照 不怕烫的同学们可以赤脚步行那个吊桥 当时我赤脚走桥时已隐约闻到烧烤的味道,26/05/2016,4,https://sg.trip.com/review/sentosa-82520-74389247?locale=en-SG,Sentosa
快乐翼点,5.0,岛上有小朋友最爱的沙滩，环球影城，海洋馆，惯性索道滑车，太空失控馆，4D电影，很多的项目一天绝对不够。小小朋友们可以选择好一些有游乐园的宾馆玩个二三天都不想回,02/02/2016,6,https://sg.trip.com/review/sentosa-82520-70529950?locale=en-SG,Sentosa
dorislee,5.0,这次在新加坡就住在圣淘沙岛上的酒店，圣淘沙应该是新加坡必到的一个旅游景点，里面有各种小景点，彼此之间有巴士连接着，按照地图可以一个个游玩，全部游完，一天的时间还很紧张。晚上可以去海边走走，很安静。,01/12/2019,8,https://sg.trip.com/review/sentosa-82520-162163765?locale=en-SG,Sentosa
M34***67,5.0,步行去圣淘沙岛的好方法，大概10-15分钟就可以到，他还带有遮蔽物，所以日照和下雨都不成问题。要到这里你可以先搭MRT到港湾站，这里是与VivoCity商场相连的，步行穿过商场就可以找到步行道。,14/09/2019,5,https://sg.trip.com/review/sentosa-82520-160923570?locale=en-SG,Sentosa
Allen Zhang SG,5.0,玩的东西挺多的，可以去蜡像馆看看，前面的主题乐园不错，另外记得买通票，一天选5个景点的，或者随便玩的，比单买票划算很多，就是岛上吃饭不方便，没有合适的中餐,14/04/2017,5,https://sg.trip.com/review/sentosa-82520-101360071?locale=en-SG,Sentosa
_We***71,5.0,很漂亮的小岛. 吃喝玩乐样样都有. 如果有时间可以住在岛上的酒店玩个一两天.,25/12/2021,0,https://sg.trip.com/review/sentosa-82520-168871847?locale=en-SG,Sentosa
乐天的静,5.0,圣淘沙岛是新加坡非常有名的的游乐场和主题公园，这里挺适合和孩子一起去，值得一去，景色很好，价格更便宜，在这里我有一处喜爱的不得了的喷泉，池塘上都是马赛克拼接的团，多年后在巴塞罗那又看见了相似。,26/01/2018,4,https://sg.trip.com/review/sentosa-82520-153023854?locale=en-SG,Sentosa
很傻的馒头,5.0,圣淘沙最让我记忆犹新的就是环球影城，娱乐设施太有意思了。尤其是过山车的刺激！还有变形金刚的4D电影！绝对要点赞！,17/11/2015,4,https://sg.trip.com/review/sentosa-82520-66236958?locale=en-SG,Sentosa
M34***07,5.0,"这真的是一次非常棒的步行之旅。能看到不同的事物，如鲜榨橙汁机，让旅途总是很有趣。装饰很漂亮，在享受氛围的同时能看到这些让人赏心悦目，比起在狭窄的铁路上,或者公共汽车或汽车，这样令人愉快多了。",14/09/2019,5,https://sg.trip.com/review/sentosa-82520-160923122?locale=en-SG,Sentosa
开拖拉机De王大壮,5.0,圣淘沙岛是新加坡本岛以外的第三大岛。现在圣淘沙是新加坡顶尖的度假胜地，也是亚洲区域首选的娱乐景点。面积大约500公顷的圣淘沙岛拥有各式各样的主题景点。,12/09/2017,10,https://sg.trip.com/review/sentosa-82520-121283000?locale=en-SG,Sentosa
Amanda66,5.0,圣淘沙岛需要预留两天的时间游玩，一天给环球影城，另外一天可以到海洋馆或者水世界玩一下，到海边的沙滩欣赏日落都是不错的选择，亚洲大陆最南端一定要去看看。,15/03/2017,7,https://sg.trip.com/review/sentosa-82520-98832887?locale=en-SG,Sentosa
_We***83,5.0,这里只去了帕拉湾，景色非常宜人，还越过索桥感受了亚洲大陆最南端的风情。海水清澈见底，游泳，嬉水都非常棒。沿途还有小孩子可以玩的嬉水泳池。大人是免费的。,29/07/2016,6,https://sg.trip.com/review/sentosa-82520-84128723?locale=en-SG,Sentosa
M37***26,5.0,岛上有一座新加坡最大的鱼尾狮像，更准确的说它其实是一座可以进入内部的塔，门票45元/人，登上37米的塔顶后就能360度眺望新加坡南部风光，值得一去！,03/03/2020,4,https://sg.trip.com/review/sentosa-82520-162944091?locale=en-SG,Sentosa
M33***59,5.0,您乘坐地铁前往圣淘沙岛附近的商场。从那里你必须找到木板路。有一次我们看到了这里，但不知道如何到达这里。一旦登上木板路，你可以漫步或走自动人行道到圣淘沙岛，那里有水族馆、环球影城和其他景点。,13/09/2019,5,https://sg.trip.com/review/sentosa-82520-160911119?locale=en-SG,Sentosa
sang_yf,5.0,岛上沙滩不错，音乐喷泉验出也很精彩，不过我们就在广场上蹭演出没有买票进去看。岛上还有很多刺激性项目，大人小孩都适合游玩的一个地方,03/11/2016,9,https://sg.trip.com/review/sentosa-82520-91012741?locale=en-SG,Sentosa
探索大自然,5.0,圣淘沙岛是新加坡著名的岛，来到新加坡，一定要去这里，里面有非常多好玩的景点。下地铁后从vivocity 跟着指示牌，我走路入岛，一路上的风景非常赞。,19/12/2020,4,https://sg.trip.com/review/sentosa-82520-165344814?locale=en-SG,Sentosa
奥里萨巴孙亮,5.0,圣淘沙岛上有很多娱乐设施，这次由于时间有限，我们只玩了一天的环球影城，由于真赶上猴年春节，影城内人很多，许多节目要排一小时的队，不过还要点赞一下。,12/02/2016,4,https://sg.trip.com/review/sentosa-82520-70783572?locale=en-SG,Sentosa
_CF***39,5.0,其实，新加坡的气候是没有冬天的很适合看海，这里也是很有名的吆，对于这个景点我没有多说的，一个妙字代表了吧！,17/10/2015,4,https://sg.trip.com/review/sentosa-82520-58851319?locale=en-SG,Sentosa
田田甜,5.0,好玩，十点开门但是十点差十分就开门了，有中英文地图。记得拿中文版地图，直奔变形金刚，人特少不排队。真的很好玩。木乃伊也可以。,29/03/2017,6,https://sg.trip.com/review/sentosa-82520-99644450?locale=en-SG,Sentosa
月渡星海,5.0,到新加坡休闲度假，必游圣淘沙。景色秀丽，设计精妙，服务设施暖心，安全周到。处处体现以人为本的人文关怀，岛上的环球影城、海洋馆、时光之翼都值得一看,21/02/2017,6,https://sg.trip.com/review/sentosa-82520-97870208?locale=en-SG,Sentosa
134***67,5.0,值得一去，鱼尾狮超级大，景色很不错以后还会在区天气很好，走出电梯就能看到！因为我们去的比较早，有些景点还没有开放，然后就自己在周围随便兜兜看到的,30/09/2016,4,https://sg.trip.com/review/sentosa-82520-89104323?locale=en-SG,Sentosa
_We***07,5.0,真的很美，美的想哭，因为本人最喜欢海了，跟国内的大海不一样的颜色,27/11/2015,10,https://sg.trip.com/review/sentosa-82520-67300010?locale=en-SG,Sentosa
Kelly920,5.0,"it&rsquo;s a beautiful day, great weather! Guess which hotel I&rsquo;m in",04/12/2021,1,https://sg.trip.com/review/sentosa-82520-168615756?locale=en-SG,Sentosa
小鱼的幸福时光,5.0,天然的海滨大花园，绿化超级好，孩子玩的地方特别多。很适合度假。,30/03/2021,0,https://sg.trip.com/review/sentosa-82520-166086890?locale=en-SG,Sentosa
ZengZhiGang,5.0,柔软的细沙，碧蓝的天空，都不是什么很特别的精致。到了晚上，夜幕中的圣淘沙才展现出她那迷人的一面。巨大的水幕奔向天空，绘声绘影的声画展现在眼前。,13/10/2020,4,https://sg.trip.com/review/sentosa-82520-164773425?locale=en-SG,Sentosa
M10***38,5.0,必到圣淘沙。四面海水环绕，有亚洲最大的海洋馆，环球旅行等孩子们最喜爱的项目，还有离赤道最近的海滩，沙地。景色非常优美，气候属于热带，水果很甜！,11/04/2018,5,https://sg.trip.com/review/sentosa-82520-154361737?locale=en-SG,Sentosa
bule08,5.0,圣淘沙岛名声在外，新加坡对这个小岛确实规划的很不错。岛上环球影城，购物中心，高档酒店，海滩高尔夫球场应有竟有。连接的vivo city也是超大商场。去新加坡玩必来。,15/09/2016,4,https://sg.trip.com/review/sentosa-82520-87243547?locale=en-SG,Sentosa
丹丹,5.0,在圣淘沙玩了3天，岛内交通便捷，有免费捷运去很多好玩的地方，比如帕拉湾海滩，名胜世界里的海洋馆，环球影城，水上乐园，当然还有购物，吃喝玩乐齐全,05/02/2016,7,https://sg.trip.com/review/sentosa-82520-70669471?locale=en-SG,Sentosa
霏霏,5.0,小岛风景很美，岛上的环球影城适合大一点的小朋友和大人，大人也能玩的很嗨，水上探险乐园也很好玩，最推荐海豚园，小朋友和海豚一起互动超开心还长见识,22/01/2016,6,https://sg.trip.com/review/sentosa-82520-70346155?locale=en-SG,Sentosa
M29***48,5.0,一说起圣淘沙，那是我们小时候就知名的景点了，这里就是一个坡国人民度假的天堂，就像北戴河一样。我们是到山上坐缆车直接到圣淘沙玩的。在山顶上可以对周围景色一览无余。,24/09/2019,5,https://sg.trip.com/review/sentosa-82520-161142180?locale=en-SG,Sentosa
tianyingsky01,5.0,新加坡南部的一个大岛，多种交通方式可达。我和朋友选择公交过去到，体验当地居民的出行方式。 123路的终点是S.E.A.Auquarium，一个公交接驳站，靠近岛上三个海滩的中间一个位置。可以在岛内玩各种娱乐设施，也可以亲近自然徒步，沙滩排球，游泳等。我们去了北头的一个炮台，穿越了几个沙滩，去了所谓的亚洲大陆之南打卡,09/03/2018,3,https://sg.trip.com/review/sentosa-82520-153774294?locale=en-SG,Sentosa
enjoy4321,5.0,岛上环境很好，建议住一晚岛上，在岛玩上一两天。除了享受酒店设施，还能享受岛上的宁静，很不错。上岛也很方便，我个人喜欢坐地铁到vivoCity站，沿着海边吹着海风走上十来分钟上岛，沿途还能欣赏风景拍拍照，况且都有遮阳棚和扶手梯的，很轻松就到。,06/10/2017,3,https://sg.trip.com/review/sentosa-82520-138718653?locale=en-SG,Sentosa
猪麻麻,5.0,去新加坡必去之地 不仅是因为环球影城在圣淘沙 好多美食也在圣淘沙 全亚洲最大的糖果店也在 海洋公园也在 还有沙滩 海 岛上的捷运随便坐 在岛上玩个2天最合适,30/05/2017,8,https://sg.trip.com/review/sentosa-82520-108552543?locale=en-SG,Sentosa
JustineQiu,5.0,说真的，圣淘沙岛真心不错，要玩完全部项目，起码要2-3天，亲子游这里绝对是首选。岛内景区很多懂中文的工作人员，不怕语言问题，而且也有很多有教育意义的景点，让孩子玩的同时也能增长知识。里面的公共海滩也是很干净，管理十分好。只可惜时间不够，下次会带孩子再来。,24/05/2017,3,https://sg.trip.com/review/sentosa-82520-107530105?locale=en-SG,Sentosa
xiaomiao1919,5.0,圣淘沙岛上有很多好玩的地方，环球影城，海洋馆，水上探险乐园，时光之翼，也有很几个海滩供你休息悠闲逛！晚上的灯光表演一场接一场，有些还是免费的,20/03/2016,10,https://sg.trip.com/review/sentosa-82520-71616356?locale=en-SG,Sentosa
灰姑娘的南瓜车,5.0,圣淘沙岛这里曾经是一个小小的渔村，如今已成为最引人入胜的游乐王国。被海风吹的左晃右晃特别刺激&hellip;到了山顶站坐岛内捷运到沙滩&hellip;岛内的任何交通都是免费的。还可以到圣淘沙岛望望蔚蓝的天空。,30/12/2015,2,https://sg.trip.com/review/sentosa-82520-68990562?locale=en-SG,Sentosa
187***95,5.0,第一次坐上轻轨，感觉棒棒滴。新加坡的交通次序值得我学习，礼貌待人方面深深感受颇深。景点还是可以的啦。,05/12/2015,8,https://sg.trip.com/review/sentosa-82520-67714786?locale=en-SG,Sentosa
M33***36,5.0,新加坡真的很热，如果走路上岛，一定要做好防晒。现在代步梯暂时还未收费，不过据说之后会收取1新币每人的登岛费用。如果时间充裕，走走路还好。。,15/05/2020,4,https://sg.trip.com/review/sentosa-82520-163454723?locale=en-SG,Sentosa
yin***14,5.0,我们沿着步行道从VIVO城市商场走到了Sentosa。步行道很阴凉，在几处特定位置聚集了不少游客。步行道和海平行，观海景很美。在步行道的两边有很多餐厅。在周五，步行道旁还有集市。,14/09/2019,5,https://sg.trip.com/review/sentosa-82520-160919231?locale=en-SG,Sentosa
当地向导云空,5.0,好玩，名胜世界、SEA海洋馆、环球影城都在那。岛上还有马来西亚美食街  里面的东西挺好吃 典型的东南亚特色菜。在岛上完了一天，感觉亚洲人很多。除了很多中国人，还有好多日本 韩国的人来旅游,25/08/2016,4,https://sg.trip.com/review/sentosa-82520-86572839?locale=en-SG,Sentosa
M18***60,5.0,这是一个适合全家亲子游的地方！有露天表演！各种游乐设施惊险刺激！还有大人和孩子一起乘坐的游乐设施！,30/11/2015,6,https://sg.trip.com/review/sentosa-82520-67625129?locale=en-SG,Sentosa
人鱼小公主🧜‍♀️👸,5.0,新加坡最好玩的就是圣淘沙名胜世界啦！环球影城，海洋馆，空中吊椅和天际滑车&hellip;&hellip;还有好多好多好吃的，建议每餐都去尝试不同的美食，还有，每次不要吃太多，留点空间。,08/11/2020,3,https://sg.trip.com/review/sentosa-82520-165013286?locale=en-SG,Sentosa
M37***65,5.0,一入圣淘沙，就被路上花园似的设计所震撼，配上蔚蓝的天空，真的好美丽，心情瞬间美美哒，新年的第一天来到亚洲最南点真的特别有开篇的纪念意义。,03/03/2020,4,https://sg.trip.com/review/sentosa-82520-162944171?locale=en-SG,Sentosa
M33***52,5.0,很轻松就能登上圣淘沙岛。我们坐火车到维沃西城，找到了去圣淘沙的路。是的，走路会很炎热，但在树荫下很愉快，而且风景美如画。新加坡，你知道如何把事情做好，探索你的美总是充满了乐趣。,12/09/2019,5,https://sg.trip.com/review/sentosa-82520-160895940?locale=en-SG,Sentosa
_We***71,5.0,新加坡的一个&ldquo;外岛&rdquo; 乘车，走路，单轨列车和缆车都可过去,14/01/2022,0,https://sg.trip.com/review/sentosa-82520-169134963?locale=en-SG,Sentosa
M33***60,5.0,步行道分为两半，如果你想在太阳下行走，可以选择户外的；或者你想在被遮盖的区域下行走，可以选平坦的自动扶梯。有投币式自动售货机，也有不同种类的热带雨林植物在被遮盖的部分展示着。,12/09/2019,5,https://sg.trip.com/review/sentosa-82520-160895671?locale=en-SG,Sentosa
E03***23,5.0,圣淘沙岛占地面积极大，是新加坡顶级的度假胜地，有各种景点，还有多次奖的度假酒店，环球影城，洁白沙滩，热带雨林，高尔夫球场，游艇码头，豪华游艇，建议至少住一晚，停车相当方便，然后坐岛上的交通工具。,02/01/2018,3,https://sg.trip.com/review/sentosa-82520-152412238?locale=en-SG,Sentosa
wzt890118,5.0,整个圣淘沙岛风景秀丽 岛也不太大，各个景点之间不太远，能玩的项目还挺多，大鱼尾狮能上去瞭望风景看马来西亚，这里也是亚洲的最南端，值得一去,18/09/2016,9,https://sg.trip.com/review/sentosa-82520-87746741?locale=en-SG,Sentosa
_We***40,5.0,很好，孩子玩得开心，我们也玩得很开心，以后有机会还去。,14/11/2015,6,https://sg.trip.com/review/sentosa-82520-60027104?locale=en-SG,Sentosa
nj荇菜,5.0,是新加坡顶尖的度假胜地，也是亚洲区域首选的娱乐景点。,30/12/2021,0,https://sg.trip.com/review/sentosa-82520-168936051?locale=en-SG,Sentosa
依然418499,5.0,非常不错的地方，服务也特好，希望疫情早日结束，再去。,24/12/2021,0,https://sg.trip.com/review/sentosa-82520-168859122?locale=en-SG,Sentosa
1314lll,5.0,去新加坡圣淘沙是一定要去的有专门的捷运往返市区和圣淘沙很方便我们住的节庆酒店赠送3天免费往返车票相当贴心在岛上有海洋公园和环球乐园而且沙滩也好棒捷运贯通整个小岛建议住一晚这样就可以游玩不留遗憾,16/09/2016,3,https://sg.trip.com/review/sentosa-82520-87714261?locale=en-SG,Sentosa
_uc***90,5.0,如果把圣淘沙岛从容地玩过来，起码拿出三天时间吧。虽然岛不大，但是新加坡人对空间的合理利用和规划真的是超级厉害，景观设计也是无敌了，非常适合度假的一个岛。,13/08/2016,4,https://sg.trip.com/review/sentosa-82520-84419272?locale=en-SG,Sentosa
M33***11,5.0,很棒的一小段步行。如果觉得一个人懒得去，路上其实还有游客陪着你一起走。然而，从怡丰城购物中心到圣淘沙岛海滨只有600米的距离。进入圣淘沙岛是免费的，到这里步行也是免费的。,12/09/2019,5,https://sg.trip.com/review/sentosa-82520-160898025?locale=en-SG,Sentosa
用脚下的路丈量这个世界,5.0,挺好的地方，环球影城人还是很多的，单人有的地方会有单人通道，就很快。最排队的就是两个过山车。排队超过一个小时 尤其红色的。海洋馆真的不大呀，不过品种很多,15/01/2019,8,https://sg.trip.com/review/sentosa-82520-157638095?locale=en-SG,Sentosa
136***56,5.0,圣淘沙非常美丽，一早搭乘地铁到达后，进入园内可以观赏新加坡海港，里面各种游乐设施应有尽有，里面还有海洋馆可供参观，海风习习非常惬意,05/08/2016,5,https://sg.trip.com/review/sentosa-82520-84236199?locale=en-SG,Sentosa
Love China Tours,5.0,新加坡的岛外岛，以沙滩度假村和环球影城为主要内容,05/01/2022,0,https://sg.trip.com/review/sentosa-82520-169015227?locale=en-SG,Sentosa
_TS***e5,5.0,always love to go sentosa island. very chilling and relax. 😬 love beach cafe,22/11/2021,0,https://sg.trip.com/review/sentosa-82520-168469503?locale=en-SG,Sentosa
ZengZhiGang,5.0,夜幕渐渐降临，远处的大海慢慢隐去了身影，只听见它的呼吸声一起一伏。随着欢快的音乐声响起，火树银花不夜天的景象一幕幕地展现在眼前。,25/10/2020,4,https://sg.trip.com/review/sentosa-82520-164885145?locale=en-SG,Sentosa
一步之遥yn,5.0,感在工作日的下午去的，沙滩上基本没有什么人，所以特别舒服，景色很棒。就是下午真的太晒了，沿着海边走了半个多小时就感觉脱水了，防晒一定要注意啊。还看到了亚洲最南端的牌子。,20/12/2016,3,https://sg.trip.com/review/sentosa-82520-93279347?locale=en-SG,Sentosa
妮妮妈,5.0,亚洲最南端，那里有两座塔楼，站在塔楼上，海风、海浪、蓝天、白云、绿树&hellip;&hellip;远离城市的喧嚣，远处的船只却又不经意间告诉我们这里的繁华，是一个奇妙的景点。,18/09/2016,4,https://sg.trip.com/review/sentosa-82520-87755470?locale=en-SG,Sentosa
_We***69,5.0,六天五晚新加坡自由行，真得只会简单英语单词也可以，努力比画猜猜，顺利享受蓝天白云、绿树红花、现代都市和美食美景。圣淘沙&hellip;&hellip;新加坡,30/03/2016,5,https://sg.trip.com/review/sentosa-82520-71742613?locale=en-SG,Sentosa
Catherine,5.0,圣淘沙岛非常值得一去。不论是环球影城还是海洋馆都很不错，有时间的话可以选择在岛上住一晚。,23/12/2015,5,https://sg.trip.com/review/sentosa-82520-68385753?locale=en-SG,Sentosa
sunnycccc,5.0,圣淘沙是一个超级大的人工岛 岛上有很多高档的酒店,20/07/2021,0,https://sg.trip.com/review/sentosa-82520-167219421?locale=en-SG,Sentosa
旅行博主小张,5.0,圣淘沙岛还要一个必刷景点，就是亚洲大陆最南端了，其实是一座吊桥将Palawan与另一座小岛相连。环球影城超级嗨，还可以去亚洲大陆最南端的巴拉湾海滩。很棒的一个旅游区！,02/04/2018,4,https://sg.trip.com/review/sentosa-82520-154212571?locale=en-SG,Sentosa
George Zeng,5.0,新加坡最著名的度假地，有金沙酒店，环球影城。从怡丰城地铁站出来顺着步道可以走着进入岛内，省去几十新币门票，沿途可以看海湾风景。,09/11/2017,5,https://sg.trip.com/review/sentosa-82520-141674089?locale=en-SG,Sentosa
youuu,5.0,建议岛上住宿，有环球影城乐园，水上乐园，还有海滩，岛上的娱乐活动多多，二个乐园都可以玩上一天，景点之间有小火车往来，干净清爽的,08/07/2016,5,https://sg.trip.com/review/sentosa-82520-83811959?locale=en-SG,Sentosa
游泳的鱼,5.0,小岛不大但是景色不错，游乐项目设计合理，适合亲子出行，这次在携程上预订了瑞享酒店，处于小岛中心区域，步行很短就到景区非常方便！,16/02/2016,5,https://sg.trip.com/review/sentosa-82520-70890053?locale=en-SG,Sentosa
谷子爱明明,5.0,里面超级大  小朋友非常喜欢,18/08/2021,0,https://sg.trip.com/review/sentosa-82520-167472183?locale=en-SG,Sentosa
丁丁一锦鲤,5.0,好想念出国旅游啊，什么时候才能恢复，再去一次,29/06/2021,0,https://sg.trip.com/review/sentosa-82520-166974346?locale=en-SG,Sentosa
M33***26,5.0,在圣淘沙岛散步很不错，你可以晒着太阳，一边散步，一边聊天。这里是一个很适合情侣来游玩的地方，在这里可以欣赏到美丽的大海。。。,15/05/2020,4,https://sg.trip.com/review/sentosa-82520-163454807?locale=en-SG,Sentosa
朝霞浮萍,5.0,圣淘沙岛是新加坡主岛附近的一座离岛。这座岛上都是宾馆和游乐园。著名的新加坡环球影城就在这个岛上。这个岛非常好玩，很多度假村都可以玩，如果有时间一定要来这里玩一下哦。,26/11/2019,5,https://sg.trip.com/review/sentosa-82520-162114641?locale=en-SG,Sentosa
translucent,5.0,阳光很暖，海水微风很暖！很喜欢！静静的在这里虚度时光！我对这里的记忆是温暖的！特立独行的你，值得拥有这么美的地方！值得推荐！,16/04/2017,5,https://sg.trip.com/review/sentosa-82520-101427289?locale=en-SG,Sentosa
大院子女,5.0,周末游玩的好去处。假期人比较多。我们进入景区后坐免费捷运可以经过几个站点随意上下，很方便。据说原来有一个赤道的标志，没找到。,08/12/2016,6,https://sg.trip.com/review/sentosa-82520-92923712?locale=en-SG,Sentosa
百合窝,4.0,岛上有不少好玩儿的地方，环球影城，海洋馆等等，还有不少吃饭的地方，布置的井井有条！从酒店直接打车去，方便又不贵，单程10元！,20/11/2015,8,https://sg.trip.com/review/sentosa-82520-66697863?locale=en-SG,Sentosa
文姑娘-,4.0,建议时间和经济允许的亲们选择在圣淘沙岛住一晚。把环球影城、海洋世界和水上探险乐园、海滩、鱼尾狮塔逛个遍！,16/11/2015,9,https://sg.trip.com/review/sentosa-82520-65194985?locale=en-SG,Sentosa
关裕年guanyunian,5.0,新加坡是位于东南亚的一个小的国家，与马来西亚为邻，是一个有着战略要地的位置的国家，马六甲海峡，虽然国家小，可是有钱在世界投资，养活了整个国家。,08/10/2019,15,https://sg.trip.com/review/sentosa-82520-161455407?locale=en-SG,Sentosa
138***29,5.0,就是太热了，但是确实适合带孩子度假哦非常棒的国家其实都是华人印度人的，环境真是干净，糖果店眼花缭乱环球影城真不错玩了几个项目这个赤道国度太热啦,14/07/2019,5,https://sg.trip.com/review/sentosa-82520-159734482?locale=en-SG,Sentosa
带着檬宝去旅行,5.0,玩两天都不够，岛上有环球影城，海洋馆，三大海滩，晚上还可以看极光秀跟免费的机械仙鹤表演，真的是度假的好地方，只是岛上吃的东西没有那么亲民。基本集中在名胜世界地下。,19/06/2019,5,https://sg.trip.com/review/sentosa-82520-159365140?locale=en-SG,Sentosa
cindyxxy,5.0,环球影城很好玩 建议不要节假日去人太多了 旁边的河谷公园也不错 建议买游园卡不用排队 住宿推荐W酒店 虽然远了点 但是绝对有超豪华感受,05/04/2016,5,https://sg.trip.com/review/sentosa-82520-71806974?locale=en-SG,Sentosa
freewangyong,4.0,圣淘沙 新加坡旅游必到之处是一个充满热带风情的旅游休闲胜地。除了阳光沙滩等自然景观.-淘沙岛还有着丰富多彩的娱乐设施和休闲活动试域。湛蓝的海水环抱着各种色彩缤纷的热带树木花卉。加上众多闻名遐迩的人文景观使圣淘沙岛成为滨海综合旅游口的地开发中的成功典范。,19/02/2020,4,https://sg.trip.com/review/sentosa-82520-162868344?locale=en-SG,Sentosa
子龙糖糖,5.0,圣淘沙岛位于新加坡南部，占地500公顷。&ldquo;圣淘沙&rdquo;在马来文里的意思是&ldquo;和平与安宁&rdquo;。这座度假胜地，汇集了精彩的景点、舒适的度假酒店、绿意盎然的热带雨林、自在悠闲的黄金沙滩、数不胜数的绝佳体验和吃不完的寰宇美食。,26/08/2018,4,https://sg.trip.com/review/sentosa-82520-156312196?locale=en-SG,Sentosa
bridget1014,5.0,此次去新加坡第一站就是圣淘沙。樟宜机场打车直接去岛上的艾美酒店，23新币。因为有酒店入住单，省去了几元新币的进岛费用。岛上的游玩项目很多。主要的就是环球影城，海洋馆。I FLY，值得玩一下。很棒的一次体验。,17/08/2018,4,https://sg.trip.com/review/sentosa-82520-156183055?locale=en-SG,Sentosa
鄂尔多斯传奇,5.0,圣淘沙岛，是被誉为最迷人的度假小岛，占地390公顷，有着多姿多彩的娱乐设施和休闲活动区域，素有&ldquo;欢乐宝石&rdquo;的美誉。而它曾经只是一个小渔村，被英国占领以后改造成为其军事基地，而后于1972年再次改造成一个悠闲美丽的度假村。,24/03/2018,3,https://sg.trip.com/review/sentosa-82520-154075957?locale=en-SG,Sentosa
带着檬宝去旅行,4.0,环球影城最值得一玩，变形金刚，木乃伊这种热门项目都需要排队，下午的话稍微好一点，时间充裕的话可以玩一整天，sea海洋馆很适合小朋友。晚上的圣淘沙更是美。个人觉得预算充足的话圣淘沙适合住一晚，否则从市里过来玩的不尽兴。白天可以海滩边走走吹吹海风。不过一定要注意防晒！,13/03/2018,6,https://sg.trip.com/review/sentosa-82520-153823989?locale=en-SG,Sentosa
小荟荟儿,5.0,圣淘沙就是一个玩乐的岛！到了商场吃喝一顿，再上顶楼排队在圣淘沙自助终端用VISA或MASTER信用卡买票，就可以坐岛内小地铁进岛了&hellip;&hellip;小岛地铁只有三四站分别是不同的BEACH&hellip;&hellip;然后著名的环球影城就在这&hellip;还有最大的糖果店&hellip;各种好吃的&hellip;回来的时候我们步行出岛&hellip;沿着跨海玻璃桥慢慢走&hellip;夜色太美了&hellip;,16/01/2018,3,https://sg.trip.com/review/sentosa-82520-152884518?locale=en-SG,Sentosa
昆明市阿彝涛,5.0,圣淘沙岛（Sentosa），位于新加坡岛以南500米，当岌巴港南岸，是新加坡本岛以外的第三大岛，面积390公顷。是很受欢迎的新加坡岛屿和旅游胜地，每年有2百万游客到访。昔日是无人居住的荒岛，名&ldquo;绝后岛&rdquo;。1970年为英国海军基地。1972年改为现名。&ldquo;圣淘沙&rdquo;这一名称在马来语中意为&ldquo;和平与宁静&rdquo;。这里自然景观十分优美，犹如《圣经》中描绘的&ldquo;伊甸园&rdquo;。1972年以来，小岛在新加坡政府旅游政策的鼓励下逐渐被开发成为旅游胜地。,19/12/2017,3,https://sg.trip.com/review/sentosa-82520-144362726?locale=en-SG,Sentosa
乞力马扎,4.0,从马六甲经柔佛州至新加坡，一路饱览半岛美景，过境繁琐耗时，烟酒口香糖均不可入境，法律严格的它也被誉为花园国家。驱车几十分钟就到了圣淘沙岛。这里也是亚洲大陆的最南端.....新加坡的地标自然是鱼尾狮。传说古代佛国王子初到新加坡，一登陆就看到一头狮子，因此将此地称作狮城。而鱼尾与狮身的结合，不过是设计师的巧思而已....,13/11/2017,13,https://sg.trip.com/review/sentosa-82520-141722805?locale=en-SG,Sentosa
小K郡主,4.0,玩了整整一天，刚到那里就下雨了，所以第一站就去了海洋馆，逛了一小时出来雨停了刚好去环球影视玩一圈，里面的海滩捷运是免费的哦，不过去的时候是周末人有点多，晚上去看了时光之翼，看完搭捷运出来吃了海南鸡饭，愉快的一天！,10/09/2017,15,https://sg.trip.com/review/sentosa-82520-121244243?locale=en-SG,Sentosa
