username,rating,content,time,image,UserURL,Attraction,is_english
牛百叶,5.0,新奇的体验,19/07/23,0,https://sg.trip.com/review/night-safari-10758318-177651492?locale=en-SG,Safari,False
135***37,5.0,很棒很有趣,04/05/23,0,https://sg.trip.com/review/night-safari-10758318-175730941?locale=en-SG,Safari,False
M28***57,5.0,好哇啊啊啊,30/04/23,0,https://sg.trip.com/review/night-safari-10758318-175675464?locale=en-SG,Safari,False
M36***87,5.0,夜间非常好,19/04/23,0,https://sg.trip.com/review/night-safari-10758318-175558754?locale=en-SG,Safari,False
饶博士,5.0,带小孩去玩,21/02/23,0,https://sg.trip.com/review/night-safari-10758318-174979143?locale=en-SG,Safari,False
由我决定,5.0,体验感十足的动物园，很不错的地方，适合带孩子去体验,24/08/22,0,https://sg.trip.com/review/night-safari-10758318-172318629?locale=en-SG,Safari,False
游来游去的女侠,4.0,怎么说呢，不去不行，去了就那样，给黑乎乎的，英文小火车一句听不懂，坐了一圈小火车就出来了,29/06/23,0,https://sg.trip.com/review/night-safari-10758318-177275658?locale=en-SG,Safari,False
Winnie & Eric,5.0,很推荐的 夜间动物园， 如果走不动了可以做园区接驳车 很推荐前往哟！ 大力推推新加坡必去的点之一,14/01/23,1,https://sg.trip.com/review/night-safari-10758318-174586856?locale=en-SG,Safari,False
118***56,4.0,说实话从市区去这个地方，真是没预期的好，时间紧张不建议来，太费时间,14/07/23,0,https://sg.trip.com/review/night-safari-10758318-177593061?locale=en-SG,Safari,False
爱吃鱼干饭的小仙女吖,5.0,这个景点很不错，很好玩，孩子很喜欢，还会再来的,27/09/22,0,https://sg.trip.com/review/night-safari-10758318-172841877?locale=en-SG,Safari,False
由我决定,5.0,很好玩的地方，适合带孩子体验，就差一个假期了,14/05/22,0,https://sg.trip.com/review/night-safari-10758318-170643260?locale=en-SG,Safari,False
希洪吉罗德,5.0,不错的地方，经常来这边玩耍，漂亮的地方,10/05/22,0,https://sg.trip.com/review/night-safari-10758318-170581706?locale=en-SG,Safari,False
小吥咯咯,5.0,夜间动物园非常有特色 晚上很神秘,04/07/22,0,https://sg.trip.com/review/night-safari-10758318-171368444?locale=en-SG,Safari,False
sofia-zhang,4.0,五一去的，人好多，夜间第一次看到这么多动物，感觉还是挺神奇的。,18/05/23,0,https://sg.trip.com/review/night-safari-10758318-175879241?locale=en-SG,Safari,False
范范,3.0,购票的时候有分中文和英文小火车，中文的贵一点 买了中文的，现场都是一样的 最后还是英文讲解～～ 动物也挺少 就带小朋友感受下吧,24/06/23,0,https://sg.trip.com/review/night-safari-10758318-176824939?locale=en-SG,Safari,False
晨曦wxs,3.0,夜间公园几乎什么都看不到服务什么的都不错。如果天黑之前进入就等于坐了一轮小火车差点睡着。新加坡日间的那个公园还不错。,26/06/23,0,https://sg.trip.com/review/night-safari-10758318-177006858?locale=en-SG,Safari,False
水何澹澹,1.0,极其之差、天坑,14/02/24,0,https://sg.trip.com/review/night-safari-10758318-180729961?locale=en-SG,Safari,False
yan***bs,4.0,野生动物园里动物种类挺多的，夜间会有些动物看不太清楚，不过相比白天常见的动物园也是别有一番味道,16/01/23,0,https://sg.trip.com/review/night-safari-10758318-174603177?locale=en-SG,Safari,False
Cur1y,1.0,两字：别去,03/02/24,0,https://sg.trip.com/review/night-safari-10758318-180593533?locale=en-SG,Safari,False
_We***22,4.0,有点小，没想象中那么好，主要看了没多少动物,22/07/23,0,https://sg.trip.com/review/night-safari-10758318-177690858?locale=en-SG,Safari,False
maysetam,2.0,排队两小时，坐车二十分，看动物犹如考眼力,09/08/23,3,https://sg.trip.com/review/night-safari-10758318-178219371?locale=en-SG,Safari,False
游来游去的女侠,4.0,不去不行，去了就那样，自行脑补吧,29/06/23,0,https://sg.trip.com/review/night-safari-10758318-177300776?locale=en-SG,Safari,False
Emerald Island,4.0,方便快捷，好的体验适合带孩子去,27/03/23,0,https://sg.trip.com/review/night-safari-10758318-175318551?locale=en-SG,Safari,False
E02***28,5.0,有点儿特色，与白天看动物园的气氛完全不同。但黑乎乎的，确实不大看得清。,11/01/23,0,https://sg.trip.com/review/night-safari-10758318-174560541?locale=en-SG,Safari,False
Grace Wei1204,4.0,挺好的，推荐来看看,27/03/23,0,https://sg.trip.com/review/night-safari-10758318-175319775?locale=en-SG,Safari,False
M28***12,4.0,比较新奇的动物园,08/06/23,0,https://sg.trip.com/review/night-safari-10758318-176158458?locale=en-SG,Safari,False
哇哈哈少年,4.0,还是有点趣味的,11/05/23,0,https://sg.trip.com/review/night-safari-10758318-175804524?locale=en-SG,Safari,False
Eric Hui,4.0,很好的亲子体验,25/04/23,0,https://sg.trip.com/review/night-safari-10758318-175613879?locale=en-SG,Safari,False
M16***05,1.0,排队2小时车上30分钟，没看到多少动物；如果白天在那边可以顺道看看，没必要晚上特意跑去看；,16/08/23,0,https://sg.trip.com/review/night-safari-10758318-178329420?locale=en-SG,Safari,False
kelvin880,4.0,新加坡动物园，里面非常好看，值得来一趟，夜晚来这里看看拍拍照照晚上也不会太热天气也很舒服,26/10/22,1,https://sg.trip.com/review/night-safari-10758318-173319038?locale=en-SG,Safari,False
百吉丽佳,3.0,夜间野生动物园天很黑，看不见，有种不安全的感觉。演出讲的英文，孩子听不懂。,16/07/23,0,https://sg.trip.com/review/night-safari-10758318-177617714?locale=en-SG,Safari,False
Wong yoke Leng,5.0,"小孩喜欢的地方,可以认识到很多动物",29/11/22,0,https://sg.trip.com/review/night-safari-10758318-173887383?locale=en-SG,Safari,False
M25***90,4.0,最爱他们家的参观小火车，没有之一,24/10/22,0,https://sg.trip.com/review/night-safari-10758318-173277314?locale=en-SG,Safari,False
M25***90,4.0,一次奇特并且奇妙的旅程！！！！！,22/07/22,0,https://sg.trip.com/review/night-safari-10758318-171690255?locale=en-SG,Safari,False
_SZ***03,2.0,人超多，等小火车排队1个小时，小火车20分钟，冲冲结束，没啥意义，出来等车也排队，纯受罪，节假日不建议游玩,07/10/23,0,https://sg.trip.com/review/night-safari-10758318-179292353?locale=en-SG,Safari,False
M40***02,3.0,这个地方没有什么东西能看的，不如白天动物园！,20/06/23,0,https://sg.trip.com/review/night-safari-10758318-176491249?locale=en-SG,Safari,False
_cm***42,1.0,太麻烦了，要预约时间，而且是很复杂的操作那种，我们前前后后花了3小时才搞好，到了门口其他平台上买的票扫码直接进，这个还得填表！！！浪费一堆时间,17/08/23,1,https://sg.trip.com/review/night-safari-10758318-178344528?locale=en-SG,Safari,False
Nanachenart,3.0,几乎看不到动物，真心觉得晚上的动物园没必要花钱过来看,29/03/23,0,https://sg.trip.com/review/night-safari-10758318-175342579?locale=en-SG,Safari,False
Alberto吴,5.0,景区值得一去,27/06/22,0,https://sg.trip.com/review/night-safari-10758318-171263659?locale=en-SG,Safari,False
開心玩,4.0,夜间野生动物园～很棒～很值👍👍👍👍👍👍,30/04/22,1,https://sg.trip.com/review/night-safari-10758318-170451483?locale=en-SG,Safari,False
開心玩,4.0,夜间野生动物园～表演很精彩😍😍😍😍,30/04/22,1,https://sg.trip.com/review/night-safari-10758318-170451522?locale=en-SG,Safari,False
Anonymous User,1.0,很差，真的什么也看不到，黑乎乎一团，，能看到的几种也是非常普通的鹿，很不值。,04/08/23,2,https://sg.trip.com/review/night-safari-10758318-178139651?locale=en-SG,Safari,False
崔洪友,1.0,位置不好，体验感不好,28/11/23,0,https://sg.trip.com/review/night-safari-10758318-179933312?locale=en-SG,Safari,False
M27***29,1.0,怎么说呢，可能没有体会到其中的乐趣。排队两小时，坐园内小车二十分钟转一圈，完事出园结束。幸运的话可以看见一些动物。建议还是游玩白天的动物园。,15/08/23,0,https://sg.trip.com/review/night-safari-10758318-178302416?locale=en-SG,Safari,False
135***05,4.0,园区不大，晚上视线不好，比较难看到动物，趣味性一般。,21/01/23,0,https://sg.trip.com/review/night-safari-10758318-174655227?locale=en-SG,Safari,False
M97***77,1.0,根本没有说明需要预约，六点到了以后现场预约需要八点四十五才能进，周围商店七点全部关门，带着孩子坐在街头非常无助，极差极差！千万避坑,04/10/23,0,https://sg.trip.com/review/night-safari-10758318-179253056?locale=en-SG,Safari,False
121***08,1.0,夜里啥都看不清，就坐小火车转一圈，电子语音讲解，根本对不起这个票价。里面东西很贵更不好吃。大老远地跑去打个水漂浪费时间浪费钱。,19/08/23,0,https://sg.trip.com/review/night-safari-10758318-178502666?locale=en-SG,Safari,False
M36***81,1.0,千万不要买中文小火车，携程都是坑。出了票还要我们自己去官网预约，然后预约不到时间一点责任都没有。差评,26/07/23,0,https://sg.trip.com/review/night-safari-10758318-177754993?locale=en-SG,Safari,False
_QR***91,4.0,总体来说还是不错,29/08/22,0,https://sg.trip.com/review/night-safari-10758318-172411942?locale=en-SG,Safari,False
Anonymous User,1.0,我预订了夜间动物园的门票，携程发给我的门票，景区不认可，现在携程既不退费，也不说明情况,17/08/23,0,https://sg.trip.com/review/night-safari-10758318-178339818?locale=en-SG,Safari,False
M26***53,1.0,很失望，一共就没有几只动物，位置也远，还有很多地方感觉在改造，用围栏隔起来了,31/07/23,0,https://sg.trip.com/review/night-safari-10758318-177881416?locale=en-SG,Safari,False
神经一日游,3.0,除了热，还蛮多蚊子,05/06/22,1,https://sg.trip.com/review/night-safari-10758318-170934716?locale=en-SG,Safari,False
PigPigJoyce,1.0,排队1小时，火车20分钟，看不到什么动物，没什么乐趣,24/07/23,0,https://sg.trip.com/review/night-safari-10758318-177725602?locale=en-SG,Safari,False
K.E7,3.0,比较少动物种类 同埋因为时间关系个阵有唔少动物都睇唔到,02/10/22,0,https://sg.trip.com/review/night-safari-10758318-172915525?locale=en-SG,Safari,False
M24***33,1.0,别来了，啥也看不见基本没什么，不来后悔，来了更后悔,11/09/23,0,https://sg.trip.com/review/night-safari-10758318-178946094?locale=en-SG,Safari,False
M44***85,1.0,什么也看不到，买的中文解说，结果是英文,14/08/23,0,https://sg.trip.com/review/night-safari-10758318-178296634?locale=en-SG,Safari,False
long1009,1.0,智商税，巨坑，强烈建议不要入坑,18/08/23,0,https://sg.trip.com/review/night-safari-10758318-178371035?locale=en-SG,Safari,False
Anonymous User,1.0,只为了体验夜间，完全没有看头,16/08/23,0,https://sg.trip.com/review/night-safari-10758318-178325964?locale=en-SG,Safari,False
金金,1.0,携程比大众点评贵了好多,05/08/23,0,https://sg.trip.com/review/night-safari-10758318-178151050?locale=en-SG,Safari,False
Anonymous User,1.0,很差，永远不会再去,04/08/23,0,https://sg.trip.com/review/night-safari-10758318-178139652?locale=en-SG,Safari,False
M39***73,1.0,😅传说中非常好评的🇸🇬夜间野生动物园！哎呀！坐个🚂小火车，排了1.5小时的队，花了来回🔁🚖和🎫共计800大洋，看了这些，🐘🦁️漆黑一片，臭嘻嘻一片&hellip;&hellip;孩子说&ldquo;同时让她做了一个小时英文听力测试&rdquo;[裂开]&hellip;&hellip;总结一句&ldquo;应该是两个近视的眼神都不好[苦涩]&rdquo;，可是～～～明明带了👓和隐形🫥&hellip;&hellip;为何我们看不到有啥呢&hellip;&hellip;踩雷景点，不推荐,04/08/23,2,https://sg.trip.com/review/night-safari-10758318-178140849?locale=en-SG,Safari,False
不加班长不过的猫咪,1.0,体验感很差，晚上7:15才可以入园，各种折腾，先要预约入园时间，如果没有位置了就要等更晚的时间，入园后看动物表演还要扫码预约。各种折腾之后也没有精彩的表演，应该是保护动物，不过度驯化动物，都只是出来溜达一圈就回去了，没什么表演。看完表演，排队坐小火车，光线很暗，孩子已经昏昏欲睡了，基本没有什么可看的，不推荐，尤其学龄前儿童。,01/02/23,0,https://sg.trip.com/review/night-safari-10758318-174781865?locale=en-SG,Safari,False
Anonymous User,5.0,在圣淘沙岛 和环球影城相伴 搭乘小火车很方便 日常爱逛海洋馆的我们 还是很赞叹的 新学到了很多海洋知识 如果计划好 好可以参与海豚探索等活动 要提前预约 很适合亲子的场地,17/02/24,9,https://sg.trip.com/review/sea-aquarium-101913-180770979?locale=en-SG,SEA Aquarium,False
Anonymous User,5.0,整体很不错，有中文介绍，中间有一个可以摸海星的池子，有专门海马海龙，龙年到来之际很应景。从入口进去固定路线走一圈，不走回头路。,02/02/24,5,https://sg.trip.com/review/sea-aquarium-101913-180591113?locale=en-SG,SEA Aquarium,False
悠莜琦琦,5.0,海洋生物真的很多～花了2个小时多参观其中我最爱的就是水母啦 真的太治愈了🥹当天去的时候还遇到小学生旅游 人超多 想拍照的心都得收起来了&hellip;⏰选时间去很重要 不要选择公共假期或者周末 不然就像我一样 要拍个美照真的难&hellip;🍡海洋馆里只有卖饮料和炸物 可以选择带水或不带,09/01/24,6,https://sg.trip.com/review/sea-aquarium-101913-180356675?locale=en-SG,SEA Aquarium,False
Anonymous User,5.0,是的，我认为这是非常不错的海洋馆，至少环境及卫生，管理，体验感很好，带着孩子们去看看，这是很不错的，乘坐电梯下到地下，场馆还能考虑你休息的空间与同步欣赏,25/12/23,3,https://sg.trip.com/review/sea-aquarium-101913-180190092?locale=en-SG,SEA Aquarium,False
_We***37,5.0,我们是一早入园特别人少，服务员热情周到，还能看到饲养员给动物喂食或者清洁，孩子们看的特别开心，而且互动挺多，入园方便！携程网上买票非常方便！,21/12/23,5,https://sg.trip.com/review/sea-aquarium-101913-180134457?locale=en-SG,SEA Aquarium,False
塞尔维亚静静,4.0,海洋馆在圣淘沙岛，坐缆车上去的，跟环球影城在一起，先定了环球的票，玩了4个小时出来去的海洋馆，从环球步行过去5分钟。指示牌很清楚，按指示一路走。地方不大，海洋生物品种很多，大多数是小型，来都来了，看个热闹吧。,16/01/24,6,https://sg.trip.com/review/sea-aquarium-101913-180430198?locale=en-SG,SEA Aquarium,False
悠莜琦琦,5.0,海洋馆非常适合亲子游览，成人首次游玩比较值得，如果去过其他地方的水族馆可能不会有特别惊艳的感觉。整体感受上可以值回票价～但如果对海洋生物不感兴趣，看看视频就足够啦,09/01/24,3,https://sg.trip.com/review/sea-aquarium-101913-180356665?locale=en-SG,SEA Aquarium,False
M46***93,5.0,很有意思的海洋馆，建议旅行淡季出游，人也不多。有一些互动项目，可以摸到海星和雨。墙上有很多海洋小知识很有趣。雪糕很好吃，吃到了两种口味都不错，强推巧克力口味。海洋馆里面的商店也不错有很多可爱的东西。各种鱼看的眼花缭乱，色彩缤纷。在大鱼缸前还是很好拍出好照片的。,01/12/23,7,https://sg.trip.com/review/sea-aquarium-101913-179950034?locale=en-SG,SEA Aquarium,False
芋头?,5.0,很多热带特有的海洋生物，景区展示和科普都不错，适宜亲子游玩。,08/02/24,8,https://sg.trip.com/review/sea-aquarium-101913-180656492?locale=en-SG,SEA Aquarium,False
Anonymous User,4.0,算是新加坡比较好玩的地方了，但比起国内的海洋馆还是差点意思，环球影城11点开门，所以先去SEA转一圈，出来吃个饭，正好进环球影城,10/01/24,9,https://sg.trip.com/review/sea-aquarium-101913-180357441?locale=en-SG,SEA Aquarium,False
Anonymous User,5.0,非常不错，真的很喜欢新加坡，这家海洋馆以后有空还会再去参观，带上自己的家人跟朋友。,19/01/24,4,https://sg.trip.com/review/sea-aquarium-101913-180446364?locale=en-SG,SEA Aquarium,False
Anonymous User,5.0,这个海洋馆真的很美。就在环球影视城附近。 工作日可以早点过去人很少所以体验感很不错。 中午可以去外面的马来美食街吃饭很方便。,12/01/24,3,https://sg.trip.com/review/sea-aquarium-101913-180367863?locale=en-SG,SEA Aquarium,False
@方向标,5.0,新加坡海洋馆规模不小，我是第一次去海洋馆，当时是在携程网购的票，很是快捷方便。海洋馆里鱼类品种众多，36宽8米高的超大鱼缸十分漂亮同时也十分震憾！,27/07/23,9,https://sg.trip.com/review/sea-aquarium-101913-177770798?locale=en-SG,SEA Aquarium,False
M25***47,5.0,很不错的体验，海洋馆原本看网上的评论都说很小，但是实际体验很不错，很大，应有尽有 鲨鱼各种热带鱼🐠珊瑚礁🪸小丑鱼 不错的体验,04/12/23,6,https://sg.trip.com/review/sea-aquarium-101913-179995362?locale=en-SG,SEA Aquarium,False
Anonymous User,5.0,非常好玩的景点，推荐情侣以及带小朋友的家人们玩，岛内有小火车直通那里，水族馆中的音乐与鱼在水中游荡的动作相呼应，让人身临其境。适合拍出大片！,14/09/23,9,https://sg.trip.com/review/sea-aquarium-101913-178971228?locale=en-SG,SEA Aquarium,False
Anonymous User,5.0,海洋馆知识性和趣味性融合，基本是新加坡自己海域的生物，沉船的设计既尊重历史又有新意，孩子非常喜欢。,17/02/24,3,https://sg.trip.com/review/sea-aquarium-101913-180774214?locale=en-SG,SEA Aquarium,False
OwenHao,5.0,让在外的人，感受到了归家的感觉：这里有住家的可口菜肴，这里有温馨如家的环境，还有那周到齐全的全天候服务。如果有机会，我还会来这里。,01/12/23,9,https://sg.trip.com/review/sea-aquarium-101913-179951106?locale=en-SG,SEA Aquarium,False
320***36,5.0,和上海海洋馆差不多，大鱼缸也很大，鱼的种类很多。感觉比上海的鱼多一些。这个不好说。整体可以游玩1-3小时。旁边就是环球影城,14/02/24,2,https://sg.trip.com/review/sea-aquarium-101913-180739148?locale=en-SG,SEA Aquarium,False
悠莜琦琦,5.0,海洋馆永远是适合大小朋友 家人情侣出行好地方在新加坡s.e.a海洋馆还能看得到平时我们很难才能看到的深海动物🐬不需要学会深潜，也能跟他们亲密接触🐠在指定时间，还能看到饲养员喂养瞬间凶狠的鲨鱼🦈在饲养员手里都变成乖巧的哈基米🥰,15/12/23,3,https://sg.trip.com/review/sea-aquarium-101913-180080247?locale=en-SG,SEA Aquarium,False
M29***22,5.0,海洋馆真的对中国游客友好，到处都是中文介绍，而且里面非常精彩，我和孩子转了两圈，两个多小时才出来。很多朋友说和国内的大型海洋馆比不了，但是我觉得还是值得一来的。,06/10/23,4,https://sg.trip.com/review/sea-aquarium-101913-179276017?locale=en-SG,SEA Aquarium,False
全幼儿园最聪明,5.0,其实没什么好看的 大家可以专注在圣淘沙岛玩环球影城和沙滩里面就是一些国内也有的鱼,06/02/24,3,https://sg.trip.com/review/sea-aquarium-101913-180646478?locale=en-SG,SEA Aquarium,False
CocoZHY,5.0,虽然不大.但看见了不同的品种,13/02/24,4,https://sg.trip.com/review/sea-aquarium-101913-180722074?locale=en-SG,SEA Aquarium,False
180***31,5.0,人少的时候去的，适合带娃,14/02/24,4,https://sg.trip.com/review/sea-aquarium-101913-180734557?locale=en-SG,SEA Aquarium,False
syrh,5.0,不需此行，去新加坡玩儿的非常开心，海洋馆算是必打卡的一站，点赞!,03/01/24,0,https://sg.trip.com/review/sea-aquarium-101913-180286475?locale=en-SG,SEA Aquarium,False
树下的米,5.0,来新加坡一定要来海洋馆，基本上两个小时就能逛完，如果行程安排紧张可以先海洋馆，在环球安排一天也是可以的。海洋馆10:00开门，环球11:00。孩子非常喜欢这个海洋馆，如果时间可以我觉得我可以在里边呆上一天。就静静地坐在哪里看鱼儿游来游去。还会互动项目可以亲手摸摸海星。有个压币机孩子自己压了几个纪念币。2新币一个。去世后可以准备点2元纸币。,02/08/23,5,https://sg.trip.com/review/sea-aquarium-101913-178109211?locale=en-SG,SEA Aquarium,False
壹壹Mom,4.0,海洋馆就在圣淘沙岛上，旁边就是环球影城，馆内不算很大，但是海洋生物种类还是挺多的，有很多生物也是第一次看到。还可以近距离的触摸海星。小朋友觉得很不错，可以去走走。,16/02/24,2,https://sg.trip.com/review/sea-aquarium-101913-180754871?locale=en-SG,SEA Aquarium,False
Vivienne,5.0,真的感觉不要太好了！值得体验哦！遗憾没有买海洋馆和海豚园的套票，没能和海豚近距离接触，下次有机会再去一定要弥补这份遗憾呢！,15/02/24,1,https://sg.trip.com/review/sea-aquarium-101913-180743524?locale=en-SG,SEA Aquarium,False
keepwatchsea,5.0,很多海洋生物，各种鱼类，最喜欢憨态可掬的企鹅，感叹海洋生物的神奇，海洋馆很大，在各种可爱的鱼类的陪伴下不觉疲惫，不虚此行！,30/12/23,1,https://sg.trip.com/review/sea-aquarium-101913-180229682?locale=en-SG,SEA Aquarium,False
M43***25,5.0,在圣淘沙岛上，值得一去，特别适合带小孩一起，可以看到很多神奇的海洋生物，能学到不少知识。旁边就是环球影城，正好一日游了。,02/01/24,1,https://sg.trip.com/review/sea-aquarium-101913-180281014?locale=en-SG,SEA Aquarium,False
Anonymous User,4.0,去之前有点犹豫，觉得海洋馆大同小异，但是去了之后觉得还是挺值得带孩子游玩，主要海洋物种比较丰富。虽然里面并不是很大，除了展览外，还有一些关于环保的主题，从小对孩子科普要爱护保护我们赖以生存的地球。,21/01/24,1,https://sg.trip.com/review/sea-aquarium-101913-180487374?locale=en-SG,SEA Aquarium,False
M50***32,3.0,挺好玩的，不过没有说的那么夸张，至于说亚洲最大可能是新加坡人说的😀,06/01/24,4,https://sg.trip.com/review/sea-aquarium-101913-180297635?locale=en-SG,SEA Aquarium,False
Anonymous User,5.0,很值得去打卡！还看到了海豚～,03/11/23,3,https://sg.trip.com/review/sea-aquarium-101913-179643919?locale=en-SG,SEA Aquarium,False
Anonymous User,4.0,如果如果国内上海、珠海等海洋馆，这个新加坡馆实际可以不不用来了，虽美但小，一个小时不到就逛完了，没有太多惊喜动物，海豚都得额外付费才看得到～,25/08/23,9,https://sg.trip.com/review/sea-aquarium-101913-178587395?locale=en-SG,SEA Aquarium,False
手心的小太阳,5.0,整体sea海洋馆比较小，不过孩子玩儿下来，也算是开心，毕竟到了新加坡，各个地方都要体验一下，才是完美。好在交通特别便利，所以既然来了新加坡，还是建议打卡一下,05/09/23,6,https://sg.trip.com/review/sea-aquarium-101913-178838592?locale=en-SG,SEA Aquarium,False
波娜特李泌,5.0,海洋馆最适合夏天遛娃了，既不晒又很凉快。大概玩两小时就够了，里面有各种各样的鱼，值得一去,31/08/23,8,https://sg.trip.com/review/sea-aquarium-101913-178739134?locale=en-SG,SEA Aquarium,False
BVTmeng,5.0,非常非常开心的三个半小时，可以去幕后工作区域看水母养殖，珊瑚培育，毒箭蛙养护（比展示多很多种哦），鬣蜥幕后，还有近距离抚摸海豚，海星，和去参观幕后给黑豚准备食物的厨房，开心又满足。水族馆也许不是呢么大，海豚也是亚洲的品种相对个头小些，但是沉浸在海洋神奇的世界里，听着专业的讲解。非常尽兴。整个导览丝滑,06/08/23,4,https://sg.trip.com/review/sea-aquarium-101913-178157781?locale=en-SG,SEA Aquarium,False
苏念紫,4.0,一般吧很小，两层，很快就逛完了，海洋物种也比较少，比起国内的海昌、长隆或者青岛海洋馆，上海长风或者东方明珠下面的海洋馆，都逊色很多，性价比不高，230买的票。,26/11/23,4,https://sg.trip.com/review/sea-aquarium-101913-179883154?locale=en-SG,SEA Aquarium,False
Tobe,5.0,体验非常好！是旅游的好地方，里面各种各样的鱼非常的多，而且很可爱，水母加上灯光之后，色彩斑斓，五颜六色的。是一次很不错的体验！,26/09/23,5,https://sg.trip.com/review/sea-aquarium-101913-179134840?locale=en-SG,SEA Aquarium,False
Anonymous User,3.0,有点小，如果去环球影城的话可以顺便一起去，1个小时差不多逛完,12/02/24,9,https://sg.trip.com/review/sea-aquarium-101913-180707565?locale=en-SG,SEA Aquarium,False
悠莜琦琦,5.0,海洋馆还是比较好找的，靠近河边，就在环球影城对面。检票口就可以扫码进入，很方便。里面的海洋生物非常多，还有摸摸鱼的地方，真实感受，很好玩。,15/12/23,2,https://sg.trip.com/review/sea-aquarium-101913-180080311?locale=en-SG,SEA Aquarium,False
203***63,3.0,就是一个普普通通的水族馆，所谓的春节水底舞龙，也是了无趣味，除了鲨鱼通道稍微有点吸引力，其他真的很普通，可参与性也不强，门票还贵，不值,13/02/24,3,https://sg.trip.com/review/sea-aquarium-101913-180722454?locale=en-SG,SEA Aquarium,False
Julien1978,4.0,一切都还可以,17/02/24,4,https://sg.trip.com/review/sea-aquarium-101913-180768420?locale=en-SG,SEA Aquarium,False
Anonymous User,4.0,"总体感觉不错。有标本的屋子，冷气开得很足，特别冷。建议带小孩子的游客，多准备个外套。拍出的照片很美。半天时间足够，当天还玩了滑车。如果有体力的话，岛上其他都来得及玩。岛上捷讯免费乘坐，离岛终点vivo城,大商场，有体力可继续逛。",20/09/23,6,https://sg.trip.com/review/sea-aquarium-101913-179062819?locale=en-SG,SEA Aquarium,False
吃喝玩乐的西瓜瓜,5.0,【景色】各种海洋生物品种齐全，开眼啦！【趣味】赏心悦目，能学到很多知识的！【性价比】价格合适的，有很大的水族馆呢好看,25/08/23,3,https://sg.trip.com/review/sea-aquarium-101913-178594689?locale=en-SG,SEA Aquarium,False
竹林外书斋的章鱼鼓手,4.0,环境挺好，就是有点小没什么别的缺点,09/01/24,3,https://sg.trip.com/review/sea-aquarium-101913-180354641?locale=en-SG,SEA Aquarium,False
安森妈咪,3.0,感觉这个海洋馆好小，我们生活的城市没有临海，但是海洋馆挺大的，像海狮海豹海豚企鹅北极熊鲸鱼都有，这个海洋馆里都没看见，貌似看海豚还要单独另外花钱,13/08/23,9,https://sg.trip.com/review/sea-aquarium-101913-178278437?locale=en-SG,SEA Aquarium,False
beijing-yao,5.0,各方面都非常不错，值得参观游览，景色非常漂亮，参观的游客特别多,09/02/24,0,https://sg.trip.com/review/sea-aquarium-101913-180658719?locale=en-SG,SEA Aquarium,False
M55***83,5.0,好玩好看，孩子非常喜欢。入园也很方便，直接耍二维码就入园了。,05/02/24,0,https://sg.trip.com/review/sea-aquarium-101913-180639280?locale=en-SG,SEA Aquarium,False
_CF***24,3.0,美好的新加坡之旅就被携程给搞的不愉快。1.25当天下午孩子说要去海洋馆，在海洋馆门口想着看看能不能携程订票就不去排队了。搜了票发现跟现场价格差不多，就想着直接买吧。有大人票，儿童票，家庭套票（两大一小），正好我们是两大一小就直接套票吧，页面也显示可以定当日票，马上就点着下一步买好票。到了门口工作人员说刷不进卡机，一看居然是2.1的票。工作人员问我们在哪买的票，回答刚刚携程买的，工作人员就说那你重新买一下，把那个套票退了。于是马上联系携程退票，客服说要6小时才能回复，我只好重新买票。套票居然没有当天，只好分开定，结果还比套票便宜（这是什么逻辑，不知道携程这么搞网络陷阱有意思吗）第二天客服告诉我不能退，还疯狂给我打电话，我说自己在新加坡，接电话很贵，让回国后联系，结果30号回国完全没人联系，还是我多次联系客服。携程又说要联系技术，联系海洋馆申请，这不是应该在接到我投诉后就该干的活了吗？拖到2.1也没给我个明确答复，票在退订过程中也不能转卖。买机票，订酒店都有提前几天可以退改规则，大不了收点手续费就行。网上购物也可以7天无理由退货，这个完全不能退我实在无法理解，非实名制，非特价票。,02/02/24,0,https://sg.trip.com/review/sea-aquarium-101913-180590949?locale=en-SG,SEA Aquarium,False
320***47,5.0,喜欢海洋馆，距离近有机会还会去不过停车在隔壁蛮方便的！！,16/02/24,0,https://sg.trip.com/review/sea-aquarium-101913-180762869?locale=en-SG,SEA Aquarium,False
M33***20,5.0,比长隆海洋公园好看，鱼的种类很多场馆很大，离环球影城很近,14/02/24,0,https://sg.trip.com/review/sea-aquarium-101913-180733748?locale=en-SG,SEA Aquarium,False
137***63,5.0,非常棒的选择，先去海洋馆再去环球,17/02/24,0,https://sg.trip.com/review/sea-aquarium-101913-180772786?locale=en-SG,SEA Aquarium,False
chengtou,5.0,确实是带孩子游玩学习的好场所,13/02/24,0,https://sg.trip.com/review/sea-aquarium-101913-180727330?locale=en-SG,SEA Aquarium,False
小张请侬切腻光,5.0,2-3小时的海底漫步，各项设施和解说完备对华语区十分友好，值得一去。,16/12/23,2,https://sg.trip.com/review/sea-aquarium-101913-180081545?locale=en-SG,SEA Aquarium,False
M52***44,5.0,动物好像没有几年前去的时候多，体型也小，可能是为了环保，里面教育性很强，可以带孩子去接受教育，里面基本都有中午介绍，大人去没什么看头，国内有更不错的,19/11/23,0,https://sg.trip.com/review/sea-aquarium-101913-179850146?locale=en-SG,SEA Aquarium,False
