username,rating,content,time,Attraction
M52****2001,5.0,携程买比现场便宜多了。先是一段时光之旅，慢慢展现新加坡的发展历程，大概两三层楼的样子，走完后就来到了摩天轮的排队入口。在金沙酒店旁体会一次高空俯瞰真的不错，一边坐摩天轮一边听讲解介绍，一次大概半个小时，非常不错。,02/10/2023,Singapore Flyer
开水哥,5.0,先是一段时空之旅，讲述新加坡的变迁历史还有未来发展，光影效果及图文叙述夺人眼球，直至坐上缆车把整个新加坡尽收眼底，几大标志性建筑在高空俯瞰有些不一样的感觉，30分钟的游览不急不躁，恰当好处，总体推荐！,17/08/2023,Singapore Flyer
jj****09,5.0,巨型摩天轮可以观赏新加坡全景，天气好视野可以一路看到马来。进入摩天轮前会通过时光隧道介绍新加坡以及摩天轮的相关内容，设计得比较巧妙。上摩天轮后大概一圈三十分钟，建议6：39左右上去，可以看到天亮到天黑的不同景色，很妙。,12/08/2023,Singapore Flyer
匿名用户,4.0,挺好玩 可以俯览新加坡🇸🇬的景色 哈哈哈哈哈哈哈哈哈哈好很好很好很好哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,14/02/2024,Singapore Flyer
M56****9060,5.0,非常值得一游，全方位观看到滨海湾景色,12/02/2024,Singapore Flyer
320****436,4.7,海滨湾公园可以走到摩天轮大概15-20分钟。走到摩天轮路过双螺旋桥。一圈接近30分钟，可以看到新加坡全景。晚上乘坐看夜景。白天天气好看到更多景观,14/02/2024,Singapore Flyer
CocoZHY,5.0,还是值得一去的.孩子们都很喜欢的.360度最高点看新加坡全景.,10/02/2024,Singapore Flyer
_WeCh****373107,5.0,还是非常值得去一次摩天轮的，摩天轮底下能有一个小展览介绍新加坡的历史。摩天轮能看一下新加坡的夜景，一个仓里不会有很多人，风景还是很好的，,14/02/2024,Singapore Flyer
匿名用户,5.0,值得一去！！,01/01/2024,Singapore Flyer
Lucky YUE,5.0,非常不戳。,05/01/2024,Singapore Flyer
匿名用户,5.0,来过很多次了，小朋友依旧很喜欢！对于摩天轮🎡，小女孩天生没有抵抗力！貌似在轿厢还可以用晚餐，以后有机会来尝试下，想必也是绝佳的！,27/12/2023,Singapore Flyer
筱喇叭花,4.7,搭配一个时光之旅的参观，然后才是摩天轮。作为世界前几的巨型摩天轮，不得不说很稳，一个车厢里大概是十几个人，大概会有3-4个人会站着，我们因为6个人，所以一起上就坐到了座位，很幸运。但是吧，为了拍照，还是会站起来的，夜景很漂亮，值得一去！,18/08/2023,Singapore Flyer
匿名用户,4.0,年前玩不排队，夜景很美，服务也不错,14/02/2024,Singapore Flyer
匿名用户,4.7,登高望远，在无边的夜色中遥望远方的夜景，是白天的平地所不同的感受,20/01/2024,Singapore Flyer
匿名用户,5.0,晚上坐摩天轮看新加坡夜景，各个角度，完美！作为亚洲第一高摩天轮，体验感不错，里面有介绍，空间宽敞舒适，空调温度，蛮低的，可以带件长袖！,10/08/2023,Singapore Flyer
坡岛逗你玩,5.0,亲戚很喜欢 说新加坡很美 幸运的是这次坐的车厢竟然和几年前坐的同一个号码 这也是我第二次坐摩天轮,08/01/2024,Singapore Flyer
枫会带走落樱,4.7,和同学一起做的摩天轮，下午没什么人排队，人气特别好，能见度非常高，新加坡美丽的风景一览无余，非常推荐，里面还有空调和讲解，很到位,23/08/2023,Singapore Flyer
M35****3888,5.0,买票验票都很方便，携程可以现买现用，算算比现场买票还便宜，十一人不多，包车厢的待遇～,05/02/2024,Singapore Flyer
_WeCh****91164,5.0,在摩天轮上能看到最精华的新加坡景色，连我这种恐高人士也敢站在窗口，被窗外景色迷住了。,30/12/2023,Singapore Flyer
外星人,4.3,底层的时光之旅主要介绍了新加坡的历史，我们时间紧张没有怎么看，有点遗憾。摩天轮的整体设计和体验都不错，轿厢很合理，没有摇晃的感觉，最高能到165米，体验感很好，就是刚下过雨，轿厢的玻璃有些水气可能会影响拍照效果，可以俯瞰新加坡夜晚的美景！ 另外竟然还有轿厢是专门用来品酒的，有点意思！,07/10/2023,Singapore Flyer
186****0783,4.7,时光之旅只是上楼坐摩天轮的必经之地，必须要路过的。不能带饮食，一圈下来 30 分钟，可以通过摩天轮轿厢中的电子屏了解新加坡全貌和地标建筑。带孩子来或者情侣旅游合适,17/02/2024,Singapore Flyer
d89****88,5.0,时空之旅展览和摩天轮都不错！了解新加坡的前世今生，在摩天轮上也可以看到新加坡的现在！摩天轮本身的设计也很妙！值得一去！,22/10/2023,Singapore Flyer
37****677,5.0,很惊艳，傍晚去的，正好赶上国庆军演预演，尽览新加坡风光，很多人推荐金沙空中花园不建议去摩天轮，其实各有各自特点,02/08/2023,Singapore Flyer
NoAnswer123,5.0,晚上8点半从宾馆出发去的摩天轮，他们叫flyer，对，佛来野。我有点恐高，最高点不太敢靠近边缘，简单拍了几张照片。同一舱里的小朋友都特别开心,04/10/2023,Singapore Flyer
匿名用户,5.0,最终还是战胜了恐高症，登上亚洲最高的摩天轮，我们到的时候人少，非常幸运的升级包厢了。一圈下来半个多小时，双腿打颤的同时为绝美的夜景所折服,04/09/2023,Singapore Flyer
爱吃西柚的大兔,4.3,上午去的  好处人少 独享一个箱体  缺点是景色应该没有晚上好看,16/02/2024,Singapore Flyer
匿名用户,5.0,新加坡夜景很赞,26/01/2024,Singapore Flyer
四处游玩的江生,5.0,十分好玩，下次还会再来。十分好玩，下次还会再来，可以俯瞰整个城市的景观。可以俯瞰整个城市的景观,29/08/2023,Singapore Flyer
匿名用户,4.7,鸭子船没有想象那么有趣，导游讲解基本听不清，因为太吵，可以带小孩来体验。摩天轮去的时间段为傍晚亮灯前，所以人很少，我们两位安排在一个大玻璃胶囊内，空调很足，胶囊内待半小时会很冷，要穿长袖长裤。,06/09/2023,Singapore Flyer
坡岛逗你玩,5.0,买票住宿基都是选择携程 非常方便,08/01/2024,Singapore Flyer
匿名用户,5.0,出票快，快到景点看人不多才买票，但进去之后还是拍了一会儿队，中秋夜坐摩天轮赏月，别样体验，空调十足，不要忘记带外套，新加坡惯例，室内巨冷，赶上最后一班,07/10/2023,Singapore Flyer
悠莜琦琦,5.0,非常棒的体验，第一次上去，可以俯瞰滨海湾区的美景。视觉效果很强，打卡必备。楼下的小模型非常精致，扫码进来，很方便！地铁走过来很近。边上还有很多小池。,30/10/2023,Singapore Flyer
139****0511,5.0,性价比超高，下次还会选的,11/02/2024,Singapore Flyer
王老师是野兽派,5.0,小朋友第一次坐都很开心,14/02/2024,Singapore Flyer
匿名用户,5.0,视野非要好，风景很美，小朋友很开心，初次去新加坡值得去体验一下,06/10/2023,Singapore Flyer
匿名用户,5.0,还不错 景色一览无余,15/02/2024,Singapore Flyer
匿名用户,5.0,很漂亮的新加坡夜景,06/02/2024,Singapore Flyer
匿名用户,5.0,看日落看夜景绝佳,07/02/2024,Singapore Flyer
jufi,5.0,看看风景休息下,05/02/2024,Singapore Flyer
jufi,5.0,看看看风景,05/02/2024,Singapore Flyer
匿名用户,5.0,看夜景很好,31/01/2024,Singapore Flyer
匿名用户,5.0,夜景还不错,27/01/2024,Singapore Flyer
鸽子鹭鸶,4.3,👍👍👍很方便的购票体验，推荐购买，然后很喜欢摩天轮，视野超级好，一圈28分钟👍👍👍 可以在摩天轮里随意走动参观很奇特,06/10/2023,Singapore Flyer
鸽子鹭鸶,5.0,携程买票可以直接扫码上摩天轮。在一楼先参观时光隧道，二楼和三楼也有，然后就是排队摩天轮，上午11点去，大概排队10分钟就坐上了,06/10/2023,Singapore Flyer
匿名用户,5.0,几年前坐过一次，这次带着全家一起来，赶在日落的时候过来，可惜当天是阴天，但也可以看到新加坡的美景，孩子们很高兴，非常值得打卡,02/08/2023,Singapore Flyer
300****172,5.0,值得一去，夜景真的很赞，一览众山小的感觉，6:30到那个flyer，也不用排队很久，携程上买票也会比在那边买便宜，真的很方便,01/08/2023,Singapore Flyer
liebersommer,5.0,现场随买随入园非常方便，价格也有优惠。刷码也很方便，不用打印。摩天轮上鸟瞰新加坡非常值得。选择飞周末去可以两人包一个车厢。,02/11/2023,Singapore Flyer
匿名用户,5.0,第二次来新加坡了 每次必须来做一次摩天轮 孩子喜欢 做不够 景色棒极了 白天夜景都好看 不同感受 出来后有礼品店，买点纪念品带回家很不错,31/08/2023,Singapore Flyer
匿名用户,5.0,携程买票太方便了 省去了用现金的麻烦，出票迅速，在现场临时下的单，摩天轮到新加坡必须打卡的地方，摩天轮里空间大，看景色美，,31/08/2023,Singapore Flyer
糖宝看世界,5.0,很不错的体验，速度很慢，能看到全景！,04/08/2023,Singapore Flyer
蛙蛙今天要出游,5.0,可以看到坡坡一大半的全景，还可以看到港口的船，摩天轮内部空间很大，很宽敞,01/08/2023,Singapore Flyer
匿名用户,5.0,设施：还算可以 卫生：干净 环境：设施：还算可以 卫生：干净 环境：优美   地理位置好，在摩天轮上看夜景，景色美极了 推荐,31/08/2023,Singapore Flyer
sculptor,3.7,新加坡摩天观景轮于 2008 年 4 月 15 日正式启用，这座 165 米高的观景轮曾经是世界上最高的摩天轮，位于新加坡市中心，摩天轮不仅可以在市内看到，也可以在旁边的马六甲海峡里看到，所以是一个地标。,28/02/2023,Singapore Flyer
M25****9004,5.0,坐着摩天轮，新加坡的景色几乎尽收眼底了，工作日傍晚六点左右去的，没什么人。空调温度合适，一圈下来半个小时左右，很稳很安全。这次还看到了彩虹，开心。,26/08/2023,Singapore Flyer
新加坡旅行者,5.0,【景色】新加坡摩天轮景色优美，在摩天轮上看到整个新加坡滨海湾的风景，是来新加坡旅游的时候打卡胜地。 【趣味】非常值得游览观光。 【性价比】性价比超高。,03/08/2023,Singapore Flyer
M28****5643,5.0,坐摩天轮赏城市夜景，很美,07/08/2023,Singapore Flyer
由由页页,5.0,出票及时，很方便。缆车里空调冷气很足，记得带件外套。。。。。,19/12/2023,Singapore Flyer
_WB2****434,5.0,性价比不是很高 要排队 摩天轮上晚上反光比较严重，拍照会看不太清,13/11/2023,Singapore Flyer
205****153,5.0,惊艳的夜色，值得一观,12/09/2023,Singapore Flyer
冰冻小可乐,5.0,很好的体验，强烈推荐首次到新加坡玩的伙伴去体验一下，真的很棒，整个新加坡尽收眼底。建议晚上去，很震撼，一边是高尔夫球场，一边是CBD夜景,10/10/2023,Singapore Flyer
匿名用户,4.3,进去先是观看时光之旅 会介绍狮城的历史 还蛮好看的  建议傍晚来，这个时候太阳不强烈，人也不多 等我们坐完的时候已经大排长龙了 都是来看夜晚的灯光的,06/09/2023,Singapore Flyer
139****2556,5.0,非常值得一去，能看到新加坡全景，视野开阔，运行平稳。,03/11/2023,Singapore Flyer
匿名用户,5.0,乘坐时间不长，但是可以看到的夜景很漂亮，推荐晚上去,27/11/2023,Singapore Flyer
llwlwwj,4.0,在一楼检票，进去可以先看一个时空表演，就是动画效果，讲新加坡历史的，边看就边上楼了，半个小时转一圈，白天去的，景色一般吧，轿厢里有空调，很凉快，还有平板，可以查地图,16/08/2023,Singapore Flyer
Dani****ngwei,5.0,这个摩天轮绝对是空中俯瞰新加坡中心区的最佳选择之一！而且工作人员也很友好！,18/10/2023,Singapore Flyer
夏至夏末bj,3.7,亚洲第二大摩天轮，但自我感觉一般,12/02/2024,Singapore Flyer
M23****5787,5.0,俯瞰新加坡夜景，不错的体验，进去之前的时光之旅可以了解新加坡的历史。,03/09/2023,Singapore Flyer
匿名用户,5.0,景色超级美，世界三大摩天轮果然名不虚传.值得上去体验一下，哈哈哈,02/08/2023,Singapore Flyer
悠悠一叹,5.0,不错不错！风景真的很棒,29/08/2023,Singapore Flyer
chainlau,5.0,全世界三个大型摩天轮，其中一个就在新加坡，最高点可以一览新加坡的美景，白天视线好甚至可以看到马来西亚,08/10/2023,Singapore Flyer
_WeCh****468484,4.7,网上买票直接扫码进入，排队30分钟左右，还是可以去看看。,30/08/2023,Singapore Flyer
匿名用户,5.0,这个是需要先去观看新加坡的建国历史后才可以进去坐的360的摩天轮，虽然感觉听上去建国历史很枯燥，但场馆里的设置会让人沉浸其中，去互动，去了解，去探索；很值得一次的体验,16/08/2023,Singapore Flyer
芋头罐子,4.7,新加坡也是世界最大的摩天轮之一，值得一去,17/12/2023,Singapore Flyer
鸵鸟叔叔,5.0,价格合理，使用很方便，直接扫码就OK,01/12/2023,Singapore Flyer
fr****ng,4.7,摩天轮转的有点慢，其他一切都不错,14/12/2023,Singapore Flyer
徐菠萝,5.0,十一期间下午5点左右去的，不排队没什么人。一个倉就坐了6个人，体验不错,03/10/2023,Singapore Flyer
kathyaxl,4.0,周边有点荒凉，外面路边卫生间奇脏无比，摩天轮楼里设施比较陈旧，上了摩天轮感觉还不错，里面干净整洁，有空调，封闭性好，在上面看景色非常棒，整体还行吧！,23/08/2023,Singapore Flyer
M30****8895,5.0,很不错的体验，但是太高了，有恐高的慎选。不过正因为高，视野很棒。,21/08/2023,Singapore Flyer
135****1312,5.0,一览整个城市繁华,17/12/2023,Singapore Flyer
M30****3733,5.0,方便，验票快！,26/10/2023,Singapore Flyer
MARK1972,3.0,一般吧，没有什么亮点，也没有什么大的问题，就那样吧！,11/02/2024,Singapore Flyer
匿名用户,5.0,很棒的摩天轮,09/12/2023,Singapore Flyer
Global Travel,5.0,感觉真不错,03/12/2023,Singapore Flyer
298****762,5.0,夜景很美！,27/10/2023,Singapore Flyer
希洪吉罗德,5.0,新加坡摩天轮，可以在高空俯瞰花园城市的魅力和风景。,05/09/2023,Singapore Flyer
依依不舍小香香,5.0,新加坡的摩天轮是最安全最好最大的，连我这个恐高的人都没有感觉到害怕，小孩子们就更加喜欢了，还希望多坐几次，尤其是夜间乘坐观感更美好,12/08/2023,Singapore Flyer
M61****87,5.0,刚做完下来，白天基本不排队而且分家乘坐，直接包舱很爽。不能带瓶装水进去，放背包里没事，拿在手里工作人员看见了就让喝完扔掉再进,10/08/2023,Singapore Flyer
匿名用户,4.0,Time capsule 还比较增长见识 关于SG的文化历史 也拍了不少照片。这是我们到来的第一天 所以坐上摩天轮还是比较新奇的 人也不多 相当于三个人包厢。不太满意的是一路过来指示不明显 走了很多冤枉路 最后是从一个停车场电梯找上来的。偶遇了其他也是迷路的游客。,12/08/2023,Singapore Flyer
e_w****ui,5.0,新加坡摩天观景轮位于高楼之上。,06/09/2023,Singapore Flyer
134****1097,5.0,最喜欢的就是摩天轮，很美,04/10/2023,Singapore Flyer
M52****374,5.0,碰到新加坡国庆庆祝活动,29/07/2023,Singapore Flyer
M31****3328,5.0,非常值得打卡的地方，最好带个好点的相机，拍夜景，俯瞰非常美,02/09/2023,Singapore Flyer
ya****bs,4.0,坡国的摩天于市中心，视野非常好，可以将滨海湾附近的大大小小景观尽收眼底，夜景很漂亮，值得去看看,26/07/2023,Singapore Flyer
pota****o83,4.7,摩天轮每个车厢都巨宽敞，我们去的时候人少，4个人就包厢了，特别爽。上摩天轮之前的时光胶囊展览空调很冷，还很黑，娃不感兴趣，就草草走过去了，要是仔细看看应该也还行吧。,03/10/2023,Singapore Flyer
平安1314999,4.0,很稳，很慢，到顶的时候景色还是不错的。刚好那天是类似国庆的日子，还看到了烟花。不错,10/08/2023,Singapore Flyer
匿名用户,3.7,趁着太阳快落山时乘坐的摩天轮，人也比较少没那么晒，20分钟总体感觉很愉悦景色不错,18/09/2023,Singapore Flyer
Deedee,5.0,sigapore flyer  和鸭子船一起买的套票 先去鸭子船 游河结束后工作人员小姐姐会给打印好的摩天轮的票 我们开始以为不用打印票的 下了鸭子船就走人 被小姐姐喊回头拿票😂😂 谢谢！ 摩天轮下午2点才开始   超大的carriage 一般安排10人左右一个车厢 空间非常大 我们车厢安排了一家5口+一对情侣+我们一家三口  大家在里面走来走去 也不会显得拥挤 白天新加坡的景色也是很让人心旷神怡,11/04/2023,Singapore Flyer
320****969,5.0,特别好，风景超级美！原相机直接出片，去的时候人不多，单独乘坐孩子玩的很开心。,19/10/2023,Singapore Flyer
_WeCh****521674,4.3,值得一去的摩天轮，拥有世界之最，虽不是世界最高的，但也是前几了，能一览新加坡,04/10/2023,Singapore Flyer
灵灵的老爷子,4.3,玩的挺开心，老婆很喜欢，看看也不错,01/08/2023,Singapore Flyer
M54****177,5.0,很棒，视野正好可以看到最美的风景,28/08/2023,Singapore Flyer
米米米豆,5.0,晚上去的，世界第二大摩天轮，能看到三个国家，大晚上也分辨不清楚都是哪里,02/10/2023,Singapore Flyer
匿名用户,5.0,乘坐效果很好，能看到新加坡的夜景，我很喜欢，速度不快，对恐高者很友好,19/08/2023,Singapore Flyer
JIYACHUN,5.0,非常很好，又大又稳，可以随意走动、拍照。景观全面！赠送的参观可以略过,17/08/2023,Singapore Flyer
210****008,4.3,摩天轮还是不错的，看到整个新加坡，做一次还是不错的，第二次就没意思了,30/07/2023,Singapore Flyer
M25****790,4.0,价格不便宜，但在新加坡也不算贵，可以晚上来，凉快，而且夜景比较好看,25/08/2023,Singapore Flyer
喜欢猫的虎,5.0,新加坡摩天轮的高度约为165米，相等于42层楼，是亚洲目前最高的摩天轮。 28个安装了空调的座舱可以分别容纳28名乘客，也可以包厢独自与情侣享用摩天轮的丰盛餐点。 旋转一周约用30分钟时间，不仅能够360°鸟瞰新加坡的城市景观，还可以远眺直到约45公里外的景色。 大楼中庭还有一座郁郁葱葱的热带雨林，雨林内的瀑布、小溪、岩石堆等绘成一幅幅供摄影的如画景观。,30/06/2023,Singapore Flyer
135****1841,4.7,看夜景挺美的,29/08/2023,Singapore Flyer
134****5508,5.0,孩子说很值,12/08/2023,Singapore Flyer
vevan,5.0,简单方便的,11/08/2023,Singapore Flyer
匿名用户,5.0,摩天轮上面的夜景真的非常美，大家一定要去看！！！,23/08/2023,Singapore Flyer
匿名用户,5.0,晚上坐上摩天轮俯瞰整个新加坡夜景美美哒！,15/10/2023,Singapore Flyer
极光小鲸,5.0,座落于新加坡河畔，可以远眺滨海艺术中心、滨海湾金沙酒店、F1新加坡站赛道、科学艺术博物馆等等，此外，还能远眺直到约45公里外的景色，包括印度尼西亚的巴淡岛、民丹岛，以及马来西亚的柔佛州。摩天轮上升速度非常平缓，并不会有畏惧感，旋转一周大约耗时三十分钟。摩天轮下还有“新加坡路边摊”，这个拥有超过800个座位的食阁，以20世纪60年代为主题装潢布置，让人仿佛进入了时光隧道。白天去和晚上去看到的是不一样的风景体验。,15/05/2023,Singapore Flyer
小花牛牛808,4.0,夜幕下不同角度的摩天轮🎡  如果玩儿过🎢云霄飞车和缆车🚡，俯瞰过灯火辉煌的海面和深不可测的崇山峻岭，恐怕灯红酒绿的市区景色就难以挑起你“上天”的兴致。  于是，在徒步逛公园的路上，不同角度拍下了不同颜色灯光下点缀的摩天轮。  有句话说的好：你在摩天轮上鸟瞰蚁人，我在陆地上仰视你😬。,22/03/2023,Singapore Flyer
匿名用户,5.0,直接出示手机二维码就能进去了，挺方便的,02/10/2023,Singapore Flyer
匿名用户,5.0,非常nice的体验之旅！,13/10/2023,Singapore Flyer
红豆冰绿豆冰,5.0,值得，非常好，下次还来,20/09/2023,Singapore Flyer
匿名用户,5.0,上面的夜景真的非常美！,23/08/2023,Singapore Flyer
M39****4828,5.0,值得去，美好的回忆。,18/08/2023,Singapore Flyer
M59****710,5.0,赶上国庆烟花秀，超值,16/08/2023,Singapore Flyer
_WeCh****11117,5.0,全程大概30分钟，转一圈，感觉过的很快。我们去的那天还赶上下边的坦克展览，还刚刚好赶上了烟花，景色特别棒！里边的空间比较大，大家都在合影拍照。我们是晚上去的没那么热，估计白天去的话应该会晒的很热，尽管里边有空调,01/02/2023,Singapore Flyer
匿名用户,5.0,非常适合大家一起玩,25/09/2023,Singapore Flyer
M57****431,5.0,非常的好 下次还买,29/08/2023,Singapore Flyer
121****908,5.0,天气好上去更好看,19/08/2023,Singapore Flyer
伯茲维尔班固,5.0,携程服务还是无敌,18/08/2023,Singapore Flyer
majury,5.0,夜景超级棒！！,13/08/2023,Singapore Flyer
M56****5850,5.0,特别好，风景好,11/08/2023,Singapore Flyer
M66****14,5.0,好好好好好好好,05/08/2023,Singapore Flyer
M49****356,5.0,非常慢  观景不错,26/07/2023,Singapore Flyer
M66****14,4.3,夜色很美。。,05/08/2023,Singapore Flyer
M47****0314,5.0,体验感非常好,28/07/2023,Singapore Flyer
M28****588,5.0,真的很不错,13/10/2023,Singapore Flyer
M28****588,5.0,不错的选择,13/10/2023,Singapore Flyer
caisi,5.0,很好很及时,13/09/2023,Singapore Flyer
M19****460,5.0,好好好好好,25/08/2023,Singapore Flyer
匿名用户,5.0,很棒的体验,24/08/2023,Singapore Flyer
匿名用户,5.0,體驗很讚！,22/08/2023,Singapore Flyer
匿名用户,5.0,好 非常好看,14/08/2023,Singapore Flyer
dI_Ib,5.0,很美的景点,07/08/2023,Singapore Flyer
M15****525,5.0,在携程的价格比现场优惠，新加坡夜景很美,25/06/2023,Singapore Flyer
320****863,4.7,亚洲第一摩天轮🎡不错！可以俯瞰新加坡远眺马来柔佛部分印尼🇮🇩岛屿，清楚看到马六甲海峡和鱼尾狮公园以及很多新加坡地标！,17/07/2023,Singapore Flyer
138****5506,5.0,新加坡必打卡点之一，而且是一家人坐一个摩天轮🎡真的很舒适很惬意，能看到整个新加坡滨海湾的景色，很美！小孩和老人都很开心！,17/05/2023,Singapore Flyer
ruby0730,5.0,有带饮品的缆车箱，晚上还有可以吃饭的缆车箱，这个觉得都挺好。虽然没时间没试。但是应该很不错。,14/05/2023,Singapore Flyer
_WeCh****628806,4.7,flyer的服务是绝对没话说la，仔细周到及时，又感觉轻松亲切。  在flyer里面看外面的话，繁华尽收眼底，现代化都市的标配。  可以在flyer里走动，随处取景拍照，不太敢走到玻璃窗太贴近的地方，那么高，还是有点害怕滴,17/07/2023,Singapore Flyer
M14****550,5.0,晚上去坐的，现场临时买的票，排队不长； 看看新加坡的夜景，真的太美了。 带孩子去坐的，俯瞰新加坡，能看到鱼尾狮，金沙等等,20/07/2023,Singapore Flyer
HS720,5.0,下午携程网上购票，五秒出电子票。看了时光穿梭 ，很好玩儿，不错的体验。天快黑时登上摩天轮，可以坐15人，宽敞还可以自由走动，美景尽收眼底。开心愉悦的体验。,30/06/2023,Singapore Flyer
_M15****9727,5.0,这种形式对餐饮的要求不能太高，但也过得去，尤其甜品意外好吃。环境和服务都不错，许久未见的朋友一起聊聊天，看看夜景，总共大概一小时，也是个不错的选择。,11/06/2023,Singapore Flyer
゛无名小姐💙,5.0,很不错的体验！夜晚看到的灯火辉煌的新加坡🇸🇬,22/06/2023,Singapore Flyer
新加坡旅行者,5.0,【景色】新加坡摩天轮景色宜人，是到新加坡旅游的时候打卡胜地，在摩天轮上可以俯瞰整个新加坡滨海湾的景色。 【趣味】非常值得游览观光。 【性价比】性价比超高。,30/04/2023,Singapore Flyer
糖糖ttttt,5.0,景色超棒，一家人玩得很开心！,08/07/2023,Singapore Flyer
新加坡旅行者,5.0,【景色】新加坡摩天观景轮可以俯瞰整个滨海地区的美丽风景，是来新加坡旅游的时候打卡胜地。 【趣味】非常值得游览观光。 【性价比】性价比超高。,29/01/2023,Singapore Flyer
M27****3996,5.0,还不错😊,11/07/2023,Singapore Flyer
尹太太,5.0,晚上有夜景,05/07/2023,Singapore Flyer
M42****7291,4.7,亚洲第一高的摩天轮，到了最高点还是很震撼的，繁忙的港口、近在眼前的金沙酒店、碰到暴雨天，还能看到这边晴空万里，远处市中心乌云密布,08/05/2023,Singapore Flyer
waterring,4.0,摩天轮转一圈半个小时，能饱览新加坡繁华璀璨夜景，看车水马龙流光溢彩，夜间霓虹斑斓，更显时尚摩登都市气息。 小孩子会很喜欢。,27/04/2023,Singapore Flyer
SISISIY,5.0,全世界现在是排名第三高的摩天轮🎡，每个仓可以坐28人，有28个观景仓，绕一圈需要38分钟，所以非常值得上去看看风景的,26/02/2023,Singapore Flyer
ya****bs,5.0,坡国滨海花园附近的摩天轮很值得去坐坐，内部环境很好，还有些类似包间的单独场景布置，配上美美的夜景灯光，感觉表太好了,25/04/2023,Singapore Flyer
jasonhuilee,4.0,可以看到滨海湾全貌，金沙、鱼尾狮都可以看到，推荐晚上去看夜景,07/04/2023,Singapore Flyer
_WeCh****817432,5.0,缆车里面也有空调哦，内部空间很大 ，挺舒适滴,18/07/2023,Singapore Flyer
茉茉无香,5.0,世界第三大摩天轮，景色很美，里面空间很大，空调很凉快。带孩子和老人的值得一去。携程购票很方便，扫二维码直接进入。满意的。,20/07/2023,Singapore Flyer
d47****95,3.7,时光之旅和摩天轮是连在一起的，参观完时光之旅然后就是接着看摩天轮，时光之旅还是可以看看，摩天轮一圈半个小时，空调比较足，看着还是不错，没体验过可以试试，如果坐过更好的摩天轮，那就白云再尝试了。时光之旅就是介绍新加坡的一些历史，一般般。本次是带老人和小孩一起去看的,05/04/2023,Singapore Flyer
loveyuki,5.0,在接待室，全程有小姐姐带领，优先登舱绝佳，不用排队，最关键是包舱，另一边通道进入特殊的舱，鸡尾酒好看味道一般，还有坚果小包，性价比很高，体验超值，夜景适合出片,06/07/2023,Singapore Flyer
新加坡旅行者,5.0,【景色】新加坡摩天轮是新加坡地标建筑之一，是来新加坡旅游必打卡景点。在摩天轮上观景，可以俯瞰新加坡海湾秀丽风光。 【趣味】非常值得游览胜地。 【性价比】性价比超高。,20/04/2022,Singapore Flyer
希洪吉罗德,5.0,坐上观景摩天轮，花园城市尽收眼底，漂亮的地方，还会再来的。,04/06/2023,Singapore Flyer
希洪吉罗德,5.0,这个摩天轮🎡太漂亮了，可以俯瞰整个金海湾，那是太美了。,03/03/2023,Singapore Flyer
由我决定,5.0,很值得体验的游乐项目，从高空俯瞰滨海湾，真的是美不胜收,17/02/2023,Singapore Flyer
Helen,5.0,在摩天轮🎡上欣赏滨海湾美景是最佳选择，白天和晚上可以欣赏到不一样的风光，金沙酒店白天晚上都是那样迷人，晚上可以看到灯光秀。,30/06/2023,Singapore Flyer
ya****bs,4.0,坡国的摩天轮值得一试，一圈下来半小时，全城主要地区景色也能尽收眼底，配合观景轮内的自动视频讲解，环境和效果都不错，夜景更赞,24/01/2023,Singapore Flyer
A百草园,5.0,预订时只有三个入场时段可选，但我提前到了，前台说可以安排入场。鸡尾酒会在进入摩天轮座舱时奉上，运气不错一人独享整个座舱。,10/12/2022,Singapore Flyer
e_w****ui,5.0,摩天观景轮是新加坡旅游的必去景点之一。,30/05/2023,Singapore Flyer
坏熊,5.0,景观很好，服务周到，满意的一次活动。,29/06/2023,Singapore Flyer
M29****8551,5.0,新加坡摩天观景轮，是当地的景观风景,16/06/2023,Singapore Flyer
廷巴克图,5.0,还不错，看完灯光秀走走过去半小时，,13/06/2023,Singapore Flyer
由我决定,5.0,很值得体验的好地方，非常喜欢新加坡,18/05/2023,Singapore Flyer
谁都没有我幸运,5.0,新加坡之眼太棒了，非常喜欢 哈哈哈,06/06/2023,Singapore Flyer
ya****bs,5.0,坡国市中心的摩天轮还不比较值得去坐一坐的，一圈下来半小时光景，视野非常好，几乎把当地的景色一览无遗，而且晚上的夜景又是另一番非常不一样的体验，挺不错的,21/04/2022,Singapore Flyer
新加坡旅行者,5.0,【景色】新加坡摩天轮是东南亚最大的摩天轮，新加坡摩天轮位于鱼尾狮公园，可以俯瞰新加坡的美丽风景。 【趣味】非常值得游览观光。 【性价比】性价比超高。,22/10/2022,Singapore Flyer
新加坡旅行者,5.0,【景色】新加坡摩天轮是新加坡地标建筑，在摩天轮上可以看到滨海湾的风景，非常值得游览观光。 【趣味】非常值得游览胜地。 【性价比】性价比超高。,20/07/2022,Singapore Flyer
sisulegend,3.0,也就随便打打卡，感觉比较普通，而且对我而言速度太慢了，感觉半天不动，有点无聊。。。景色嘛，还可以吧，个人觉得不如函馆的那个百万夜景😄,20/07/2023,Singapore Flyer
