username,rating,content,time,image,UserURL,Attraction,is_english,is_japanese,cleaned_content,all_words,verbs,nouns,adjectives
Anonymous User,5.0,很棒的摩天轮,09/12/23,0,https://sg.trip.com/review/singapore-flyer-10758467-180020629?locale=en-SG,Singapore Flyer,False,False,很棒的摩天轮,很棒 摩天轮,,摩天轮,很棒
Global Travel,5.0,感觉真不错,03/12/23,0,https://sg.trip.com/review/singapore-flyer-10758467-179992268?locale=en-SG,Singapore Flyer,False,False,感觉真不错,感觉 真不错,,感觉,
298***62,5.0,夜景很美！,27/10/23,0,https://sg.trip.com/review/singapore-flyer-10758467-179550712?locale=en-SG,Singapore Flyer,False,False,夜景很美。,夜景 美,,夜景 美,
希洪吉罗德,5.0,新加坡摩天轮，可以在高空俯瞰花园城市的魅力和风景。,05/09/23,0,https://sg.trip.com/review/singapore-flyer-10758467-178837941?locale=en-SG,Singapore Flyer,False,False,新加坡摩天轮可以在高空俯瞰花园城市的魅力和风景。,新加坡 摩天轮 高空 俯瞰 花园 城市 魅力 风景,俯瞰,新加坡 摩天轮 高空 花园 城市 魅力 风景,
依依不舍小香香,5.0,新加坡的摩天轮是最安全最好最大的，连我这个恐高的人都没有感觉到害怕，小孩子们就更加喜欢了，还希望多坐几次，尤其是夜间乘坐观感更美好,12/08/23,0,https://sg.trip.com/review/singapore-flyer-10758467-178265786?locale=en-SG,Singapore Flyer,False,False,新加坡的摩天轮是最安全最好最大的连我这个恐高的人都没有感觉到害怕小孩子们就更加喜欢了还希望多坐几次尤其是夜间乘坐观感更美好,新加坡 摩天轮 的连 恐高 感觉 害怕 小孩子 喜欢 希望 坐 几次 夜间 乘坐 观感 美好,害怕 喜欢 希望 坐 乘坐,新加坡 摩天轮 感觉 小孩子 观感,恐高 美好
M61***87,5.0,刚做完下来，白天基本不排队而且分家乘坐，直接包舱很爽。不能带瓶装水进去，放背包里没事，拿在手里工作人员看见了就让喝完扔掉再进,10/08/23,0,https://sg.trip.com/review/singapore-flyer-10758467-178227252?locale=en-SG,Singapore Flyer,False,False,刚做完下来白天基本不排队而且分家乘坐直接包舱很爽。不能带瓶装水进去放背包里没事拿在手里工作人员看见了就让喝完扔掉再进,刚 完 白天 排队 分家 乘坐 包舱 很爽 带 瓶装水 进去 放 背包 里 没事 手里 工作人员 就让 喝完 扔掉 进,完 乘坐 带 进去 放 没事 就让 喝完 扔掉 进,排队 分家 包舱 瓶装水 背包 工作人员,很爽
Anonymous User,4.0,Time capsule 还比较增长见识 关于SG的文化历史 也拍了不少照片。这是我们到来的第一天 所以坐上摩天轮还是比较新奇的 人也不多 相当于三个人包厢。不太满意的是一路过来指示不明显 走了很多冤枉路 最后是从一个停车场电梯找上来的。偶遇了其他也是迷路的游客。,12/08/23,0,https://sg.trip.com/review/singapore-flyer-10758467-178267016?locale=en-SG,Singapore Flyer,False,False,Time capsule 还比较增长见识。关于SG的文化历史。也拍了不少照片。这是我们到来的第一天。所以坐上摩天轮还是比较新奇的。人也不多。相当于三个人包厢。不太满意的是一路过来指示不明显。走了很多冤枉路。最后是从一个停车场电梯找上来的。偶遇了其他也是迷路的游客。,Time   capsule   增长 见识 SG 文化 历史 拍 不少 照片 到来 第一天 坐 摩天轮 新奇 相当于 三个 包厢 太 满意 一路 指示 走 很多 冤枉路 是从 停车场 电梯 找上来 偶遇 迷路 游客,增长 见识 拍 坐 相当于 满意 指示 走 是从 找上来,文化 历史 照片 摩天轮 新奇 包厢 冤枉路 停车场 电梯 偶遇 迷路 游客,
e_w***ui,5.0,新加坡摩天观景轮位于高楼之上。,06/09/23,0,https://sg.trip.com/review/singapore-flyer-10758467-178847385?locale=en-SG,Singapore Flyer,False,False,新加坡摩天观景轮位于高楼之上。,新加坡 摩天 观景 轮 位于 高楼 之上,位于,新加坡 摩天 观景 高楼,
134***97,5.0,最喜欢的就是摩天轮，很美,04/10/23,2,https://sg.trip.com/review/singapore-flyer-10758467-179254324?locale=en-SG,Singapore Flyer,False,False,最喜欢的就是摩天轮很美,喜欢 摩天轮 美,喜欢,摩天轮 美,
M52***74,5.0,碰到新加坡国庆庆祝活动,29/07/23,2,https://sg.trip.com/review/singapore-flyer-10758467-177804520?locale=en-SG,Singapore Flyer,False,False,碰到新加坡国庆庆祝活动,碰到 新加坡 国庆 庆祝 活动,碰到 庆祝 活动,新加坡,
M31***28,5.0,非常值得打卡的地方，最好带个好点的相机，拍夜景，俯瞰非常美,02/09/23,1,https://sg.trip.com/review/singapore-flyer-10758467-178753950?locale=en-SG,Singapore Flyer,False,False,非常值得打卡的地方最好带个好点的相机拍夜景俯瞰非常美,值得 打卡 地方 带 相机 拍 夜景 俯瞰 美,值得 打卡 带 拍 俯瞰,地方 夜景 美,
yan***bs,4.0,坡国的摩天于市中心，视野非常好，可以将滨海湾附近的大大小小景观尽收眼底，夜景很漂亮，值得去看看,26/07/23,0,https://sg.trip.com/review/singapore-flyer-10758467-177763956?locale=en-SG,Singapore Flyer,False,False,坡国的摩天于市中心视野非常好可以将滨海湾附近的大大小小景观尽收眼底夜景很漂亮值得去看看,坡国 摩天 市中心 视野 滨海湾 大大小小 景观 尽收眼底 夜景 很漂亮 值得,值得,坡国 摩天 市中心 视野 滨海湾 景观 夜景 很漂亮,
pot***83,4.0,摩天轮每个车厢都巨宽敞，我们去的时候人少，4个人就包厢了，特别爽。上摩天轮之前的时光胶囊展览空调很冷，还很黑，娃不感兴趣，就草草走过去了，要是仔细看看应该也还行吧。,03/10/23,0,https://sg.trip.com/review/singapore-flyer-10758467-179238641?locale=en-SG,Singapore Flyer,False,False,摩天轮每个车厢都巨宽敞我们去的时候人少个人就包厢了特别爽。上摩天轮之前的时光胶囊展览空调很冷还很黑娃不感兴趣就草草走过去了要是仔细看看应该也还行吧。,摩天轮 车厢 巨 宽敞 少 包厢 特别 爽 摩天轮 时光 胶囊 展览 空调 冷 黑 娃 不感兴趣 草草 走 仔细 还行,展览 走 还行,摩天轮 车厢 包厢 爽 摩天轮 时光 胶囊 空调 娃 草草,巨 宽敞 少 冷 黑 仔细
平安1314999,4.0,很稳，很慢，到顶的时候景色还是不错的。刚好那天是类似国庆的日子，还看到了烟花。不错,10/08/23,2,https://sg.trip.com/review/singapore-flyer-10758467-178233296?locale=en-SG,Singapore Flyer,False,False,很稳很慢到顶的时候景色还是不错的。刚好那天是类似国庆的日子还看到了烟花。不错,很稳 很慢 顶 景色 不错 刚好 那天 类似 国庆 日子 烟花 不错,顶 类似,景色 日子 烟花,很稳 不错 不错
Anonymous User,4.0,趁着太阳快落山时乘坐的摩天轮，人也比较少没那么晒，20分钟总体感觉很愉悦景色不错,18/09/23,2,https://sg.trip.com/review/singapore-flyer-10758467-179051762?locale=en-SG,Singapore Flyer,False,False,趁着太阳快落山时乘坐的摩天轮人也比较少没那么晒分钟总体感觉很愉悦景色不错,太阳 快 落山 乘坐 摩天轮 少 没 晒 分钟 总体 感觉 愉悦 景色 不错,乘坐 没 晒,太阳 落山 摩天轮 总体 感觉 景色,快 少 愉悦 不错
Deedee,5.0,sigapore flyer 和鸭子船一起买的套票先去鸭子船 游河结束后工作人员小姐姐会给打印好的摩天轮的票 我们开始以为不用打印票的 下了鸭子船就走人 被小姐姐喊回头拿票😂😂 谢谢！摩天轮下午2点才开始  超大的carriage 一般安排10人左右一个车厢 空间非常大 我们车厢安排了一家5口+一对情侣+我们一家三口  大家在里面走来走去 也不会显得拥挤 白天新加坡的景色也是很让人心旷神怡,11/04/23,6,https://sg.trip.com/review/singapore-flyer-10758467-175475507?locale=en-SG,Singapore Flyer,False,False,sigapore flyer 和鸭子船一起买的套票先去鸭子船。游河结束后工作人员小姐姐会给打印好的摩天轮的票。我们开始以为不用打印票的。下了鸭子船就走人。被小姐姐喊回头拿票 谢谢。摩天轮下午点才开始。超大的carriage 一般安排人左右一个车厢。空间非常大。我们车厢安排了一家口一对情侣我们一家三口。大家在里面走来走去。也不会显得拥挤。白天新加坡的景色也是很让人心旷神怡,sigapore   flyer   鸭子 船 买 套票 先 鸭子 船 游河 结束 工作人员 小姐姐 打印 摩天轮 票 不用 打印 票 鸭子 船 走 小姐姐 喊 回头 拿票   谢谢 摩天轮 下午 超大 carriage   安排 车厢 空间 车厢 安排 一家 口 一对 情侣 一家 三口 走来走去 显得 拥挤 白天 新加坡 景色 心旷神怡,买 结束 打印 不用 打印 走 喊 回头 超大 安排 安排 显得 拥挤,鸭子 船 套票 鸭子 船 游河 工作人员 小姐姐 摩天轮 票 票 鸭子 船 小姐姐 拿票 谢谢 摩天轮 车厢 空间 车厢 情侣 新加坡 景色,
320***69,5.0,特别好，风景超级美！原相机直接出片，去的时候人不多，单独乘坐孩子玩的很开心。,19/10/23,0,https://sg.trip.com/review/singapore-flyer-10758467-179446358?locale=en-SG,Singapore Flyer,False,False,特别好风景超级美。原相机直接出片去的时候人不多单独乘坐孩子玩的很开心。,特别 风景 超级 美 原 相机 出片 人不多 单独 乘坐 孩子 玩 开心,乘坐 玩 开心,风景 美 原 出片 孩子,
_We***74,5.0,值得一去的摩天轮，拥有世界之最，虽不是世界最高的，但也是前几了，能一览新加坡,04/10/23,0,https://sg.trip.com/review/singapore-flyer-10758467-179243033?locale=en-SG,Singapore Flyer,False,False,值得一去的摩天轮拥有世界之最虽不是世界最高的但也是前几了能一览新加坡,值得 一去 摩天轮 拥有 世界之最 世界 前 一览 新加坡,值得 拥有,摩天轮 世界之最 世界 一览 新加坡,
灵灵的老爷子,4.0,玩的挺开心，老婆很喜欢，看看也不错,01/08/23,3,https://sg.trip.com/review/singapore-flyer-10758467-177972387?locale=en-SG,Singapore Flyer,False,False,玩的挺开心老婆很喜欢看看也不错,玩 挺 开心 老婆 喜欢 不错,玩 挺 开心 喜欢,老婆,不错
M54***77,5.0,很棒，视野正好可以看到最美的风景,28/08/23,1,https://sg.trip.com/review/singapore-flyer-10758467-178696121?locale=en-SG,Singapore Flyer,False,False,很棒视野正好可以看到最美的风景,很棒 视野 正好 最美 风景,,视野 风景,很棒 正好 最美
米米米豆,5.0,晚上去的，世界第二大摩天轮，能看到三个国家，大晚上也分辨不清楚都是哪里,02/10/23,0,https://sg.trip.com/review/singapore-flyer-10758467-179216072?locale=en-SG,Singapore Flyer,False,False,晚上去的世界第二大摩天轮能看到三个国家大晚上也分辨不清楚都是哪里,晚上 世界 第二 摩天轮 三个 国家 晚上 分辨,分辨,世界 摩天轮 国家,
Anonymous User,5.0,乘坐效果很好，能看到新加坡的夜景，我很喜欢，速度不快，对恐高者很友好,19/08/23,0,https://sg.trip.com/review/singapore-flyer-10758467-178504497?locale=en-SG,Singapore Flyer,False,False,乘坐效果很好能看到新加坡的夜景我很喜欢速度不快对恐高者很友好,乘坐 效果 新加坡 夜景 喜欢 速度 不快 恐 高者 友好,乘坐 喜欢,效果 新加坡 夜景 速度 高者,友好
JIYACHUN,5.0,非常很好，又大又稳，可以随意走动、拍照。景观全面！赠送的参观可以略过,17/08/23,0,https://sg.trip.com/review/singapore-flyer-10758467-178345891?locale=en-SG,Singapore Flyer,False,False,非常很好又大又稳可以随意走动拍照。景观全面。赠送的参观可以略过,很好 稳 随意 走动 拍照 景观 赠送 参观 略过,走动 拍照 赠送 略过,景观 参观,稳
210***08,5.0,摩天轮还是不错的，看到整个新加坡，做一次还是不错的，第二次就没意思了,30/07/23,0,https://sg.trip.com/review/singapore-flyer-10758467-177813662?locale=en-SG,Singapore Flyer,False,False,摩天轮还是不错的看到整个新加坡做一次还是不错的第二次就没意思了,摩天轮 不错 新加坡 不错 第二次 没意思,,摩天轮 新加坡,不错 不错
M25***90,4.0,价格不便宜，但在新加坡也不算贵，可以晚上来，凉快，而且夜景比较好看,25/08/23,0,https://sg.trip.com/review/singapore-flyer-10758467-178587465?locale=en-SG,Singapore Flyer,False,False,价格不便宜但在新加坡也不算贵可以晚上来凉快而且夜景比较好看,价格 便宜 新加坡 不算 贵 晚上 凉快 夜景 好看,不算 好看,价格 新加坡 夜景,便宜 贵 凉快
喜欢猫的虎,5.0,新加坡摩天轮的高度约为165米，相等于42层楼，是亚洲目前最高的摩天轮。28个安装了空调的座舱可以分别容纳28名乘客，也可以包厢独自与情侣享用摩天轮的丰盛餐点。旋转一周约用30分钟时间，不仅能够360&deg;鸟瞰新加坡的城市景观，还可以远眺直到约45公里外的景色。大楼中庭还有一座郁郁葱葱的热带雨林，雨林内的瀑布、小溪、岩石堆等绘成一幅幅供摄影的如画景观。,30/06/23,3,https://sg.trip.com/review/singapore-flyer-10758467-177355317?locale=en-SG,Singapore Flyer,False,False,新加坡摩天轮的高度约为米相等于层楼是亚洲目前最高的摩天轮。个安装了空调的座舱可以分别容纳名乘客也可以包厢独自与情侣享用摩天轮的丰盛餐点。旋转一周约用分钟时间不仅能够deg鸟瞰新加坡的城市景观还可以远眺直到约公里外的景色。大楼中庭还有一座郁郁葱葱的热带雨林雨林内的瀑布小溪岩石堆等绘成一幅幅供摄影的如画景观。,新加坡 摩天轮 高度 约 米 相等于 层楼 亚洲 摩天轮 安装 空调 座舱 容纳 名 乘客 包厢 独自 情侣 享用 摩天轮 丰盛 餐点 旋转 一周 约 分钟 时间 deg 鸟瞰 新加坡 城市 景观 远眺 约 公里 外 景色 大楼 中庭 一座 郁郁葱葱 热带雨林 雨林 瀑布 小溪 岩石 堆 绘成 一幅幅 供 摄影 画 景观,安装 享用 旋转 鸟瞰 远眺 堆 绘成 供 画,新加坡 摩天轮 高度 层楼 亚洲 摩天轮 空调 座舱 容纳 乘客 包厢 情侣 摩天轮 餐点 时间 新加坡 城市 景观 景色 大楼 中庭 热带雨林 雨林 瀑布 小溪 岩石 摄影 景观,丰盛
135***41,4.0,看夜景挺美的,29/08/23,3,https://sg.trip.com/review/singapore-flyer-10758467-178708777?locale=en-SG,Singapore Flyer,False,False,看夜景挺美的,夜景 挺 美的,,夜景 美的,
134***08,5.0,孩子说很值,12/08/23,1,https://sg.trip.com/review/singapore-flyer-10758467-178263953?locale=en-SG,Singapore Flyer,False,False,孩子说很值,孩子 值,值,孩子,
vevan,5.0,简单方便的,11/08/23,1,https://sg.trip.com/review/singapore-flyer-10758467-178242750?locale=en-SG,Singapore Flyer,False,False,简单方便的,简单,,,简单
Anonymous User,5.0,摩天轮上面的夜景真的非常美，大家一定要去看！！！,23/08/23,0,https://sg.trip.com/review/singapore-flyer-10758467-178562860?locale=en-SG,Singapore Flyer,False,False,摩天轮上面的夜景真的非常美大家一定要去看。。。,摩天轮 夜景 真的 美,,摩天轮 夜景 美,
Anonymous User,5.0,晚上坐上摩天轮俯瞰整个新加坡夜景美美哒！,15/10/23,0,https://sg.trip.com/review/singapore-flyer-10758467-179379932?locale=en-SG,Singapore Flyer,False,False,晚上坐上摩天轮俯瞰整个新加坡夜景美美哒。,晚上 坐 摩天轮 俯瞰 新加坡 夜景 美美 哒,坐 俯瞰,摩天轮 新加坡 夜景 美美,
极光小鲸,5.0,座落于新加坡河畔，可以远眺滨海艺术中心、滨海湾金沙酒店、F1新加坡站赛道、科学艺术博物馆等等，此外，还能远眺直到约45公里外的景色，包括印度尼西亚的巴淡岛、民丹岛，以及马来西亚的柔佛州。摩天轮上升速度非常平缓，并不会有畏惧感，旋转一周大约耗时三十分钟。摩天轮下还有&ldquo;新加坡路边摊&rdquo;，这个拥有超过800个座位的食阁，以20世纪60年代为主题装潢布置，让人仿佛进入了时光隧道。白天去和晚上去看到的是不一样的风景体验。,15/05/23,9,https://sg.trip.com/review/singapore-flyer-10758467-175844655?locale=en-SG,Singapore Flyer,False,False,座落于新加坡河畔可以远眺滨海艺术中心滨海湾金沙酒店F新加坡站赛道科学艺术博物馆等等此外还能远眺直到约公里外的景色包括印度尼西亚的巴淡岛民丹岛以及马来西亚的柔佛州。摩天轮上升速度非常平缓并不会有畏惧感旋转一周大约耗时三十分钟。摩天轮下还有ldquo新加坡路边摊rdquo这个拥有超过个座位的食阁以世纪年代为主题装潢布置让人仿佛进入了时光隧道。白天去和晚上去看到的是不一样的风景体验。,座落 新加坡 河畔 远眺 滨海 艺术 中心 滨海湾金沙酒店 F 新加坡 站 赛道 科学 艺术 博物馆 远眺 约 公里 外 景色 包括 印度尼西亚 淡 岛民 丹岛 马来西亚 柔佛州 摩天轮 速度 平缓 畏惧感 旋转 一周 耗时 三十分钟 摩天轮 ldquo 新加坡 路边摊 rdquo 拥有 超过 座位 食阁 世纪 年代 主题 装潢 布置 仿佛 时光隧道 白天 晚上 风景 体验,远眺 站 远眺 包括 旋转 拥有 超过,座落 新加坡 河畔 滨海 艺术 中心 滨海湾金沙酒店 新加坡 赛道 科学 艺术 博物馆 景色 印度尼西亚 岛民 丹岛 马来西亚 柔佛州 摩天轮 速度 畏惧感 耗时 摩天轮 新加坡 路边摊 座位 食阁 世纪 主题 装潢 布置 时光隧道 风景 体验,淡 平缓
小花牛牛808,4.0,夜幕下不同角度的摩天轮🎡如果玩儿过🎢云霄飞车和缆车🚡，俯瞰过灯火辉煌的海面和深不可测的崇山峻岭，恐怕灯红酒绿的市区景色就难以挑起你&ldquo;上天&rdquo;的兴致。于是，在徒步逛公园的路上，不同角度拍下了不同颜色灯光下点缀的摩天轮。有句话说的好：你在摩天轮上鸟瞰蚁人，我在陆地上仰视你😬。,22/03/23,6,https://sg.trip.com/review/singapore-flyer-10758467-175264905?locale=en-SG,Singapore Flyer,False,False,夜幕下不同角度的摩天轮如果玩儿过云霄飞车和缆车俯瞰过灯火辉煌的海面和深不可测的崇山峻岭恐怕灯红酒绿的市区景色就难以挑起你ldquo上天rdquo的兴致。于是在徒步逛公园的路上不同角度拍下了不同颜色灯光下点缀的摩天轮。有句话说的好你在摩天轮上鸟瞰蚁人我在陆地上仰视你。,夜幕 角度 摩天轮 玩儿 云霄飞车 缆车 俯瞰 灯火辉煌 海面 深不可测 崇山峻岭 恐怕 灯红酒绿 市区 景色 难以 挑起 ldquo 上天 rdquo 兴致 徒步 逛公园 路上 角度 拍下 颜色 灯光 点缀 摩天轮 句 话 摩天轮 鸟瞰 蚁 陆地 仰视,俯瞰 挑起 兴致 逛公园 拍下 点缀 鸟瞰 仰视,夜幕 角度 摩天轮 玩儿 云霄飞车 缆车 海面 崇山峻岭 灯红酒绿 市区 景色 角度 颜色 灯光 摩天轮 话 摩天轮 蚁 陆地,
Anonymous User,5.0,直接出示手机二维码就能进去了，挺方便的,02/10/23,0,https://sg.trip.com/review/singapore-flyer-10758467-179226602?locale=en-SG,Singapore Flyer,False,False,直接出示手机二维码就能进去了挺方便的,出示 手机 二维码 进去 挺,出示 进去,手机 二维码,
Anonymous User,5.0,非常nice的体验之旅！,13/10/23,0,https://sg.trip.com/review/singapore-flyer-10758467-179365899?locale=en-SG,Singapore Flyer,False,False,非常nice的体验之旅。,nice 体验 旅,,体验 旅,
红豆冰绿豆冰,5.0,值得，非常好，下次还来,20/09/23,0,https://sg.trip.com/review/singapore-flyer-10758467-179059657?locale=en-SG,Singapore Flyer,False,False,值得非常好下次还来,值得 下次,值得,,
Anonymous User,5.0,上面的夜景真的非常美！,23/08/23,0,https://sg.trip.com/review/singapore-flyer-10758467-178562884?locale=en-SG,Singapore Flyer,False,False,上面的夜景真的非常美。,夜景 真的 美,,夜景 美,
M39***28,5.0,值得去，美好的回忆。,18/08/23,0,https://sg.trip.com/review/singapore-flyer-10758467-178473244?locale=en-SG,Singapore Flyer,False,False,值得去美好的回忆。,值得 美好 回忆,值得 回忆,,美好
M59***10,5.0,赶上国庆烟花秀，超值,16/08/23,0,https://sg.trip.com/review/singapore-flyer-10758467-178325991?locale=en-SG,Singapore Flyer,False,False,赶上国庆烟花秀超值,赶上 国庆 烟花 秀 超值,超值,烟花,秀
_We***17,5.0,全程大概30分钟，转一圈，感觉过的很快。我们去的那天还赶上下边的坦克展览，还刚刚好赶上了烟花，景色特别棒！里边的空间比较大，大家都在合影拍照。我们是晚上去的没那么热，估计白天去的话应该会晒的很热，尽管里边有空调,01/02/23,4,https://sg.trip.com/review/singapore-flyer-10758467-174784094?locale=en-SG,Singapore Flyer,False,False,全程大概分钟转一圈感觉过的很快。我们去的那天还赶上下边的坦克展览还刚刚好赶上了烟花景色特别棒。里边的空间比较大大家都在合影拍照。我们是晚上去的没那么热估计白天去的话应该会晒的很热尽管里边有空调,全程 大概 分钟 转 一圈 感觉 很快 那天 赶上 下边 坦克 展览 刚刚 赶上 烟花 景色 特别 棒 里边 空间 合影 拍照 晚上 没 热 估计 白天 会晒 很热 里边 空调,转 展览 拍照 没 估计 会晒,全程 感觉 坦克 烟花 景色 空间 合影 热 空调,很热
Anonymous User,5.0,非常适合大家一起玩,25/09/23,0,https://sg.trip.com/review/singapore-flyer-10758467-179126697?locale=en-SG,Singapore Flyer,False,False,非常适合大家一起玩,非常适合 玩,玩,,
M57***31,5.0,非常的好 下次还买,29/08/23,0,https://sg.trip.com/review/singapore-flyer-10758467-178706165?locale=en-SG,Singapore Flyer,False,False,非常的好。下次还买,下次 买,买,,
121***08,5.0,天气好上去更好看,19/08/23,0,https://sg.trip.com/review/singapore-flyer-10758467-178502585?locale=en-SG,Singapore Flyer,False,False,天气好上去更好看,天气 更好,,天气,
伯茲维尔班固,5.0,携程服务还是无敌,18/08/23,0,https://sg.trip.com/review/singapore-flyer-10758467-178431057?locale=en-SG,Singapore Flyer,False,False,携程服务还是无敌,携程 服务 无敌,服务 无敌,携程,
majury,5.0,夜景超级棒！！,13/08/23,0,https://sg.trip.com/review/singapore-flyer-10758467-178282489?locale=en-SG,Singapore Flyer,False,False,夜景超级棒。。,夜景 超级 棒,,夜景,
M56***50,5.0,特别好，风景好,11/08/23,0,https://sg.trip.com/review/singapore-flyer-10758467-178241640?locale=en-SG,Singapore Flyer,False,False,特别好风景好,特别 风景,,风景,
M66***14,5.0,好好好好好好好,05/08/23,0,https://sg.trip.com/review/singapore-flyer-10758467-178142986?locale=en-SG,Singapore Flyer,False,False,好好好好好好好,好好 好好 好好,,,
M49***56,5.0,非常慢  观景不错,26/07/23,0,https://sg.trip.com/review/singapore-flyer-10758467-177762752?locale=en-SG,Singapore Flyer,False,False,非常慢。观景不错,慢 观景 不错,,观景,慢 不错
M47***14,5.0,体验感非常好,28/07/23,0,https://sg.trip.com/review/singapore-flyer-10758467-177783180?locale=en-SG,Singapore Flyer,False,False,体验感非常好,体验 感,感,体验,
M28***88,5.0,不错的选择,13/10/23,0,https://sg.trip.com/review/singapore-flyer-10758467-179371390?locale=en-SG,Singapore Flyer,False,False,不错的选择,不错 选择,选择,,不错
caisi,5.0,很好很及时,13/09/23,0,https://sg.trip.com/review/singapore-flyer-10758467-178963801?locale=en-SG,Singapore Flyer,False,False,很好很及时,很好,,,
Anonymous User,5.0,很棒的体验,24/08/23,0,https://sg.trip.com/review/singapore-flyer-10758467-178569823?locale=en-SG,Singapore Flyer,False,False,很棒的体验,很棒 体验,,体验,很棒
Anonymous User,5.0,体验很赞！,22/08/23,0,https://sg.trip.com/review/singapore-flyer-10758467-178549089?locale=en-SG,Singapore Flyer,False,False,体验很赞。,体验 赞,赞,体验,
Anonymous User,5.0,好 非常好看,14/08/23,0,https://sg.trip.com/review/singapore-flyer-10758467-178288689?locale=en-SG,Singapore Flyer,False,False,。非常好看,好看,好看,,
dI_Ib,5.0,很美的景点,07/08/23,0,https://sg.trip.com/review/singapore-flyer-10758467-178183909?locale=en-SG,Singapore Flyer,False,False,很美的景点,美的 景点,,美的 景点,
M15***25,5.0,在携程的价格比现场优惠，新加坡夜景很美,25/06/23,5,https://sg.trip.com/review/singapore-flyer-10758467-176992114?locale=en-SG,Singapore Flyer,False,False,在携程的价格比现场优惠新加坡夜景很美,携程 价格比 现场 优惠 新加坡 夜景 美,优惠,携程 价格比 现场 新加坡 夜景 美,
320***63,5.0,亚洲第一摩天轮🎡不错！可以俯瞰新加坡远眺马来柔佛部分印尼🇮🇩岛屿，清楚看到马六甲海峡和鱼尾狮公园以及很多新加坡地标！,17/07/23,6,https://sg.trip.com/review/singapore-flyer-10758467-177634553?locale=en-SG,Singapore Flyer,False,False,亚洲第一摩天轮不错。可以俯瞰新加坡远眺马来柔佛部分印尼岛屿清楚看到马六甲海峡和鱼尾狮公园以及很多新加坡地标。,亚洲 第一 摩天轮 不错 俯瞰 新加坡 远眺 马来 柔佛 印尼 岛屿 马六甲海峡 鱼尾狮公园 很多 新加坡 地标,俯瞰 远眺,亚洲 摩天轮 新加坡 马来 柔佛 印尼 岛屿 马六甲海峡 鱼尾狮公园 新加坡 地标,不错
138***06,5.0,新加坡必打卡点之一，而且是一家人坐一个摩天轮🎡真的很舒适很惬意，能看到整个新加坡滨海湾的景色，很美！小孩和老人都很开心！,17/05/23,9,https://sg.trip.com/review/singapore-flyer-10758467-175869230?locale=en-SG,Singapore Flyer,False,False,新加坡必打卡点之一而且是一家人坐一个摩天轮真的很舒适很惬意能看到整个新加坡滨海湾的景色很美。小孩和老人都很开心。,新加坡 必 打卡 一家人 坐 摩天轮 真的 舒适 惬意 新加坡 滨海湾 景色 美 小孩 老人 开心,打卡 坐 开心,新加坡 一家人 摩天轮 新加坡 滨海湾 景色 美 小孩 老人,舒适 惬意
ruby0730,5.0,有带饮品的缆车箱，晚上还有可以吃饭的缆车箱，这个觉得都挺好。虽然没时间没试。但是应该很不错。,14/05/23,5,https://sg.trip.com/review/singapore-flyer-10758467-175838288?locale=en-SG,Singapore Flyer,False,False,有带饮品的缆车箱晚上还有可以吃饭的缆车箱这个觉得都挺好。虽然没时间没试。但是应该很不错。,带 饮品 缆车 箱 晚上 吃饭 缆车 箱 挺 没 时间 没 试 不错,带 吃饭 没 没 试,饮品 缆车 缆车 时间,不错
_We***06,5.0,flyer的服务是绝对没话说la，仔细周到及时，又感觉轻松亲切。在flyer里面看外面的话，繁华尽收眼底，现代化都市的标配。可以在flyer里走动，随处取景拍照，不太敢走到玻璃窗太贴近的地方，那么高，还是有点害怕滴,17/07/23,2,https://sg.trip.com/review/singapore-flyer-10758467-177636366?locale=en-SG,Singapore Flyer,False,False,flyer的服务是绝对没话说la仔细周到及时又感觉轻松亲切。在flyer里面看外面的话繁华尽收眼底现代化都市的标配。可以在flyer里走动随处取景拍照不太敢走到玻璃窗太贴近的地方那么高还是有点害怕滴,flyer 服务 没话说 la 仔细 周到 感觉 轻松 亲切 flyer 外面 繁华 尽收眼底 现代化 都市 标配 flyer 里 走动 随处 取景 拍照 太 敢 走到 玻璃窗 太 贴近 地方 高 害怕 滴,服务 周到 现代化 标配 走动 拍照 敢 走到 贴近 害怕 滴,感觉 都市 取景 玻璃窗 地方,仔细 轻松 亲切 繁华 高
M14***50,5.0,晚上去坐的，现场临时买的票，排队不长；看看新加坡的夜景，真的太美了。带孩子去坐的，俯瞰新加坡，能看到鱼尾狮，金沙等等,20/07/23,4,https://sg.trip.com/review/singapore-flyer-10758467-177669097?locale=en-SG,Singapore Flyer,False,False,晚上去坐的现场临时买的票排队不长看看新加坡的夜景真的太美了。带孩子去坐的俯瞰新加坡能看到鱼尾狮金沙等等,晚上 坐 现场 临时 买 票 排队 长 新加坡 夜景 真的 太美 带 孩子 坐 俯瞰 新加坡 鱼尾狮 金沙,坐 买 带 坐 俯瞰,现场 票 排队 新加坡 夜景 孩子 新加坡 鱼尾狮 金沙,长 太美
